"","Cond.","Rho","HetInd","a.ps","b.s","K","Nbar","postVar","Method","a.para","cp.para","b.para","beta1.para","a.bias","cp.bias","b.bias","ab.bias","beta1.bias","beta2.bias","a.Ebias","cp.Ebias","b.Ebias","ab.Ebias","beta1.Ebias","beta2.Ebias","a.empSE","cp.empSE","b.empSE","beta1.empSE","beta2.empSE","a.meanSE","cp.meanSE","b.meanSE","beta1.meanSE","beta2.meanSE","a.seRbias","cp.seRbias","b.seRbias","beta1.seRbias","beta2.seRbias","a.CoverageRate","cp.CoverageRate","b.CoverageRate","beta1.CoverageRate","beta2.CoverageRate","ab.CoverageRate","a.power","a.typeIerror","cp.power","cp.typeIerror","b.power","b.typeIerror","beta1.power","beta1.typeIerror","beta2.power","beta2.typeIerror","ab.power","ab.typeIerror","ConvergenceRate","posDefRate"
"31","Cond31","0.9","1","0.6","0","10","120","1","CSMMA","0.3","0.3","0","0.1","-0.00512006146319848","-0.00493907030036261","0.00142801523282778","0.000571070371365036","-0.000504660081744344","-0.000231830732995161","-0.00853343577199739","-0.0082317838339376","0.00142801523282778","0.000571070371365036","-0.00504660081744338","-0.00231830732995167","0.032858097525671","0.0328493051377459","0.0368596939728139","0.0372711987068406","0.0394741988206466","0.0320472739159216","0.0337775775213263","0.0361761950136154","0.0348872801668317","0.0372966671405478","-0.0246765233171493","0.0282585089604745","-0.0185432619083215","-0.0639614131748149","-0.0551634167419733","0.935532233883059","0.955022488755622","0.934032983508246","0.949525237381309","0.937531234382809","1","1",NA,"1",NA,NA,"0.0659670164917541","0.813093453273363",NA,"0.768615692153923",NA,NA,"0.0599700149925037","1","0.4002"
"32","Cond32","0.9","1","0.6","0.3","10","120","1","CSMMA","0.3","0.3","0.3","0.1","-0.00474634431180147","-0.00527867168007758","-0.000351280449618465","-0.0017330008700209","-0.000949553980108669","-0.000587751763686559","-0.00791057385300239","-0.0087977861334626","-0.00117093483206154","-0.00962778261122723","-0.00949553980108667","-0.00587751763686556","0.0317784277090148","0.0313273772807559","0.0335963742964843","0.0359273103819822","0.0357154429480665","0.0320372031692056","0.0319407321368679","0.032636884952265","0.0350396436541648","0.0324766398989552","0.00814311716615872","0.0195788766680037","-0.0285593122564933","-0.0247072969943939","-0.0906835469973271","0.943875061005368","0.946803318692045","0.93411420204978","0.941434846266471","0.935578330893119","1","1",NA,"1",NA,"1",NA,"0.793557833089312",NA,"0.837969741337238",NA,"1",NA,"1","0.4098"
"33","Cond33","0.45","1","0","0","30","80","1","CSMMA","0","0.3","0","0.1","-8.68749994769536e-05","-0.00573255161653231","-3.58274470087897e-05","-3.34846327034952e-05","-0.00160789699785399","-0.000541908993488585","-8.68749994769536e-05","-0.0095542526942205","-3.58274470087897e-05","-3.34846327034952e-05","-0.0160789699785399","-0.00541908993488591","0.0227397750795558","0.0204985789258734","0.0223151504857883","0.0232913391077786","0.0227292951310502","0.0227034092164362","0.021056226089235","0.0220363546164443","0.0233074415266071","0.0229303377677682","-0.00159921824170919","0.0272041864647386","-0.01249356886576","0.000691347919240441","0.00884508892857297","0.947758429047796","0.949240459429418","0.939236754353464","0.950722489811041","0.955909596146721","1",NA,"0.0522415709522045","1",NA,NA,"0.0607632456465358","0.980363097443498",NA,"0.979992589848092",NA,NA,"0.000370507595405706","1","0.5398"
"34","Cond34","0.45","1","0","0.3","30","80","1","CSMMA","0","0.3","0.3","0.1","0.000222950121789467","-0.00530570723231343","-0.00257252641855458","8.38080578114566e-06","-0.00233495520254814","-0.000410640969447513","0.000222950121789467","-0.00884284538718897","-0.00857508806184866","8.38080578114566e-06","-0.0233495520254813","-0.00410640969447512","0.0228770063802206","0.0199920960698471","0.0204920950136247","0.0230549980029744","0.0212324538285044","0.0226152044420881","0.0203967283488108","0.0204717669179022","0.0232431524888843","0.021278765959533","-0.0114438897197156","0.0202396125723917","-0.000991996948532724","0.00816111482142037","0.00218119541917605","0.945633707101597","0.954468229697587","0.945293917770982","0.954468229697587","0.949371389738362","1",NA,"0.054366292898403","1",NA,"1",NA,"0.976554536187564",NA,"0.990825688073395",NA,NA,"0.0506286102616378","1","0.5886"
"35","Cond35","0.45","1","0.6","0","30","80","1","CSMMA","0.3","0.3","0","0.1","-0.00442610601528002","-0.00686685907349521","0.00191581283382117","0.00110096730597605","-0.000668627843856018","2.42229475960747e-05","-0.00737684335880007","-0.0114447651224921","0.00191581283382117","0.00110096730597605","-0.00668627843856018","0.000242229475960754","0.0208704111041239","0.0225691637262843","0.0233534244829852","0.022154165261013","0.0220607384094724","0.0207819496440624","0.022538108752447","0.0234674176237656","0.0212816872591667","0.0227798109760571","-0.00423860649510673","-0.00137599133995399","0.00488121735052262","-0.0393821203176489","0.0325951268374544","0.946638946638947","0.940748440748441","0.941441441441441","0.944906444906445","0.963270963270963","1","1",NA,"1",NA,NA,"0.0585585585585586","0.987179487179487",NA,"0.984753984753985",NA,NA,"0.0540540540540541","1","0.5772"
"36","Cond36","0.45","1","0.6","0.3","30","80","1","CSMMA","0.3","0.3","0.3","0.1","-0.00554422997109479","-0.00489519399003986","-0.000741975256123011","-0.00211850176685906","-0.000953400311116399","0.000359402292547515","-0.00924038328515805","-0.00815865665006651","-0.00247325085374339","-0.011769454260328","-0.00953400311116404","0.00359402292547509","0.0205124307033117","0.0213337304228284","0.0216447212715762","0.0215216907025009","0.0194744905619373","0.0209358530861703","0.0211225288459072","0.0210671090744631","0.0213599787898267","0.0194328947578887","0.0206422334331234","-0.00989988964589166","-0.026686053835752","-0.007513903759216","-0.00213591230621663","0.951030927835051","0.943298969072165","0.936533505154639","0.948453608247423","0.94909793814433","0.999355670103093","1",NA,"1",NA,"1",NA,"0.98840206185567",NA,"0.997100515463918",NA,"1",NA,"1","0.6208"
"37","Cond37","0.9","1","0","0","30","80","1","CSMMA","0","0.3","0","0.1","0.000403346160434709","-0.00691519487570393","0.000336829592809994","-2.53789636175365e-05","-0.00115501132423313","0.000310353975506116","0.000403346160434709","-0.0115253247928399","0.000336829592809994","-2.53789636175365e-05","-0.0115501132423312","0.0031035397550612","0.0225716844319262","0.0206647058839101","0.0221428407212828","0.0234451751752884","0.0221399890718315","0.0227370455023532","0.0212037640288736","0.0220651205436481","0.0233916223799643","0.022996969915724","0.00732604032834703","0.0260859335715592","-0.00350994610912915","-0.0022841712601297","0.0387073742950856","0.947118891320204","0.948212983223924","0.939824945295405","0.953318745441284","0.960977388767323","1",NA,"0.0528811086797958","1",NA,NA,"0.0601750547045952","0.975565280816922",NA,"0.984682713347921",NA,NA,"0","1","0.5484"
"38","Cond38","0.9","1","0","0.3","30","80","1","CSMMA","0","0.3","0.3","0.1","0.00127032422064062","-0.00562501747002971","-0.0016304080842575","0.000313700586350458","-0.00109695280163852","0.000428809232766392","0.00127032422064062","-0.00937502911671625","-0.00543469361419173","0.000313700586350458","-0.0109695280163852","0.00428809232766392","1438.32471947265","0.0221374177732819","0.020111634090363","0.0202750879596221","0.0236158517563144","0.000156850293175229","0.022665991085067","0.0203749802844524","0.020450309178877","0.0231348771283928","-0.999984241395022","-0.0796135080829797","0.0168397598619935","0.141049408735784","-0.105389547564903","0.949635520212061","0.944996686547382","0.94466534128562","0.94466534128562","0.949635520212061","1",NA,"0.050364479787939","1",NA,"1",NA,"0.979125248508946",NA,"0.993041749502982",NA,NA,"0.0480450629555997","1","0.6036"
"39","Cond39","0.9","1","0.6","0","30","80","1","CSMMA","0.3","0.3","0","0.1","-0.00549240918735038","-0.00636540152357375","0.00159313534467066","0.000891536107478464","-0.000570224737510252","-0.000621015883415232","-0.00915401531225065","-0.0106090025392896","0.00159313534467066","0.000891536107478464","-0.00570224737510255","-0.00621015883415232","0.0210413034874553","0.022126809363163","0.023481016119398","0.0214606592060558","0.0225236233465462","0.0208487255455356","0.0224605821263585","0.0234329159043414","0.0212816816435328","0.0226873867110667","-0.00915237699197271","0.0150845410071252","-0.00204847246865057","-0.00833979799057166","0.00727073801585362","0.945070422535211","0.945070422535211","0.944014084507042","0.946830985915493","0.951408450704225","1","1",NA,"1",NA,NA,"0.0559859154929577","0.989084507042253",NA,"0.982042253521127",NA,NA,"0.0535211267605634","1","0.568"
"40","Cond40","0.9","1","0.6","0.3","30","80","1","CSMMA","0.3","0.3","0.3","0.1","-0.00495495657084393","-0.00434418859889242","-0.000529089995093681","-0.00181018133617458","-0.000830263406339356","0.000438832583988812","-0.00825826095140647","-0.00724031433148734","-0.00176363331697886","-0.0100565629787477","-0.00830263406339363","0.00438832583988816","0.0206896672179306","0.0209900727523938","0.0214787399114772","0.0211403619824639","0.019483455403836","0.0209961481512224","0.0211430743952113","0.0211036985495748","0.0215649768363893","0.0195911604510019","0.0148132364848375","0.00728923832815434","-0.0174610504828564","0.0200855053606748","0.00552802595502438","0.94875","0.9465625","0.9446875","0.95","0.9503125","0.999375","1",NA,"1",NA,"1",NA,"0.9878125",NA,"0.9965625",NA,"1",NA,"1","0.64"
"41","Cond41","0.45","1","0","0","30","120","1","CSMMA","0","0.3","0","0.1","-0.000341708649750559","-0.0040430493490764","-8.99578199050458e-05","-5.48433672307857e-05","-0.00106506188207368","0.000170336451006799","-0.000341708649750559","-0.006738415581794","-8.99578199050458e-05","-5.48433672307857e-05","-0.0106506188207368","0.00170336451006795","0.0196963685237752","0.0177925550518696","0.0186552461985474","0.0195221376591435","0.0193908541296784","0.0190926235145758","0.0177598374004568","0.0186128832622178","0.019595325117372","0.0193530670370469","-0.0306526052490662","-0.00183883940881102","-0.00227083233738476","0.0037489469394391","-0.00194870697179137","0.936678614097969","0.939964157706093","0.940860215053763","0.948626045400239","0.950716845878136","1",NA,"0.0633213859020311","1",NA,NA,"0.0591397849462366","0.994922341696535",NA,"0.996117084826762",NA,NA,"0.00029868578255675","1","0.6696"
"42","Cond42","0.45","1","0","0.3","30","120","1","CSMMA","0","0.3","0.3","0.1","0.000660099338838478","-0.003555533507363","-0.0014098435629767","0.0001345599485874","-0.00107943046187754","-0.00040793232521094","0.000660099338838478","-0.0059258891789384","-0.00469947854325562","0.0001345599485874","-0.0107943046187754","-0.00407932325210941","0.0191962049565365","0.0172993947156132","0.0177019816213132","0.0197061076123345","0.018512274681614","0.0190493304690746","0.0173225175343887","0.0172844113354397","0.0194571879462717","0.017898120649081","-0.00765122521844883","0.00133662588521339","-0.0235889006556634","-0.0126315998552145","-0.0331755034481546","0.943956043956044","0.947527472527472","0.935714285714286","0.948626373626374","0.942857142857143","0.999450549450549",NA,"0.056043956043956","1",NA,"1",NA,"0.995054945054945",NA,"0.998076923076923",NA,NA,"0.0543956043956044","1","0.728"
"43","Cond43","0.45","1","0.6","0","30","120","1","CSMMA","0.3","0.3","0","0.1","-0.00333027188134995","-0.00452177357571612","0.000794185980386825","0.000401378019189606","-0.000482470303541549","0.000416139314829046","-0.00555045313558322","-0.00753628929286025","0.000794185980386825","0.000401378019189606","-0.00482470303541552","0.00416139314829048","0.0174048897613584","0.0194358409528213","0.0205791095388152","0.0180659305513557","0.0191602775711525","0.0175339665188339","0.0191442922475226","0.0198365365075957","0.0178837265848851","0.0190699083739491","0.00741612036877845","-0.0150005706471081","-0.036083827136393","-0.0100855013226526","-0.00471648684982821","0.943034404963339","0.945008460236887","0.935984207557812","0.945290468133108","0.942752397067118","0.999717992103779","1",NA,"1",NA,NA,"0.0640157924421884","0.997743936830231",NA,"0.996897913141568",NA,NA,"0.0620417371686407","1","0.7092"
"44","Cond44","0.45","1","0.6","0.3","30","120","1","CSMMA","0.3","0.3","0.3","0.1","-0.00427289658606429","-0.00358450952749197","9.37617530277305e-05","-0.00124806528265482","-0.000336564823390282","-0.000105279311244224","-0.00712149431010722","-0.00597418254582001","0.000312539176759071","-0.00693369601474894","-0.00336564823390284","-0.00105279311244225","0.017562048302174","0.0181442356454762","0.0181328385034746","0.0181679801403009","0.0170026934246259","0.0176698677608802","0.0180584757761326","0.0180386562774563","0.0181203314304587","0.0167060093770425","0.00613934416140272","-0.00472656280591495","-0.0051940144947676","-0.00262267513912928","-0.0174492381985622","0.944613050075872","0.947647951441578","0.945877592311583","0.943601416287304","0.948912493677289","0.999747091552858","1",NA,"1",NA,"1",NA,"0.996712190187152",NA,"0.998988366211431",NA,"1",NA,"1","0.7908"
"45","Cond45","0.9","1","0","0","30","120","1","CSMMA","0","0.3","0","0.1","-0.00128159242267852","-0.00445208563097423","0.000239037880823503","-7.26334207617225e-05","-0.00040240064021457","-0.000385841473060396","-0.00128159242267852","-0.00742014271829035","0.000239037880823503","-7.26334207617225e-05","-0.00402400640214573","-0.00385841473060394","0.019796906435686","0.0178635534837009","0.0185585879099181","0.0199293497767759","0.0192325632326762","0.0191098357491274","0.0178088966378317","0.0185344708636246","0.0196478473883404","0.0193112778897044","-0.0347059622063004","-0.00305968495680937","-0.00129950869163742","-0.014125016199151","0.00409278035776399","0.934129991256194","0.944914019236374","0.946662780530458","0.944622559020694","0.951909064412708","1",NA,"0.0658700087438065","1",NA,NA,"0.0533372194695424","0.995336636549111",NA,"0.997085397843194",NA,NA,"0.00029146021568056","1","0.6862"
"46","Cond46","0.9","1","0","0.3","30","120","1","CSMMA","0","0.3","0.3","0.1","-0.000988522861409671","-0.00461936377876267","-0.000954194837855303","-0.000348465935767592","-0.00086535041412807","6.04899092483599e-05","-0.000988522861409671","-0.00769893963127118","-0.00318064945951768","-0.000348465935767592","-0.00865350414128066","0.000604899092483541","0.0191298069233105","0.0174300406427111","0.0174937663996237","0.0195432839828256","0.0181330216867012","0.0190350682998402","0.0173847396725086","0.0172901177316197","0.0194331534665663","0.0178891113040248","-0.00495240876450473","-0.00259901690025243","-0.0116412134100745","-0.00563521035441556","-0.0134511713982684","0.945160405812997","0.941595832190842","0.942966822045517","0.947902385522347","0.946257197696737","0.999725802029065",NA,"0.054839594187003","1",NA,"1",NA,"0.99616122840691",NA,"0.99945160405813",NA,NA,"0.0534686043323279","1","0.7294"
"47","Cond47","0.9","1","0.6","0","30","120","1","CSMMA","0.3","0.3","0","0.1","-0.0030508939186827","-0.00434318432565584","0.001105765515771","0.000612699026931701","5.88457240336495e-05","-0.000689625374371752","-0.00508482319780457","-0.00723864054275973","0.001105765515771","0.000612699026931701","0.000588457240336543","-0.00689625374371755","0.0177110029668163","0.0189802630592353","0.0202497380224456","0.017999987287854","0.0192683328997462","0.0175878113836956","0.0191741066178246","0.0197840208252734","0.0180168215669283","0.0191065086962818","-0.00695565255968631","0.0102129015801443","-0.0229986776449185","0.000935238386842487","-0.00839845378976571","0.944831429367512","0.945667316801337","0.940094733909167","0.950404012259682","0.947617720813597","1","1",NA,"1",NA,NA,"0.0599052660908331","0.997213708553915",NA,"0.996099191975481",NA,NA,"0.0585121203677905","1","0.7178"
"48","Cond48","0.9","1","0.6","0.3","30","120","1","CSMMA","0.3","0.3","0.3","0.1","-0.00467909305417129","-0.00279096695444581","-0.000283951324050016","-0.00160139330101889","-0.000370059608406749","0.000208397359884096","-0.00779848842361874","-0.00465161159074301","-0.000946504413500045","-0.00889662945010491","-0.00370059608406748","0.00208397359884094","0.0175759079088394","0.0184873025352673","0.0179998516474668","0.01823647400715","0.0168706839157317","0.0176970367396907","0.0180091432237214","0.0180030100632766","0.0180378113725401","0.0165812533111845","0.00689175384165686","-0.0258642011528558","0.000175468991171643","-0.0108936976814736","-0.0171558311442981","0.950671487603306","0.9375","0.943956611570248","0.947830578512397","0.942665289256198","0.99974173553719","1",NA,"1",NA,"1",NA,"0.998450413223141",NA,"0.99974173553719",NA,"1",NA,"1","0.7744"
"49","Cond49","0.45","1","0","0","5","80","1.5","CSMMA","0","0.3","0","0.1","0.0069797728418788","-0.0137579268451446","0.000217738173338367","-0.00101166233152564","-0.00491758386259207","0.000887407394544043","0.0069797728418788","-0.0229298780752409","0.000217738173338367","-0.00101166233152564","-0.0491758386259207","0.00887407394544043","0.0668553730752809","0.0506611273572611","0.0671088552197555","0.0887117136274464","0.0854029128626441","0.0662727186871188","0.0551293999710688","0.0640726889812798","0.0788198458205277","0.0767487530153024","-0.00871514676174179","0.0881992337497255","-0.0452424084501736","-0.111505768544396","-0.101333310038972","0.94047619047619","0.96547619047619","0.930952380952381","0.946428571428571","0.936904761904762","1",NA,"0.0595238095238095","0.998809523809524",NA,NA,"0.0690476190476191","0.341666666666667",NA,"0.35952380952381",NA,NA,"0","1","0.168"
"50","Cond50","0.45","1","0","0.3","5","80","1.5","CSMMA","0","0.3","0.3","0.1","-0.00254175208936529","-0.00629244582427088","-0.00330149979904666","-0.000780215314453806","-0.00744286609656499","-0.00271190236822597","-0.00254175208936529","-0.0104874097071182","-0.0110049993301555","-0.000780215314453806","-0.0744286609656498","-0.0271190236822598","0.0681669548565584","0.0478771477538896","0.0619159714070338","0.0914540626900609","0.0752492813053732","0.0655524350690112","0.0529579209694671","0.0590129159878193","0.0777568114302277","0.0706359904648404","-0.0383546513563469","0.1061210505207","-0.0468870204769934","-0.149771927642552","-0.0613067760981177","0.942268041237113","0.95360824742268","0.939175257731959","0.948453608247423","0.949484536082474","1",NA,"0.0577319587628866","0.998969072164948",NA,"0.977319587628866",NA,"0.349484536082474",NA,"0.393814432989691",NA,NA,"0.0329896907216495","1","0.194"
"51","Cond51","0.45","1","0.6","0","5","80","1.5","CSMMA","0.3","0.3","0","0.1","-0.0167661971071019","-0.0119801670349134","0.00208926850521523","0.000677017153777871","-0.00279259817351194","0.000851637679672193","-0.0279436618451699","-0.0199669450581889","0.00208926850521523","0.000677017153777871","-0.0279259817351193","0.00851637679672196","0.0604742931227151","0.0552684650563259","0.0674223730523842","0.0774729775872992","0.0773939988454968","0.0599423966833327","0.0587236282700966","0.0677693972425865","0.0723407930708983","0.0787183777890553","-0.00879541391749765","0.0625159973277623","0.00514701833370153","-0.0662448336985335","0.0171121658437929","0.943956043956044","0.959340659340659","0.952747252747253","0.943956043956044","0.962637362637363","1","0.974725274725275",NA,"0.995604395604396",NA,NA,"0.0472527472527473","0.361538461538462",NA,"0.326373626373626",NA,NA,"0.0373626373626374","1","0.182"
"52","Cond52","0.45","1","0.6","0.3","5","80","1.5","CSMMA","0.3","0.3","0.3","0.1","-0.00726198481259681","-0.0124701336456562","-0.000687663704754769","-0.00276349711417533","-3.78694924619225e-05","-0.00216077357938557","-0.0121033080209946","-0.0207835560760937","-0.00229221234918253","-0.0153527617454186","-0.000378694924619283","-0.0216077357938557","0.0592754552594544","0.050893159492067","0.0572534963267485","0.0725385486829652","0.0693960689236219","0.0595879056758388","0.0548540968190857","0.0588296616656714","0.0705859771596382","0.064104473578545","0.00527116012887396","0.0778284815985178","0.0275295910301739","-0.026917708704938","-0.0762520907474005","0.944387229660144","0.947476828012358","0.942327497425335","0.94129763130793","0.949536560247168","1","0.987641606591143",NA,"0.998970133882595",NA,"0.986611740473738",NA,"0.403707518022657",NA,"0.436663233779609",NA,"0.961894953656025",NA,"1","0.1942"
"53","Cond53","0.9","1","0","0","5","80","1.5","CSMMA","0","0.3","0","0.1","0.00509473954103882","-0.00476106967382769","0.00112216973729501","-0.000604339611532809","0.00287125096887313","7.91108662199366e-05","0.00509473954103882","-0.0079351161230462","0.00112216973729501","-0.000604339611532809","0.0287125096887313","0.000791108662199363","0.069083920210647","0.0513198436756683","0.0663157394573615","0.0893611995130509","0.0822797870172374","0.066524533784654","0.0549259094830039","0.0651620449361372","0.0796983179943301","0.078988935569134","-0.0370474984365254","0.0702665002279675","-0.0173969939966687","-0.108132853759528","-0.0399958673618582","0.935866983372922","0.953681710213777","0.937054631828979","0.95249406175772","0.958432304038005","1",NA,"0.0641330166270784","1",NA,NA,"0.0629453681710214","0.350356294536817",NA,"0.365795724465558",NA,NA,"0","1","0.1684"
"54","Cond54","0.9","1","0","0.3","5","80","1.5","CSMMA","0","0.3","0.3","0.1","-0.00510609978793997","-0.00789561265298682","-0.00154294204265977","-0.00246082324013372","-0.000305162329795706","0.000345962094504263","-0.00510609978793997","-0.0131593544216446","-0.00514314014219919","-0.00246082324013372","-0.00305162329795702","0.00345962094504257","0.0625371101743567","0.0485627014740616","0.0581612698739213","0.0788262850402658","0.0778249547589547","0.0646876834806978","0.053583386250009","0.0586238991540805","0.0763808484551406","0.0697258206927647","0.0343887541388661","0.103385615370453","0.00795424998735411","-0.0310231109315377","-0.104068599734818","0.951596292481977","0.950566426364573","0.951596292481977","0.946446961894954","0.944387229660144","1",NA,"0.0484037075180227","0.998970133882595",NA,"0.988671472708548",NA,"0.349124613800206",NA,"0.401647785787848",NA,NA,"0.0308959835221421","1","0.1942"
"55","Cond55","0.9","1","0.6","0","5","80","1.5","CSMMA","0.3","0.3","0","0.1","-0.016545594048593","-0.0100489484586554","0.00372435800876828","0.00185233633118902","-0.00147021307226997","-0.00281199742928373","-0.0275759900809884","-0.0167482474310924","0.00372435800876828","0.00185233633118902","-0.0147021307226997","-0.0281199742928373","0.0642591693770696","0.0553759475197171","0.0713740836504347","0.0846976051598382","0.0870510232095069","0.0604955915893282","0.0583750607398693","0.0680959817577289","0.0724745136235716","0.078266839673105","-0.0585687276107938","0.0541591314367008","-0.0459284620557908","-0.144314488151107","-0.100908446707868","0.93072625698324","0.958659217877095","0.939664804469274","0.95195530726257","0.941899441340782","1","0.975418994413408",NA,"0.993296089385475",NA,NA,"0.0603351955307263","0.388826815642458",NA,"0.357541899441341",NA,NA,"0.0402234636871508","1","0.179"
"56","Cond56","0.9","1","0.6","0.3","5","80","1.5","CSMMA","0.3","0.3","0.3","0.1","-0.00782701110214448","-0.00482254022054208","-0.0011374911226446","-0.00376242982047011","-0.000257446750601947","0.00095782066018267","-0.0130450185035741","-0.00803756703423679","-0.00379163707548202","-0.0209023878915007","-0.0025744675060195","0.00957820660182671","0.0633925712375571","0.0542845938444715","0.0642656523320195","0.0772686516291838","0.0712343553881646","0.0602601886299372","0.0547743893239267","0.0603494303812338","0.0726742465571643","0.0668930308280976","-0.0494124555364948","0.00902273453235144","-0.060938025347554","-0.0594601429576933","-0.0609442527613344","0.932764140875133","0.940234791889007","0.930629669156884","0.940234791889007","0.953041622198506","0.99786552828175","0.969050160085379",NA,"0.99786552828175",NA,"0.985058697972252",NA,"0.394877267876201",NA,"0.43649946638207",NA,"0.937033084311633",NA,"1","0.1874"
"57","Cond57","0.45","1","0","0","5","120","1.5","CSMMA","0","0.3","0","0.1","-0.00187427897267546","-0.00931862387606997","0.00100496613635349","-0.000594090460912255","-0.000433591188141218","-0.000267863868885561","-0.00187427897267546","-0.0155310397934499","0.00100496613635349","-0.000594090460912255","-0.00433591188141222","-0.00267863868885568","0.0568374288243026","0.042407221287125","0.0576785127033507","0.0713426474296442","0.0762313412161617","0.0547136993178086","0.0456476480377809","0.0537653677266648","0.0661142707560769","0.065511810094529","-0.0373649820272295","0.0764121452031976","-0.0678440686709758","-0.0732854311122022","-0.140618424792453","0.935483870967742","0.957603686635945","0.933640552995392","0.938248847926267","0.929953917050691","1",NA,"0.0645161290322581","1",NA,NA,"0.0663594470046083","0.457142857142857",NA,"0.446082949308756",NA,NA,"0","1","0.217"
"58","Cond58","0.45","1","0","0.3","5","120","1.5","CSMMA","0","0.3","0.3","0.1","0.000383984675072492","-0.00710489150186743","-0.00309033193220074","-0.000186524966920473","-0.00443193664689168","0.000108895415704222","0.000383984675072492","-0.0118414858364457","-0.0103011064406692","-0.000186524966920473","-0.0443193664689169","0.00108895415704219","0.0549971109928834","0.0416373086238015","0.0543272432970089","0.0705632295178035","0.0687156239864505","0.0540975681329777","0.0452930145104803","0.0490651101931569","0.0650379899285449","0.0591286152592762","-0.0163561838734044","0.0877988037053147","-0.0968599322274417","-0.078301965868279","-0.139517160304979","0.934056007226739","0.947606142728094","0.93676603432701","0.946702800361337","0.934959349593496","1",NA,"0.0659439927732611","1",NA,"0.992773261065944",NA,"0.43360433604336",NA,"0.497741644083108",NA,NA,"0.0487804878048781","1","0.2214"
"59","Cond59","0.45","1","0.6","0","5","120","1.5","CSMMA","0.3","0.3","0","0.1","-0.0123988865446874","-0.00969874494303888","0.00408827654411763","0.00226178593603608","-0.00331667253093988","0.00340036073346618","-0.0206648109078122","-0.0161645749050648","0.00408827654411763","0.00226178593603608","-0.0331667253093988","0.0340036073346618","0.0531908511104408","0.0479207066897151","0.0592528445579954","0.0696779092169648","0.0714621034856579","0.0503694460562238","0.0488710783883698","0.0565028698127462","0.0612173737506178","0.0662572448885299","-0.0530430514894172","0.0198321720255164","-0.0464108477114139","-0.121423497941111","-0.0728338286064118","0.928783382789317","0.944609297725025","0.936696340257171","0.936696340257171","0.942631058358061","1","0.989119683481701",NA,"1",NA,NA,"0.0633036597428289","0.479723046488625",NA,"0.434223541048467",NA,NA,"0.0494559841740851","1","0.2022"
"60","Cond60","0.45","1","0.6","0.3","5","120","1.5","CSMMA","0.3","0.3","0.3","0.1","-0.0028838452603047","-0.00794642237150071","-0.00271440594905409","-0.00273095992482227","0.000107079828667241","0.00246027605851043","-0.00480640876717453","-0.0132440372858345","-0.0090480198301803","-0.015171999582346","0.00107079828667242","0.0246027605851043","0.0521744823516184","0.044235087750598","0.0515335243531455","0.0668105497362815","0.0634615918497732","0.0508207167520898","0.046476532836807","0.0509388446625872","0.061272870310883","0.0568350129273646","-0.0259468908652547","0.0506712024365455","-0.0115396666155228","-0.0828863023468171","-0.104418731539149","0.937089201877934","0.950234741784038","0.933333333333333","0.937089201877934","0.945539906103286","0.99906103286385","0.990610328638498",NA,"1",NA,"0.995305164319249",NA,"0.494835680751174",NA,"0.553051643192488",NA,"0.977464788732394",NA,"1","0.213"
"61","Cond61","0.9","1","0","0","5","120","1.5","CSMMA","0","0.3","0","0.1","-0.000467509277179197","-0.00151670713475475","0.001815330378312","-0.000582328422651776","-0.00157420335382941","0.000541833134578362","-0.000467509277179197","-0.00252784522459119","0.001815330378312","-0.000582328422651776","-0.0157420335382941","0.00541833134578368","0.0609443406911931","0.0430989049658431","0.0579224051059048","0.0771563091500706","0.0790408583810828","0.0561543235716842","0.0454688963213791","0.0543000285909011","0.0681260353301014","0.0663027721808661","-0.0785965860846713","0.0549895956153472","-0.0625384341064657","-0.117038696114989","-0.161158247280186","0.922636103151863","0.944603629417383","0.946513849092646","0.933142311365807","0.932187201528176","1",NA,"0.0773638968481375","1",NA,NA,"0.0534861509073543","0.427889207258835",NA,"0.480420248328558",NA,NA,"0.000955109837631328","1","0.2094"
"62","Cond62","0.9","1","0","0.3","5","120","1.5","CSMMA","0","0.3","0.3","0.1","-0.00466250690899124","-0.00749050405828674","-0.00250310843449013","-0.00189653514045639","-0.00458625174065931","4.63551893012718e-05","-0.00466250690899124","-0.012484173430478","-0.00834369478163381","-0.00189653514045639","-0.0458625174065931","0.00046355189301267","0.0598690316130019","0.0413021082146926","0.0533504719096784","0.0759329864649988","0.0655888281516741","0.0544054367165922","0.0446756538350748","0.0495434186442402","0.0655219136782846","0.0597877466277242","-0.0912591159270254","0.0816797438727853","-0.0713593175311263","-0.137108696383398","-0.0884461834039009","0.934664246823956","0.950090744101633","0.921960072595281","0.949183303085299","0.932849364791289","1",NA,"0.0653357531760436","1",NA,"0.994555353901996",NA,"0.433756805807622",NA,"0.507259528130672",NA,NA,"0.0480943738656987","1","0.2204"
