"","Cond.","Rho","HetInd","a.ps","b.s","K","Nbar","postVar","Method","a.para","cp.para","b.para","beta1.para","a.bias","cp.bias","b.bias","ab.bias","beta1.bias","a.Ebias","cp.Ebias","b.Ebias","ab.Ebias","beta1.Ebias","a.empSE","cp.empSE","b.empSE","beta1.empSE","a.meanSE","cp.meanSE","b.meanSE","beta1.meanSE","a.seRbias","cp.seRbias","b.seRbias","beta1.seRbias","a.CoverageRate","cp.CoverageRate","b.CoverageRate","beta1.CoverageRate","ab.CoverageRate","a.power","a.typeIerror","cp.power","cp.typeIerror","b.power","b.typeIerror","beta1.power","beta1.typeIerror","ab.power","ab.typeIerror","ConvergenceRate","posDefRate"
"11","Cond107","0.45","0","0.6","0","5","120","1","CSMMA","0.3","0.3","0","0.1","-0.00319736264425721","-0.00735843289928281","-0.00103307731801077","-0.000953233710045432","0.000936572775183808","-0.00532893774042864","-0.0122640548321381","-0.00103307731801077","-0.000953233710045432","0.00936572775183803","0.0436527628178519","0.0551685408894679","0.0491047740567243","0.0666767970592308","0.0450178938075544","0.0533968627355716","0.0513155805251001","0.0600514327679041","0.0312724991863336","-0.0321139208203089","0.0450222307472985","-0.0993653652175458","0.939759036144578","0.944578313253012","0.944578313253012","0.937349397590361","1","1",NA,"0.988755020080321",NA,NA,"0.0554216867469879","0.506827309236948",NA,NA,"0.0441767068273092","1","0.249"
"12","Cond108","0.45","0","0.6","0.3","5","120","1","CSMMA","0.3","0.3","0.3","0.1","-0.00264175109088325","-0.0113662708177227","-0.00201770188140676","-0.00218951254394159","-0.000742571218835543","-0.00440291848480545","-0.0189437846962045","-0.00672567293802255","-0.0121639585774533","-0.00742571218835544","0.0435215480770819","0.0523816471071048","0.045615856853084","0.0619848357008181","0.0449582116906854","0.0499773861701104","0.0462173904169135","0.0544787069366536","0.0330103977702952","-0.0458989182237514","0.0131869399223818","-0.121096211344244","0.944094488188976","0.939370078740157","0.938582677165354","0.928346456692913","0.998425196850394","1",NA,"0.989763779527559",NA,"1",NA,"0.563779527559055",NA,"1",NA,"1","0.254"
"13","Cond109","0.9","0","0","0","5","120","1","CSMMA","0","0.3","0","0.1","-0.00217697300439478","-0.00748232057467017","0.00263997521356676","-0.000170146526643766","-0.00111573831254175","-0.00217697300439478","-0.0124705342911169","0.00263997521356676","-0.000170146526643766","-0.0111573831254175","0.0470586915148149","0.0529540175532944","0.0455187096181519","0.0665389662958179","0.048645384250313","0.0500357148200747","0.0480484456932421","0.0581679559759409","0.0337173152168625","-0.0551101289016022","0.0555757422895261","-0.125806137153699","0.945003872966693","0.939581719597211","0.955073586367157","0.942680092951201","1",NA,"0.0549961270333075","0.993028659953524",NA,NA,"0.0449264136328428","0.499612703330751",NA,NA,"0","1","0.2582"
"14","Cond110","0.9","0","0","0.3","5","120","1","CSMMA","0","0.3","0.3","0.1","0.00253898444055619","-0.00775670449879923","-0.00299986734487702","0.000344414914633588","-0.000193985784818404","0.00253898444055619","-0.0129278408313321","-0.00999955781625668","0.000344414914633588","-0.00193985784818398","0.0451427122047597","0.0510626808910958","0.0424710039911973","0.0678556735406592","0.0484177944477439","0.0487223147915068","0.0445705780310718","0.057562931951588","0.0725495231241092","-0.0458332006613677","0.0494354699104743","-0.15168579209377","0.950354609929078","0.936170212765957","0.93538219070134","0.944050433412136","1",NA,"0.049645390070922","0.992119779353822",NA,"1",NA,"0.530338849487786",NA,NA,"0.0386130811662727","1","0.2538"
"15","Cond111","0.9","0","0.6","0","5","120","1","CSMMA","0.3","0.3","0","0.1","-0.00340544480308351","-0.011387469071602","0.00339416859619047","0.00157664857697211","-0.00171874096285876","-0.00567574133847245","-0.0189791151193367","0.00339416859619047","0.00157664857697211","-0.0171874096285876","0.0437870786721172","0.0556434204271742","0.0494791059768548","0.0760023519711719","0.0447583005394176","0.053696715182394","0.0516579112152606","0.0612814618899424","0.0221805586660172","-0.0349853626868251","0.0440348546197466","-0.193689928001349","0.940905602455871","0.936300844205679","0.940905602455871","0.92632386799693","1","0.998465080583269",NA,"0.986185725249424",NA,NA,"0.0590943975441289","0.485034535686876",NA,NA,"0.0506523407521105","1","0.2606"
"16","Cond112","0.9","0","0.6","0.3","5","120","1","CSMMA","0.3","0.3","0.3","0.1","-0.00613519474047078","-0.00519509155314559","-0.0017143529466336","-0.00294116367242445","-0.000663973163538107","-0.0102253245674513","-0.00865848592190928","-0.00571450982211193","-0.0163397981801358","-0.00663973163538112","0.0437020489167677","0.052394292023314","0.0455567827624718","0.0619642471949334","0.0453093574151894","0.0504672958667866","0.046191837955349","0.0558222529936061","0.036778790428861","-0.0367787421513387","0.0139398604196502","-0.0991215818697063","0.949139280125196","0.94131455399061","0.939749608763693","0.938967136150235","0.996870109546166","0.999217527386541",NA,"0.990610328638498",NA,"1",NA,"0.540688575899844",NA,"0.999217527386541",NA,"1","0.2556"
"17","Cond113","0.45","0","0","0","10","80","1","CSMMA","0","0.3","0","0.1","0.000578084306722531","-0.00965785698428873","-0.0010084052367612","-0.000207466890727622","-0.00222239913920405","0.000578084306722531","-0.016096428307148","-0.0010084052367612","-0.000207466890727622","-0.0222239913920405","0.0387702011804077","0.0372754674080208","0.0376916720443198","0.0427521626556331","0.0404292137456512","0.0385291838012969","0.0397852349544976","0.0420435823830333","0.0427909196943204","0.0336338208600501","0.05554444248894","-0.0165741386770858","0.953134153485647","0.946690099589924","0.953134153485647","0.9502050380785","1",NA,"0.0468658465143527","1",NA,NA,"0.0468658465143527","0.66373755125952",NA,NA,"0","1","0.3414"
"18","Cond114","0.45","0","0","0.3","10","80","1","CSMMA","0","0.3","0.3","0.1","0.000403571244260828","-0.00735421470643093","-0.00253786932666112","-8.59471879435761e-05","-0.000944738906327501","0.000403571244260828","-0.0122570245107182","-0.00845956442220371","-8.59471879435761e-05","-0.009447389063275","0.040313554142106","0.0370734851130896","0.035492253046243","0.0410926246006561","0.0401969533851177","0.0373277311651493","0.0366960296121106","0.0402265228005024","-0.00289234624606193","0.00685789456491936","0.03391660045642","-0.0210768187374406","0.941176470588235","0.949095022624434","0.94683257918552","0.94683257918552","1",NA,"0.0588235294117647","1",NA,"1",NA,"0.705316742081448",NA,NA,"0.0526018099547511","1","0.3536"
"19","Cond115","0.45","0","0.6","0","10","80","1","CSMMA","0.3","0.3","0","0.1","-0.00587910193208399","-0.00904697483504961","0.00227798953282752","0.00115779881921259","-0.00197187693896702","-0.00979850322013994","-0.0150782913917493","0.00227798953282752","0.00115779881921259","-0.0197187693896703","0.0352407426022954","0.0408935352785622","0.0401342759661502","0.0442491376580397","0.0370562765683185","0.041284173391955","0.0423446478727017","0.0423883990215628","0.051518039404336","0.0095525640112012","0.0550744183952811","-0.0420514101507884","0.957395009129641","0.940353012781497","0.954960438222763","0.944004869141814","1","1",NA,"1",NA,NA,"0.0450395617772368","0.673158855751674",NA,NA,"0.0413877054169203","1","0.3286"
"20","Cond116","0.45","0","0.6","0.3","10","80","1","CSMMA","0.3","0.3","0.3","0.1","-0.00281500811773897","-0.00326967047098869","-0.00219189965067748","-0.00220955355670432","-0.00159185202846183","-0.00469168019623156","-0.00544945078498116","-0.00730633216892503","-0.0122752975372462","-0.0159185202846183","0.0358362871857302","0.0385320192766588","0.0376670667662437","0.0394212808596467","0.0367884570501565","0.0382919128049083","0.0377664420480124","0.0375328830977811","0.0265699920165144","-0.00623134931046704","0.00263825379304052","-0.0479030036743067","0.940921409214092","0.938753387533875","0.943631436314363","0.940921409214092","0.999457994579946","1",NA,"0.999457994579946",NA,"1",NA,"0.745257452574526",NA,"1",NA,"1","0.369"
"21","Cond117","0.9","0","0","0","10","80","1","CSMMA","0","0.3","0","0.1","4.40210251570244e-05","-0.0105273886630766","-0.000496798882080383","-0.000143989660684249","-0.00212712175405855","4.40210251570244e-05","-0.0175456477717943","-0.000496798882080383","-0.000143989660684249","-0.0212712175405855","0.0393625779142296","0.0380749648018557","0.0387810154790202","0.0431350990683642","0.0405889496185723","0.0384452704732945","0.0397741287076082","0.041584500582304","0.0311557771194483","0.00972569963927553","0.0256082316649282","-0.0359474886936662","0.94058229352347","0.94949494949495","0.95068330362448","0.942959001782531","1",NA,"0.05941770647653","0.999405822935235",NA,NA,"0.0493166963755199","0.687462863933452",NA,NA,"0.0005941770647653","1","0.3366"
"22","Cond118","0.9","0","0","0.3","10","80","1","CSMMA","0","0.3","0.3","0.1","-0.000188743600838198","-0.0055653067526091","-0.00223379359004089","-0.000353225094606589","-0.000900705408987617","-0.000188743600838198","-0.00927551125434856","-0.00744597863346963","-0.000353225094606589","-0.00900705408987623","0.0384462362031893","0.0364862037034567","0.0355261337110687","0.0409546357062154","0.0399748099893047","0.0370989973150833","0.0365327176687849","0.0397452380773408","0.0397587367990172","0.0167952143392889","0.0283336195799605","-0.0295301766947738","0.950140056022409","0.946778711484594","0.950700280112045","0.946778711484594","1",NA,"0.049859943977591","1",NA,"1",NA,"0.712044817927171",NA,NA,"0.0397759103641457","1","0.357"
"23","Cond119","0.9","0","0.6","0","10","80","1","CSMMA","0.3","0.3","0","0.1","-0.00913525091433664","-0.00987135095254866","0.00380353169907567","0.00188630217615379","-0.00115191758672667","-0.0152254181905611","-0.0164522515875811","0.00380353169907567","0.00188630217615379","-0.0115191758672667","0.0364859053732911","0.0413891677000588","0.0406603674902295","0.0423696616632236","0.0368476023620496","0.0411249684276737","0.0424848555685074","0.0417723498830624","0.00991333461669736","-0.0063832951244564","0.0448714114233299","-0.0140976292166057","0.95","0.94","0.953529411764706","0.951764705882353","1","1",NA,"1",NA,NA,"0.0464705882352941","0.695294117647059",NA,NA,"0.04","1","0.34"
"24","Cond120","0.9","0","0.6","0.3","10","80","1","CSMMA","0.3","0.3","0.3","0.1","-0.00818330633270277","-0.00442559529186174","-0.00173686647545587","-0.00351007980136895","0.000341564585778101","-0.013638843887838","-0.00737599215310284","-0.00578955491818615","-0.0195004433409386","0.00341564585778095","0.0353800555096535","0.0375832283215747","0.0377863370485074","0.0378887489353446","0.0368650666145062","0.0383925500403959","0.0376489753806056","0.0375295751091021","0.0419731140457793","0.0215341192059502","-0.00363522052231376","-0.00947969611916706","0.951494641849972","0.943598420755781","0.934010152284264","0.952058657642414","0.998307952622673","1",NA,"1",NA,"1",NA,"0.765933446136492",NA,"1",NA,"1","0.3546"
"25","Cond121","0.45","0","0","0","10","120","1","CSMMA","0","0.3","0","0.1","-0.000638853881786246","-0.00244459052667383","0.000455538072878111","-0.000166244747979611","0.00107787492946912","-0.000638853881786246","-0.00407431754445631","0.000455538072878111","-0.000166244747979611","0.0107787492946912","0.0316710600864166","0.0319688452504961","0.0326337690237825","0.0345897257326785","0.0339135135929142","0.0321335046995795","0.0333508018035121","0.0347258566699263","0.0708044978721555","0.00515062235727303","0.0219721105216812","0.00393558880171382","0.954392702832453","0.944311089774364","0.951992318771003","0.956313010081613","1",NA,"0.0456072971675468","1",NA,NA,"0.0480076812289966","0.815170427268363",NA,NA,"0","1","0.4166"
"26","Cond122","0.45","0","0","0.3","10","120","1","CSMMA","0","0.3","0.3","0.1","-0.000841943075281709","-0.00679562090587294","-0.000988061270780791","-0.000451005942238008","-3.6480775834656e-05","-0.000841943075281709","-0.0113260348431216","-0.00329353756926924","-0.000451005942238008","-0.000364807758346519","0.0334472169372311","0.0312505651512635","0.0299805710588336","0.0346301822895295","0.0334757208633131","0.0315256303814455","0.0307330968237765","0.0338476395183667","0.000852206213016818","0.00880192818435808","0.0251004480023468","-0.0225971311562928","0.936685288640596","0.94366852886406","0.942271880819367","0.943202979515829","1",NA,"0.0633147113594041","1",NA,"1",NA,"0.824953445065177",NA,NA,"0.0554003724394786","1","0.4296"
"27","Cond123","0.45","0","0.6","0","10","120","1","CSMMA","0.3","0.3","0","0.1","-0.0049118886566954","-0.00912452023723725","0.00196824409681002","0.000988461232945201","0.00061200164362068","-0.00818648109449242","-0.0152075337287287","0.00196824409681002","0.000988461232945201","0.00612001643620685","0.0301549121308901","0.0341160138420031","0.0347002654757642","0.0374089769171401","0.0309959382151318","0.0343492590758348","0.0354224758947145","0.0350953855319174","0.0278901852073424","0.00683682551284823","0.0208128211426711","-0.0618458876955469","0.948291366906475","0.947841726618705","0.946043165467626","0.943794964028777","1","1",NA,"1",NA,NA,"0.0539568345323741","0.799010791366906",NA,NA,"0.0526079136690647","1","0.4448"
"28","Cond124","0.45","0","0.6","0.3","10","120","1","CSMMA","0.3","0.3","0.3","0.1","-0.0028118658357732","-0.000564070964944576","-0.000710188363618161","-0.0013834075949056","-0.000999124430083574","-0.004686443059622","-0.000940118274907661","-0.00236729454539379","-0.00768559774947556","-0.0099912443008357","0.0307172253569097","0.032665198276689","0.032687178414658","0.0336676771525311","0.0311235662317378","0.0322997183969828","0.0319013574397644","0.0316264345078541","0.0132284368170232","-0.0111886625212068","-0.0240406487499443","-0.0606291498943993","0.9490022172949","0.936585365853659","0.934811529933481","0.930376940133038","1","1",NA,"1",NA,"1",NA,"0.851884700665189",NA,"1",NA,"1","0.451"
"29","Cond125","0.9","0","0","0","10","120","1","CSMMA","0","0.3","0","0.1","-0.000952784347577854","-0.00496917491851311","0.000147024392612779","-0.000277205381996367","0.000833382900252805","-0.000952784347577854","-0.00828195819752187","0.000147024392612779","-0.000277205381996367","0.0083338290025281","0.0330903859827355","0.0319204610783671","0.0329394443142121","0.0370842738226634","0.0338062946576319","0.032272768634489","0.0335288382975381","0.0355763502644488","0.0216349448226402","0.0110370447111314","0.017893258237866","-0.0406620759361615","0.950504565112926","0.940893801057184","0.949062950504565","0.937530033637674","1",NA,"0.0494954348870735","1",NA,NA,"0.0509370494954349","0.80297933685728",NA,NA,"0.000480538202787122","1","0.4162"
"30","Cond126","0.9","0","0","0.3","10","120","1","CSMMA","0","0.3","0.3","0.1","0.000944400781696222","-0.00506022534404554","-0.00239789100978928","0.000119678133890579","-0.000231608997881843","0.000944400781696222","-0.00843370890674248","-0.00799297003263089","0.000119678133890579","-0.00231608997881841","0.0322137226501553","0.0316715238874834","0.0296643265362976","0.0361518812773311","0.0334694081527525","0.031100525520817","0.0309100283946456","0.0336474150246655","0.0389798321738239","-0.0180287620101565","0.0419932627435066","-0.069276235818908","0.943809958885336","0.939698492462312","0.946094106898127","0.942439470077661","1",NA,"0.0561900411146642","1",NA,"1",NA,"0.819095477386935",NA,NA,"0.0511649154865235","1","0.4378"
"31","Cond127","0.9","0","0.6","0","10","120","1","CSMMA","0.3","0.3","0","0.1","-0.00415479849606319","-0.00435386706613248","-0.000513683669416423","-0.000517900263413295","0.00015668970569467","-0.00692466416010525","-0.00725644511022083","-0.000513683669416423","-0.000517900263413295","0.00156689705694671","0.0300178513600589","0.0343316349271382","0.0356583638007983","0.0354917783931911","0.0309210283733444","0.0343296882503963","0.035420918527896","0.0346528126039749","0.0300879967207544","-5.67021275289276e-05","-0.0066588942282607","-0.0236383136376495","0.949197860962567","0.944295900178253","0.937165775401069","0.945187165775401","1","1",NA,"1",NA,NA,"0.0628342245989305","0.824420677361854",NA,NA,"0.0561497326203209","1","0.4488"
"32","Cond128","0.9","0","0.6","0.3","10","120","1","CSMMA","0.3","0.3","0.3","0.1","-0.00348618450565271","-0.00508990147388758","0.00115068934462188","-0.000422315713545675","-0.000131240899724897","-0.00581030750942124","-0.00848316912314591","0.00383563114873956","-0.00234619840858707","-0.00131240899724896","0.0304604384985976","0.0326856809561806","0.0307258703610419","0.0340795957320082","0.0310714410788226","0.0323252406518302","0.0317908309982525","0.0319153180345502","0.0200588898368321","-0.0110274681085485","0.0346600641315254","-0.0635065543170552","0.944469124833407","0.936028431808085","0.948023100844069","0.934695690804087","0.999111505997335","1",NA,"1",NA,"1",NA,"0.844513549533541",NA,"1",NA,"1","0.4502"
"33","Cond129","0.45","0","0","0","30","80","1","CSMMA","0","0.3","0","0.1","-0.000860778537057351","-0.00598549142565508","-0.000668093573313067","-8.38906412295715e-05","-0.00108526516536952","-0.000860778537057351","-0.00997581904275846","-0.000668093573313067","-8.38906412295715e-05","-0.0108526516536951","0.0223822646031797","0.0209021504151451","0.0221995816034121","0.0213197950658408","0.0226547823273594","0.0208798228176796","0.0222230678859314","0.0213352281126134","0.0121756099756307","-0.00106819619139898","0.00105796059308318","0.000723883448456676","0.950549450549451","0.945741758241758","0.948832417582418","0.949175824175824","1",NA,"0.0494505494505494","1",NA,NA,"0.0511675824175824","0.988667582417582",NA,NA,"0","1","0.5824"
"34","Cond130","0.45","0","0","0.3","30","80","1","CSMMA","0","0.3","0.3","0.1","-0.000411797606133796","-0.0068190522371501","-0.00239539318494625","-0.000219068112867106","-0.000488548945836783","-0.000411797606133796","-0.0113650870619168","-0.00798464394982083","-0.000219068112867106","-0.00488548945836789","0.0228611185369615","0.0200189312235623","0.0208957640489265","0.0206101278225517","0.0225130494378424","0.020193744672965","0.0205148296701534","0.0206195900935876","-0.0152253748457816","0.00873240671295016","-0.0182302201480271","0.000459107828802773","0.942622950819672","0.944590163934426","0.945245901639344","0.94655737704918","1",NA,"0.0573770491803279","1",NA,"1",NA,"0.992131147540984",NA,NA,"0.0547540983606557","1","0.61"
"35","Cond131","0.45","0","0.6","0","30","80","1","CSMMA","0.3","0.3","0","0.1","-0.0071370810391321","-0.00721005470343084","0.00182648447709415","0.00103465573140869","-0.000981676982273028","-0.0118951350652202","-0.0120167578390514","0.00182648447709415","0.00103465573140869","-0.00981676982273028","0.0205331412794869","0.022059317491864","0.0233832743823042","0.0208738922546732","0.0207652842824165","0.0223906073678326","0.0235421890722981","0.021531476522617","0.0113057714730403","0.0150181380766089","0.00679608370477707","0.0315027144875939","0.945963756177924","0.946293245469522","0.94497528830313","0.952224052718287","1","1",NA,"1",NA,NA,"0.0550247116968699","0.986490939044481",NA,NA,"0.0530477759472817","1","0.607"
"36","Cond132","0.45","0","0.6","0.3","30","80","1","CSMMA","0.3","0.3","0.3","0.1","-0.00482464252463103","-0.00571492005531246","-0.00100026886452307","-0.00206176123223458","-0.000577163459394638","-0.00804107087438499","-0.00952486675885415","-0.0033342295484103","-0.0114542290679699","-0.00577163459394639","0.0206569786622653","0.0209076474845756","0.0216673285803162","0.0191158443261215","0.0207461643383251","0.0210187609627452","0.021285141285859","0.0192543509902759","0.00431745985305672","0.00531448974599156","-0.0176388747251637","0.00724564721240637","0.941358024691358","0.944135802469136","0.941975308641975","0.945679012345679","0.999074074074074","1",NA,"1",NA,"1",NA,"0.997530864197531",NA,"1",NA,"1","0.648"
"37","Cond133","0.9","0","0","0","30","80","1","CSMMA","0","0.3","0","0.1","-0.000279520734684081","-0.00600086831079026","0.000384182336508204","-0.000119440678346508","-0.00125670347956049","-0.000279520734684081","-0.0100014471846505","0.000384182336508204","-0.000119440678346508","-0.0125670347956049","0.0227603830785375","0.0204386283652017","0.0221897790449901","0.021142392927049","0.0226841728962191","0.0208580581988432","0.0221934719651797","0.0214662124445815","-0.00334836993100824","0.0205214276685836","0.000166424378635366","0.0153161242745723","0.945539592382225","0.951219512195122","0.948546608753759","0.952890076845974","1",NA,"0.0544604076177748","1",NA,NA,"0.0514533912462412","0.988974273304377",NA,NA,"0","1","0.5986"
"38","Cond134","0.9","0","0","0.3","30","80","1","CSMMA","0","0.3","0.3","0.1","0.000886383559370007","-0.00526711075593711","-0.0030220476732711","0.000191325316857791","-0.000896998327894325","0.000886383559370007","-0.00877851792656185","-0.0100734922442369","0.000191325316857791","-0.00896998327894319","0.0225836304243573","0.0207183718550071","0.0208984823684269","0.020208720691299","0.0225830614839449","0.0202013430023563","0.0205534830222213","0.0205290097640784","-2.51926019751546e-05","-0.0249550908859595","-0.0165083444875834","0.0158490523805044","0.952605042016807","0.942521008403361","0.940168067226891","0.947226890756303","1",NA,"0.0473949579831933","1",NA,"1",NA,"0.992268907563025",NA,NA,"0.0457142857142857","1","0.595"
"39","Cond135","0.9","0","0.6","0","30","80","1","CSMMA","0.3","0.3","0","0.1","-0.00559005911911116","-0.00650901099261216","0.000908173621143738","0.000495774238366638","-0.000403622554563134","-0.00931676519851858","-0.0108483516543536","0.000908173621143738","0.000495774238366638","-0.00403622554563138","0.0198725457270203","0.0219335140207946","0.0229493346993492","0.0211875072723107","0.0206973709554384","0.0223596452442071","0.0236419484361058","0.0214082524429658","0.0415057657810088","0.0194283151805252","0.0301801226846149","0.0104186475463128","0.953871499176277","0.948929159802306","0.952553542009885","0.947940691927512","0.999670510708402","1",NA,"1",NA,NA,"0.0474464579901153","0.989785831960461",NA,NA,"0.0448105436573311","1","0.607"
"40","Cond136","0.9","0","0.6","0.3","30","80","1","CSMMA","0.3","0.3","0.3","0.1","-0.00689285990207185","-0.00454436835762842","-0.000266329136553285","-0.00227713854377115","-0.000904142500232795","-0.0114880998367865","-0.00757394726271399","-0.000887763788510928","-0.0126507696876175","-0.00904142500232796","0.0202902260347123","0.0213899015017855","0.020928827924275","0.0195757451541195","0.0208186257356765","0.0209664584786183","0.0212053286137515","0.0191262359216988","0.0260420805593913","-0.0197963989283355","0.0132114751230645","-0.0229625604993201","0.943701399688958","0.939035769828927","0.948678071539658","0.942768273716952","1","1",NA,"1",NA,"1",NA,"0.996889580093313",NA,"1",NA,"1","0.643"
"41","Cond137","0.45","0","0","0","30","120","1","CSMMA","0","0.3","0","0.1","0.00149053450246602","-0.00412698071355214","4.78533578732116e-06","-4.20848685223819e-05","-0.000374029451814188","0.00149053450246602","-0.00687830118925351","4.78533578732116e-06","-4.20848685223819e-05","-0.00374029451814195","0.019361171009451","0.017838544314705","0.0184713553988943","0.0182246970088351","0.0190090855485111","0.0175766374249379","0.0187007569788975","0.01804238173521","-0.0181851325401745","-0.0146820774804593","0.0124193149365134","-0.0100037478558206","0.938509492774157","0.940209691130632","0.948143950127515","0.948710682913007","1",NA,"0.061490507225843","1",NA,NA,"0.0518560498724851","0.998299801643525",NA,NA,"0","1","0.7058"
"42","Cond138","0.45","0","0","0.3","30","120","1","CSMMA","0","0.3","0.3","0.1","0.00127785141737171","-0.00374250535398269","-0.0013455660605275","0.00033116232308744","-0.000451975568724364","0.00127785141737171","-0.00623750892330447","-0.00448522020175831","0.00033116232308744","-0.00451975568724367","0.0191671655252059","0.0172768708266117","0.0175291356494127","0.0177388938835941","0.0189136970888036","0.0171816655726856","0.0173758438754802","0.0174691465359508","-0.0132240959712565","-0.00551056119372128","-0.00874497048789615","-0.0152065483571526","0.942888522789676","0.940417353102691","0.939868204283361","0.945634266886326","1",NA,"0.057111477210324","1",NA,"1",NA,"0.99890170236134",NA,NA,"0.056562328390994","1","0.7284"
"43","Cond139","0.45","0","0.6","0","30","120","1","CSMMA","0.3","0.3","0","0.1","-0.00365372962239675","-0.00501729605411034","0.0011590629632282","0.000626948956715526","-0.000438734281235634","-0.00608954937066123","-0.00836216009018398","0.0011590629632282","0.000626948956715526","-0.00438734281235628","0.0179418963325076","0.0189812221119931","0.0199900805549422","0.0178660091369414","0.017425011684977","0.0189609871193727","0.0199726633480221","0.0180615924820168","-0.0288088080519179","-0.00106605320253223","-0.000871292482899523","0.0109472318958503","0.939004376367615","0.942833698030635","0.947757111597374","0.948304157549234","1","1",NA,"1",NA,NA,"0.0522428884026258","0.99917943107221",NA,NA,"0.0508752735229759","1","0.7312"
"44","Cond140","0.45","0","0.6","0.3","30","120","1","CSMMA","0.3","0.3","0.3","0.1","-0.0032441095890704","-0.0027605935214587","-0.000278170720312318","-0.00118543906037572","-0.000554404776759142","-0.00540684931511733","-0.00460098920243124","-0.000927235734374439","-0.00658577255764286","-0.00554404776759138","0.0177437966673029","0.0184551595597631","0.0182285018900948","0.0167078082883711","0.0174813650004883","0.0178862561528534","0.0180720575972326","0.016287174375126","-0.0147900515168877","-0.0308262524129012","-0.00858239990347989","-0.0251758881826436","0.94017094017094","0.937154348919055","0.946706887883358","0.946204122674711","1","1",NA,"1",NA,"1",NA,"0.998994469582705",NA,"1",NA,"1","0.7956"
"45","Cond141","0.9","0","0","0","30","120","1","CSMMA","0","0.3","0","0.1","-0.000533316711508008","-0.00426350378837465","-0.000335137794562851","-3.24078643394111e-05","-0.00123311661777728","-0.000533316711508008","-0.00710583964729117","-0.000335137794562851","-3.24078643394111e-05","-0.0123311661777728","0.0192220506837047","0.0174000448464929","0.0188701305283952","0.0186055020198498","0.0190604227213484","0.0175537221135837","0.0187003256516508","0.0180155226228493","-0.00840846614213232","0.00883200408082744","-0.00899860636834667","-0.0317099423800034","0.947353682441893","0.950994119294315","0.943713245589471","0.939512741528983","1",NA,"0.052646317558107","1",NA,NA,"0.0562867544105293","0.99663959675161",NA,NA,"0","1","0.7142"
"46","Cond142","0.9","0","0","0.3","30","120","1","CSMMA","0","0.3","0.3","0.1","-0.000252313432835861","-0.00359326667790148","-0.0014643574859036","-0.000145901175143524","-0.000300646989423818","-0.000252313432835861","-0.00598877779650249","-0.00488119161967874","-0.000145901175143524","-0.00300646989423822","0.0189539928316075","0.0177416720786224","0.0174298898396199","0.0176425639854981","0.0190047489685151","0.0171278735203104","0.0174135193668518","0.0174144116600963","0.00267785987672865","-0.0345964323763825","-0.000939218372503907","-0.0129319256310693","0.944609564982437","0.939205620102675","0.940826803566604","0.948932720886247","1",NA,"0.0553904350175628","1",NA,"1",NA,"0.998919211024048",NA,NA,"0.053499054309646","1","0.7402"
"47","Cond143","0.9","0","0.6","0","30","120","1","CSMMA","0.3","0.3","0","0.1","-0.00307032748240845","-0.00558642899955168","0.00109150099356591","0.000585404030225417","-0.000522878494370452","-0.00511721247068072","-0.00931071499925273","0.00109150099356591","0.000585404030225417","-0.00522878494370452","0.0174293894412313","0.0198967735956001","0.0199280065480866","0.018311095775143","0.017450151490122","0.0189864952933465","0.0200442110491858","0.0180572280364362","0.00119120919070037","-0.0457500457488661","0.00583121552167553","-0.0138641478273236","0.945681694731124","0.928299837045084","0.946768060836502","0.944052145573058","1","1",NA,"1",NA,NA,"0.0532319391634981","0.997555676262901",NA,NA,"0.0510592069527431","1","0.7364"
"48","Cond144","0.9","0","0.6","0.3","30","120","1","CSMMA","0.3","0.3","0.3","0.1","-0.00457916422947844","-0.0036182947074522","-0.000448845645850166","-0.0016697047328906","-0.000136578354592165","-0.0076319403824641","-0.00603049117908705","-0.00149615215283394","-0.0092761374049478","-0.0013657835459216","0.0175520378559445","0.0180178793007553","0.0182387688900722","0.0164334196884148","0.0175963764238279","0.0178975564985712","0.0181714413094262","0.0163180424198937","0.00252612079846873","-0.00667796693360234","-0.00369145423420805","-0.00702089222503248","0.94949494949495","0.946717171717172","0.944949494949495","0.941414141414141","0.99949494949495","1",NA,"1",NA,"1",NA,"1",NA,"1",NA,"1","0.792"
"49","Cond145","0.45","0","0","0","5","80","1.5","CSMMA","0","0.3","0","0.1","0.0108826086755532","-0.00679310651287548","0.00476444177081269","-0.000444413134744536","0.000855882015177381","0.0108826086755532","-0.0113218441881258","0.00476444177081269","-0.000444413134744536","0.00855882015177375","0.0543322831294398","0.0645920672911956","0.0554775487461463","0.0828677535322333","0.0583305189911811","0.0618908026157107","0.0577119796162299","0.0727955587807417","0.0735885854863864","-0.0418203780861668","0.0402763085353294","-0.121545406049577","0.957720588235294","0.952205882352941","0.946691176470588","0.956801470588235","1",NA,"0.0422794117647059","0.978860294117647",NA,NA,"0.0533088235294118","0.397058823529412",NA,NA,"0","1","0.2176"
