,Cond.,Rho12,a.p.cs,b.s,cp.p.cs,K,beta,postVar,Method,a.para,cp.para,b.para,beta.para,a.bias,cp.bias,b.bias,ab.bias,beta.bias,a.Ebias,cp.Ebias,b.Ebias,ab.Ebias,beta.Ebias,a.empSE,cp.empSE,b.empSE,beta.empSE,a.meanSE,cp.meanSE,b.meanSE,beta.meanSE,a.seRbias,cp.seRbias,b.seRbias,beta.seRbias,a.CoverageRate,cp.CoverageRate,b.CoverageRate,beta.CoverageRate,ab.CoverageRate,a.power,a.typeIerror,cp.power,cp.typeIerror,b.power,b.typeIerror,beta.power,beta.typeIerror,ab.power,ab.typeIerror,ConvergenceRate,posDefRate
53,Cond53,0.45,0.6,0,0,10,0.1,1,1,0.3,0,0,0.1,-0.006438069,0.000938124,-0.00043172,-0.000155994,-0.00150898,-0.010730115,0.000938124,-0.00043172,-0.000155994,-0.015089799,0.045335658,0.055238662,0.052019502,0.057943596,0.043158112,0.050918891,0.050339522,0.05102774,-0.048031631,-0.078201954,-0.032295195,-0.119354968,0.923076923,0.918535339,0.921941527,0.917683792,1,1,NA,NA,0.081464661,NA,0.078058473,0.543286971,NA,NA,0.061595231,1,0.7046
54,Cond54,0.45,0.6,0,0.6,10,0.1,1,1,0.3,0.3,0,0.1,-0.005265323,-0.001708322,0.000303825,-0.000513525,-0.000870947,-0.008775538,-0.002847204,0.000303825,-0.000513525,-0.008709472,0.04501763,0.052469607,0.052263697,0.053141633,0.043026242,0.047874481,0.049523535,0.047165696,-0.044235727,-0.087576898,-0.05242955,-0.11245303,0.922059651,0.909116488,0.917276308,0.917839055,1,1,NA,0.999155881,NA,NA,0.082723692,0.593134496,NA,NA,0.067529544,1,0.7108
55,Cond55,0.45,0.6,0.3,0,10,0.1,1,1,0.3,0,0.3,0.1,-0.005807424,0.004513697,-0.003681154,-0.003700434,-0.001743849,-0.00967904,0.004513697,-0.012270513,-0.020557967,-0.01743849,0.044847408,0.054557523,0.050225354,0.055632227,0.043003622,0.050645648,0.048043317,0.050389367,-0.041112418,-0.07170183,-0.043444927,-0.094241421,0.92482066,0.911908178,0.925681492,0.92338594,0.997991392,0.999713056,NA,NA,0.088091822,1,NA,0.542611191,NA,0.999713056,NA,1,0.697
56,Cond56,0.45,0.6,0.3,0.6,10,0.1,1,1,0.3,0.3,0.3,0.1,-0.006332629,-0.005445746,-0.001951459,-0.003521757,-0.000838444,-0.010554382,-0.009076244,-0.006504862,-0.019565314,-0.008384437,0.044957038,0.051009296,0.048965248,0.050529353,0.043107978,0.046356247,0.046025407,0.044491652,-0.041129497,-0.091219623,-0.060039344,-0.119488992,0.928964613,0.90904325,0.911926606,0.906684142,0.997640891,1,NA,0.99921363,NA,1,NA,0.631454784,NA,1,NA,1,0.763
57,Cond57,0.9,0,0,0,10,0.1,1,1,0,0,0,0.1,0.001332236,0.001559018,0.000137413,-3.89E-05,0.001627987,0.001332236,0.001559018,0.000137413,-3.89E-05,0.016279873,0.047440708,0.05034318,0.046243319,0.055561678,0.046190313,0.04699856,0.046410407,0.050988596,-0.026357005,-0.066436395,0.003613241,-0.082306399,0.932660931,0.921091664,0.936517354,0.92732127,1,NA,0.067339069,NA,0.078908336,NA,0.063482646,0.544348858,NA,NA,0,1,0.6742
58,Cond58,0.9,0,0,0.6,10,0.1,1,1,0,0.3,0,0.1,0.003496486,-0.006203491,-0.000462376,-0.000603787,-0.000364585,0.003496486,-0.010339151,-0.000462376,-0.000603787,-0.003645854,0.047766438,0.047699058,0.047622283,0.05364989,0.045902295,0.044160627,0.045867798,0.047990693,-0.039026216,-0.074182411,-0.03684168,-0.105483849,0.924942263,0.907332564,0.924942263,0.922632794,1,NA,0.075057737,0.999711316,NA,NA,0.075057737,0.57534642,NA,NA,0.000866051,1,0.6928
59,Cond59,0.9,0,0.3,0,10,0.1,1,1,0,0,0.3,0.1,0.000726321,0.00146468,-0.002220921,9.87E-05,-0.00091508,0.000726321,0.00146468,-0.007403071,9.87E-05,-0.009150799,0.047613389,0.049557786,0.045202157,0.055272673,0.045812597,0.046419222,0.04384867,0.050120209,-0.037821119,-0.063331405,-0.029942977,-0.093219002,0.930045872,0.922591743,0.924885321,0.919724771,0.999713303,NA,0.069954128,NA,0.077408257,1,NA,0.549885321,NA,NA,0.054759174,1,0.6976
60,Cond60,0.9,0,0.3,0.6,10,0.1,1,1,0,0.3,0.3,0.1,-0.00056003,-0.006500713,-0.002798702,-0.000700932,-4.44E-06,-0.00056003,-0.010834521,-0.009329007,-0.000700932,-4.44E-05,0.046772142,0.047480846,0.044788373,0.051741701,0.045921966,0.044179292,0.04348173,0.047393131,-0.018176968,-0.069534458,-0.029173721,-0.084043812,0.927903137,0.922124381,0.926527243,0.917721519,0.999724821,NA,0.072096863,1,NA,1,NA,0.594386351,NA,NA,0.060264172,1,0.7268
61,Cond61,0.9,0.6,0,0,10,0.1,1,1,0.3,0,0,0.1,-0.005365856,0.004461567,-0.00147726,-0.001082874,-0.000184235,-0.008943093,0.004461567,-0.00147726,-0.001082874,-0.001842355,0.045122223,0.053260226,0.05275972,0.056381914,0.043241311,0.050748715,0.050317456,0.051233633,-0.041684833,-0.047155485,-0.04629031,-0.091310856,0.925247237,0.92408377,0.923502036,0.923502036,1,1,NA,NA,0.07591623,NA,0.076497964,0.528795812,NA,NA,0.062245492,1,0.6876
62,Cond62,0.9,0.6,0,0.6,10,0.1,1,1,0.3,0.3,0,0.1,-0.005212009,-0.007045644,0.001597707,0.000391947,-4.09E-05,-0.008686681,-0.011742739,0.001597707,0.000391947,-0.000409197,0.044598166,0.05226455,0.051982011,0.053415819,0.042910815,0.048484084,0.049910394,0.048034054,-0.037834541,-0.072333268,-0.039852568,-0.100752269,0.924565339,0.913628716,0.924004487,0.922882782,1,1,NA,0.998878295,NA,NA,0.075995513,0.576836792,NA,NA,0.060291643,1,0.7132
63,Cond63,0.9,0.6,0.3,0,10,0.1,1,1,0.3,0,0.3,0.1,-0.006300319,0.002856937,-0.001984741,-0.002741265,-0.000219593,-0.010500531,0.002856937,-0.006615802,-0.015229248,-0.002195932,0.044491303,0.054510614,0.049676425,0.05518214,0.043199167,0.050812213,0.047793468,0.05049648,-0.029042454,-0.067847358,-0.037904441,-0.08491262,0.921585401,0.917593385,0.927573425,0.925007129,0.99714856,1,NA,NA,0.082406615,1,NA,0.548617052,NA,1,NA,1,0.7014
64,Cond64,0.9,0.6,0.3,0.6,10,0.1,1,1,0.3,0.3,0.3,0.1,-0.006792538,-0.001508967,-1.07E-05,-0.002458915,-0.001018259,-0.011320897,-0.002514944,-3.55E-05,-0.013660637,-0.010182592,0.044803238,0.050762403,0.048909481,0.050494427,0.043357402,0.046552986,0.046074948,0.044707885,-0.0322708,-0.082923914,-0.057954679,-0.114597628,0.927824268,0.906380753,0.917625523,0.912395397,0.998430962,1,NA,0.999738494,NA,0.999476987,NA,0.634675732,NA,0.999476987,NA,1,0.7648
65,Cond65,0.45,0,0,0,30,0,1,1,0,0,0,0,-0.001399472,-0.000679705,-0.000819883,9.25E-06,-0.000149799,-0.001399472,-0.000679705,-0.000819883,9.25E-06,-0.000149799,0.027560295,0.027787976,0.027820146,0.029523317,0.026714157,0.0268426,0.026878141,0.02759421,-0.03070133,-0.034021028,-0.033860525,-0.065341805,0.935342122,0.933668131,0.933249634,0.928227663,1,NA,0.064657878,NA,0.066331869,NA,0.066750366,NA,0.071772337,NA,0.000418498,1,0.9558
66,Cond66,0.45,0,0,0.6,30,0,1,1,0,0.3,0,0,0.000376222,-0.004374945,-0.000162739,-0.00019499,-0.00048413,0.000376222,-0.007291576,-0.000162739,-0.00019499,-0.00048413,0.026901708,0.026565584,0.027524431,0.027195252,0.026796246,0.025293714,0.026729752,0.025986767,-0.003920251,-0.047876591,-0.028871797,-0.044437334,0.940286129,0.933029235,0.935102633,0.935517313,1,NA,0.059713871,1,NA,NA,0.064897367,NA,0.064482687,NA,0.00020734,1,0.9646
67,Cond67,0.45,0,0.3,0,30,0,1,1,0,0,0.3,0,0.000497519,0.000979192,-0.001712737,0.000141961,-0.000240621,0.000497519,0.000979192,-0.005709123,0.000141961,-0.000240621,0.027287946,0.027039432,0.026610968,0.028615815,0.026901016,0.026627607,0.025592276,0.027143798,-0.014179528,-0.015230547,-0.038280933,-0.051440666,0.939236831,0.93985898,0.929282455,0.929904604,0.999792617,NA,0.060763169,NA,0.06014102,1,NA,NA,0.070095396,NA,0.055993364,1,0.9644
68,Cond68,0.45,0,0.3,0.6,30,0,1,1,0,0.3,0.3,0,-0.000658257,-0.006070312,-0.00215051,-0.000388875,-0.000491133,-0.000658257,-0.010117187,-0.007168367,-0.000388875,-0.000491133,0.027175803,0.026450733,0.026391477,0.027050741,0.026758273,0.025226202,0.025548152,0.02557046,-0.015364065,-0.046294805,-0.031954442,-0.054722404,0.935721597,0.927328557,0.938178096,0.930399181,0.999795292,NA,0.064278403,1,NA,1,NA,NA,0.069600819,NA,0.059570113,1,0.977
69,Cond69,0.45,0.6,0,0,30,0,1,1,0.3,0,0,0,-0.006467036,-0.001147393,0.000450271,0.000256914,-0.000300835,-0.010778393,-0.001147393,0.000450271,0.000256914,-0.000300835,0.025736872,0.030591755,0.030360699,0.028381729,0.025243588,0.029227024,0.029414264,0.02755464,-0.019166434,-0.044611058,-0.031173016,-0.029141612,0.933430414,0.926357395,0.934054504,0.939879343,0.99958394,1,NA,NA,0.073642605,NA,0.065945496,NA,0.060120657,NA,0.061784897,1,0.9614
70,Cond70,0.45,0.6,0,0.6,30,0,1,1,0.3,0.3,0,0,-0.005285565,-0.004018919,0.001195262,0.000459093,-0.000633452,-0.008809275,-0.006698198,0.001195262,0.000459093,-0.000633452,0.026153282,0.029132301,0.030126134,0.027858895,0.025240707,0.027715108,0.02917118,0.025753066,-0.034893351,-0.04864678,-0.031698525,-0.075589078,0.932547072,0.931719429,0.935650735,0.925512104,0.999586178,1,NA,1,NA,NA,0.064349265,NA,0.074487896,NA,0.058969584,1,0.9666
71,Cond71,0.45,0.6,0.3,0,30,0,1,1,0.3,0,0.3,0,-0.006443819,0.000980625,-0.001708097,-0.002819329,-0.000227818,-0.010739698,0.000980625,-0.005693656,-0.015662939,-0.000227818,0.025780298,0.030087213,0.028774868,0.028019092,0.025325124,0.029079901,0.028180923,0.026792916,-0.017655863,-0.03347974,-0.020641105,-0.043762149,0.935457348,0.931346351,0.936690647,0.9327852,0.998972251,1,NA,NA,0.068653649,1,NA,NA,0.0672148,1,NA,1,0.973
72,Cond72,0.45,0.6,0.3,0.6,30,0,1,1,0.3,0.3,0.3,0,-0.005983598,-0.003355842,-0.000828448,-0.002449742,-0.000239957,-0.009972663,-0.00559307,-0.002761494,-0.013609679,-0.000239957,0.026005117,0.028289923,0.027952487,0.025156896,0.02540656,0.027002457,0.027367306,0.024299621,-0.023016864,-0.045509706,-0.020934864,-0.034077133,0.934566145,0.93598862,0.937614306,0.935378988,0.999796789,1,NA,1,NA,1,NA,NA,0.064621012,1,NA,1,0.9842
73,Cond73,0.9,0,0,0,30,0,1,1,0,0,0,0,-0.00017257,0.000599642,-0.000150414,-6.33E-06,0.000177937,-0.00017257,0.000599642,-0.000150414,-6.33E-06,0.000177937,0.027338911,0.028445588,0.02750308,0.028212905,0.026763365,0.026788569,0.027011085,0.027446838,-0.021052273,-0.058252213,-0.017888725,-0.027153045,0.937735849,0.927672956,0.936477987,0.937316562,1,NA,0.062264151,NA,0.072327044,NA,0.063522013,NA,0.062683438,NA,0,1,0.954
74,Cond74,0.9,0,0,0.6,30,0,1,1,0,0.3,0,0,-0.000779083,-0.005558633,0.00053578,-0.000219444,-0.000204819,-0.000779083,-0.009264388,0.00053578,-0.000219444,-0.000204819,0.026993484,0.02636119,0.027557365,0.026979831,0.026816011,0.02526613,0.026713988,0.025875126,-0.006574682,-0.041540593,-0.030604411,-0.040945592,0.939804207,0.93084774,0.935638409,0.93084774,1,NA,0.060195793,1,NA,NA,0.064361591,NA,0.06915226,NA,0.00083316,1,0.9602
75,Cond75,0.9,0,0.3,0,30,0,1,1,0,0,0.3,0,0.000162228,-0.000362746,-0.001479956,2.57E-06,-0.0002233,0.000162228,-0.000362746,-0.004933187,2.57E-06,-0.0002233,0.027309961,0.027923161,0.025659205,0.029216754,0.026862028,0.026651081,0.025642693,0.027077718,-0.016401842,-0.045556447,-0.000643516,-0.073212671,0.938920158,0.929330832,0.946007922,0.927871586,0.999583073,NA,0.061079842,NA,0.070669168,1,NA,NA,0.072128414,NA,0.056702105,1,0.9594
76,Cond76,0.9,0,0.3,0.6,30,0,1,1,0,0.3,0.3,0,-0.000967499,-0.004819705,-0.001799989,-0.000507887,-0.000268511,-0.000967499,-0.008032842,-0.005999962,-0.000507887,-0.000268511,0.027552439,0.026257201,0.025931957,0.026979407,0.026766752,0.025299336,0.025529833,0.025583365,-0.028516067,-0.036480075,-0.015506867,-0.051744726,0.938281731,0.936026246,0.93725651,0.927004306,0.999384868,NA,0.061718269,1,NA,1,NA,NA,0.072995694,NA,0.0572073,1,0.9754
77,Cond77,0.9,0.6,0,0,30,0,1,1,0.3,0,0,0,-0.006256793,-0.000857967,5.57E-05,4.33E-05,-0.000643742,-0.010427988,-0.000857967,5.57E-05,4.33E-05,-0.000643742,0.025336366,0.030519138,0.029626146,0.028953004,0.025232018,0.029222838,0.029304486,0.0274798,-0.004118522,-0.042474998,-0.01085728,-0.050882595,0.941812136,0.930798005,0.938279302,0.933083957,1,1,NA,NA,0.069201995,NA,0.061720698,NA,0.066916043,NA,0.056109726,1,0.9624
78,Cond78,0.9,0.6,0,0.6,30,0,1,1,0.3,0.3,0,0,-0.00605374,-0.006198718,0.001978254,0.000930364,0.000180122,-0.010089567,-0.010331196,0.001978254,0.000930364,0.000180122,0.025687006,0.029121739,0.030126232,0.027170963,0.025293466,0.027726228,0.029158137,0.025836717,-0.015320609,-0.04791988,-0.032134628,-0.049105578,0.940983607,0.930942623,0.932581967,0.931147541,0.999795082,1,NA,1,NA,NA,0.067418033,NA,0.068852459,NA,0.064754098,1,0.976
79,Cond79,0.9,0.6,0.3,0,30,0,1,1,0.3,0,0.3,0,-0.007013897,0.001902424,-0.002974265,-0.003753116,0.000365547,-0.011689828,0.001902424,-0.009914216,-0.020850645,0.000365547,0.025722296,0.030112732,0.029198043,0.028664032,0.025315394,0.029114082,0.02813613,0.026970142,-0.015819046,-0.033163689,-0.036369309,-0.059094618,0.935842073,0.935019535,0.935842073,0.930289944,0.999383097,1,NA,NA,0.064980465,1,NA,NA,0.069710056,1,NA,1,0.9726
80,Cond80,0.9,0.6,0.3,0.6,30,0,1,1,0.3,0.3,0.3,0,-0.00587252,-0.003354503,-0.001395059,-0.002736184,0.000612216,-0.009787533,-0.005590838,-0.004650197,-0.015201024,0.000612216,0.02623986,0.027969642,0.02792859,0.025677126,0.025330347,0.027046677,0.027381244,0.024321614,-0.03466151,-0.032998819,-0.019598053,-0.052790634,0.931707317,0.934756098,0.937601626,0.929674797,0.99898374,1,NA,1,NA,1,NA,NA,0.070325203,1,NA,1,0.984
81,Cond81,0.45,0,0,0,30,0.1,1,1,0,0,0,0.1,0.000341555,-0.000322029,0.00044829,-9.54E-06,-0.001001123,0.000341555,-0.000322029,0.00044829,-9.54E-06,-0.010011227,0.027483069,0.027570945,0.027653276,0.028259443,0.026692749,0.026731712,0.026962672,0.027429461,-0.028756639,-0.030439025,-0.024973668,-0.029370094,0.937657961,0.936604886,0.936183656,0.937026116,1,NA,0.062342039,NA,0.063395114,NA,0.063816344,0.928601516,NA,NA,0.00042123,1,0.9496
82,Cond82,0.45,0,0,0.6,30,0.1,1,1,0,0.3,0,0.1,-0.001004766,-0.003606371,-0.000317638,-0.000222515,-0.000576982,-0.001004766,-0.006010619,-0.000317638,-0.000222515,-0.005769825,0.027871572,0.026210261,0.027540373,0.02673542,0.026742782,0.025177959,0.0267489,0.025844158,-0.040499708,-0.03938544,-0.028738656,-0.033336373,0.931855841,0.931441591,0.936412593,0.931441591,1,NA,0.068144159,1,NA,NA,0.063587407,0.949461475,NA,NA,0.00041425,1,0.9656
83,Cond83,0.45,0,0.3,0,30,0.1,1,1,0,0,0.3,0.1,0.000389529,0.001155001,-0.002052231,0.000144065,-0.000939199,0.000389529,0.001155001,-0.006840771,0.000144065,-0.009391989,0.026968734,0.02731326,0.026755379,0.027987019,0.026673998,0.026543165,0.025698442,0.02691014,-0.010928798,-0.028194913,-0.039503732,-0.03847779,0.939224227,0.934660859,0.931756897,0.93507571,0.999792574,NA,0.060775773,NA,0.065339141,1,NA,0.938394524,NA,NA,0.057042107,1,0.9642
84,Cond84,0.45,0,0.3,0.6,30,0.1,1,1,0,0.3,0.3,0.1,6.95E-05,-0.004838172,-0.001619939,-0.000199068,-0.000508605,6.95E-05,-0.008063621,-0.005399798,-0.000199068,-0.005086049,0.02746511,0.026017849,0.026529813,0.027064816,0.026673622,0.02520946,0.025581285,0.025618934,-0.028817944,-0.031070543,-0.035753293,-0.053422953,0.93738414,0.940267765,0.933676622,0.932646756,1,NA,0.06261586,1,NA,1,NA,0.947064882,NA,NA,0.059526262,1,0.971
85,Cond85,0.45,0.6,0,0,30,0.1,1,1,0.3,0,0,0.1,-0.005572187,0.000304059,0.000251918,0.000142879,-0.000587779,-0.009286978,0.000304059,0.000251918,0.000142879,-0.005877789,0.025870776,0.030060059,0.029817861,0.028569051,0.025111712,0.02909108,0.029355688,0.027348374,-0.029340611,-0.032234754,-0.015499859,-0.042727227,0.937240233,0.935369909,0.938694929,0.936824605,0.999792186,1,NA,NA,0.064630091,NA,0.061305071,0.928927681,NA,NA,0.057356608,1,0.9624
86,Cond86,0.45,0.6,0,0.6,30,0.1,1,1,0.3,0.3,0,0.1,-0.005053869,-0.006855,0.001751453,0.000821286,-0.000680087,-0.008423115,-0.011425001,0.001751453,0.000821286,-0.006800872,0.026027852,0.028493303,0.030017742,0.02686398,0.025207264,0.027793987,0.029189514,0.025906862,-0.031527302,-0.024543182,-0.027591276,-0.035628309,0.933840148,0.933840148,0.933018286,0.936100267,1,1,NA,1,NA,NA,0.066981714,0.948017259,NA,NA,0.062461475,1,0.9734
87,Cond87,0.45,0.6,0.3,0,30,0.1,1,1,0.3,0,0.3,0.1,-0.003653282,0.000654216,-0.001995599,-0.002203696,-0.000320645,-0.006088803,0.000654216,-0.006651997,-0.012242755,-0.003206449,0.025468338,0.02986399,0.028817137,0.027685723,0.025165469,0.029003137,0.028174543,0.026747855,-0.011891959,-0.028825796,-0.022299028,-0.033875518,0.944801826,0.943141731,0.937538908,0.942726707,0.999169952,1,NA,NA,0.056858269,1,NA,0.942726707,NA,1,NA,1,0.9638
88,Cond88,0.45,0.6,0.3,0.6,30,0.1,1,1,0.3,0.3,0.3,0.1,-0.004686486,-0.003678534,-0.000864054,-0.00206963,-0.000432607,-0.007810809,-0.006130889,-0.00288018,-0.011497947,-0.004326073,0.025774457,0.028262866,0.0280903,0.02562312,0.02527488,0.026961318,0.027327631,0.024226902,-0.019382657,-0.046051505,-0.027150627,-0.05449054,0.939781022,0.925587997,0.935320357,0.935928629,0.999391727,1,NA,1,NA,1,NA,0.969383617,NA,1,NA,1,0.9864
89,Cond89,0.9,0,0,0,30,0.1,1,1,0,0,0,0.1,4.84E-05,0.000276413,0.000353195,-3.58E-05,-0.001106541,4.84E-05,0.000276413,0.000353195,-3.58E-05,-0.011065408,0.028049058,0.027893217,0.027460766,0.028771514,0.026646577,0.026742672,0.026953344,0.027482953,-0.050001013,-0.041248205,-0.018478076,-0.04478601,0.929758149,0.932492114,0.937329127,0.936698212,1,NA,0.070241851,NA,0.067507886,NA,0.062670873,0.921976866,NA,NA,0.000630915,1,0.951
90,Cond90,0.9,0,0,0.6,30,0.1,1,1,0,0.3,0,0.1,-0.000247795,-0.004384085,0.000307019,-0.000235362,-0.001421032,-0.000247795,-0.007306809,0.000307019,-0.000235362,-0.014210321,0.027271239,0.026419831,0.027697011,0.026594894,0.026688041,0.0251503,0.026719103,0.025819764,-0.021385104,-0.048052178,-0.03530733,-0.029145817,0.937745605,0.927817994,0.940847983,0.938366081,1,NA,0.062254395,1,NA,NA,0.059152017,0.945811789,NA,NA,0,1,0.967
91,Cond91,0.9,0,0.3,0,30,0.1,1,1,0,0,0.3,0.1,-0.001425298,-0.001003779,-0.002135954,-0.000459462,-0.000894638,-0.001425298,-0.001003779,-0.007119847,-0.000459462,-0.008946379,0.027380197,0.027721956,0.026170171,0.028137812,0.026763353,0.026518593,0.02577171,0.027071948,-0.022528859,-0.043408306,-0.015225766,-0.037880129,0.935,0.932291667,0.939791667,0.938333333,0.999583333,NA,0.065,NA,0.067708333,1,NA,0.93625,NA,NA,0.06,1,0.96
92,Cond92,0.9,0,0.3,0.6,30,0.1,1,1,0,0.3,0.3,0.1,-0.001308174,-0.00516061,-0.001565831,-0.000609913,-4.01E-06,-0.001308174,-0.008601016,-0.005219437,-0.000609913,-4.01E-05,0.02732009,0.025712613,0.026059144,0.027160999,0.026694937,0.02508966,0.025558389,0.02550631,-0.022882523,-0.024227523,-0.019216111,-0.060921488,0.936964504,0.936148511,0.938392493,0.927784578,0.999796002,NA,0.063035496,1,NA,1,NA,0.953284374,NA,NA,0.05752754,1,0.9804
93,Cond93,0.9,0.6,0,0,30,0.1,1,1,0.3,0,0,0.1,-0.005845479,-0.001150825,0.000385746,0.000228611,-0.001507248,-0.009742465,-0.001150825,0.000385746,0.000228611,-0.015072482,0.025664455,0.029828637,0.030473816,0.028132772,0.025109435,0.029057361,0.029272217,0.02730737,-0.021626022,-0.025856894,-0.039430528,-0.029339525,0.939887289,0.934877896,0.929868503,0.937591317,0.999791275,1,NA,NA,0.065122104,NA,0.070131497,0.930703402,NA,NA,0.064287205,1,0.9582
94,Cond94,0.9,0.6,0,0.6,30,0.1,1,1,0.3,0.3,0,0.1,-0.00475519,-0.005742278,0.00144858,0.000631703,-0.000971653,-0.007925317,-0.009570463,0.00144858,0.000631703,-0.009716532,0.025763216,0.028932569,0.029511209,0.027212729,0.025205472,0.027720092,0.029147634,0.025771608,-0.021648861,-0.041906994,-0.012319903,-0.052957598,0.934845361,0.934226804,0.938969072,0.934226804,0.999793814,1,NA,1,NA,NA,0.061030928,0.943917526,NA,NA,0.057525773,1,0.97
95,Cond95,0.9,0.6,0.3,0,30,0.1,1,1,0.3,0,0.3,0.1,-0.006337218,0.001566275,-0.001744875,-0.002849361,-0.001883293,-0.01056203,0.001566275,-0.005816252,-0.015829784,-0.018832929,0.025779676,0.029844589,0.028750243,0.028238577,0.025184455,0.028976338,0.028122397,0.026844804,-0.023088773,-0.029092415,-0.021837918,-0.049357059,0.935444079,0.935238487,0.938322368,0.933799342,0.999588816,1,NA,NA,0.064761513,1,NA,0.932154605,NA,1,NA,1,0.9728
96,Cond96,0.9,0.6,0.3,0.6,30,0.1,1,1,0.3,0.3,0.3,0.1,-0.006753704,-0.004703743,-3.66E-06,-0.002181538,-0.000926484,-0.011256174,-0.007839571,-1.22E-05,-0.012119658,-0.009264841,0.025984872,0.027864274,0.027896994,0.025144675,0.025275089,0.02695462,0.027302146,0.024192123,-0.027315272,-0.032645887,-0.021323004,-0.03788284,0.936649746,0.935634518,0.935431472,0.933401015,0.999593909,1,NA,1,NA,1,NA,0.970558376,NA,1,NA,1,0.985
97,Cond97,0.45,0,0,0,5,0,1.5,1,0,0,0,0,-0.000437289,-0.002483476,0.001483537,-0.000166024,0.004979889,-0.000437289,-0.002483476,0.001483537,-0.000166024,0.004979889,0.066766014,0.081438347,0.06794942,0.104928631,0.065484185,0.071910501,0.066401593,0.085942921,-0.01919883,-0.116994595,-0.022779103,-0.180939277,0.919642857,0.902255639,0.920582707,0.905075188,1,NA,0.080357143,NA,0.097744361,NA,0.079417293,NA,0.094924812,NA,0.000469925,1,0.4256
98,Cond98,0.45,0,0,0.6,5,0,1.5,1,0,0.3,0,0,0.002593333,-0.00913427,0.001368406,-0.001020418,0.001950476,0.002593333,-0.015223783,0.001368406,-0.001020418,0.001950476,0.06808112,0.077990469,0.066184019,0.099023218,0.065669562,0.066896993,0.06573048,0.080044388,-0.035421831,-0.142241431,-0.006852703,-0.191660403,0.918653576,0.900420757,0.921926134,0.898550725,1,NA,0.081346424,0.956989247,NA,NA,0.078073866,NA,0.101449275,NA,0.001870033,1,0.4278
99,Cond99,0.45,0,0.3,0,5,0,1.5,1,0,0,0.3,0,0.006542787,0.002264927,-0.004374639,0.00183615,0.003840211,0.006542787,0.002264927,-0.014582129,0.00183615,0.003840211,0.068891269,0.078273264,0.06447843,0.10735114,0.064943721,0.071647782,0.061979827,0.085496632,-0.057301144,-0.084645533,-0.038750991,-0.203579653,0.908309456,0.904966571,0.920248329,0.917382999,0.999522445,NA,0.091690544,NA,0.095033429,0.983763133,NA,NA,0.082617001,NA,0.062082139,1,0.4188
100,Cond100,0.45,0,0.3,0.6,5,0,1.5,1,0,0.3,0.3,0,0.000705837,-0.007784615,-0.003185608,-0.00119171,-0.004198216,0.000705837,-0.012974358,-0.010618692,-0.00119171,-0.004198216,0.066792617,0.075781262,0.064142365,0.095611648,0.065039367,0.067372212,0.062396638,0.080234529,-0.026249161,-0.110964775,-0.027216449,-0.160828928,0.920606601,0.897859054,0.921944692,0.891168599,1,NA,0.079393399,0.957627119,NA,0.988403211,NA,NA,0.108831401,NA,0.052185549,1,0.4484
101,Cond101,0.45,0.6,0,0,5,0,1.5,1,0.3,0,0,0,-0.013348282,-0.005701604,0.000297558,6.33E-06,-0.002019512,-0.022247137,-0.005701604,0.000297558,6.33E-06,-0.002019512,0.065531748,0.085817164,0.074848244,0.101681428,0.062339106,0.077061305,0.072217748,0.085223139,-0.048719015,-0.102029231,-0.035144388,-0.161861309,0.907379891,0.908865775,0.915799901,0.895988113,1,0.982664685,NA,NA,0.091134225,NA,0.084200099,NA,0.104011887,NA,0.052005944,1,0.4038
102,Cond102,0.45,0.6,0,0.6,5,0,1.5,1,0.3,0.3,0,0,-0.007594188,-0.00261269,0.001495196,-0.000588559,7.53E-05,-0.01265698,-0.004354483,0.001495196,-0.000588559,7.53E-05,0.061512831,0.085305006,0.073803683,0.106653271,0.060874967,0.072520939,0.070731979,0.080497714,-0.010369606,-0.14986304,-0.041619927,-0.245239141,0.921113689,0.904408353,0.910904872,0.894663573,1,0.990719258,NA,0.945707657,NA,NA,0.089095128,NA,0.105336427,NA,0.062180974,1,0.431
103,Cond103,0.45,0.6,0.3,0,5,0,1.5,1,0.3,0,0.3,0,-0.009390217,-0.0019762,-0.003132433,-0.003851958,0.000126533,-0.015650361,-0.0019762,-0.010441442,-0.021399767,0.000126533,0.06310966,0.086524194,0.070669177,0.102167664,0.061556152,0.076998913,0.067860754,0.085426558,-0.024616002,-0.110088062,-0.039740415,-0.163859147,0.925198691,0.90229079,0.917251052,0.903225806,0.993922394,0.987844787,NA,NA,0.09770921,0.97428705,NA,NA,0.096774194,0.922393642,NA,1,0.4278
104,Cond104,0.45,0.6,0.3,0.6,5,0,1.5,1,0.3,0.3,0.3,0,-0.005960598,-0.008587097,-0.000976985,-0.003429385,0.000909328,-0.009934329,-0.014311828,-0.003256618,-0.01905214,0.000909328,0.064063386,0.080352772,0.069546834,0.09403173,0.061196793,0.069357297,0.065082778,0.076338465,-0.044746199,-0.136840015,-0.064187761,-0.1881627,0.910753156,0.889856334,0.910753156,0.893774488,0.996517196,0.986504136,NA,0.94296909,NA,0.974314323,NA,NA,0.106225512,0.951240749,NA,1,0.4594
