"","Cond.","Rho","a.ps","b.s","K","postVar","missingRate","Method","a.para","cp.para","b.para","beta1.para","a.bias","cp.bias","b.bias","ab.bias","beta1.bias","a.Ebias","cp.Ebias","b.Ebias","ab.Ebias","beta1.Ebias","a.empSE","cp.empSE","b.empSE","beta1.empSE","a.meanSE","cp.meanSE","b.meanSE","beta1.meanSE","a.seRbias","cp.seRbias","b.seRbias","beta1.seRbias","a.CoverageRate","cp.CoverageRate","b.CoverageRate","beta1.CoverageRate","ab.CoverageRate","a.power","a.typeIerror","cp.power","cp.typeIerror","b.power","b.typeIerror","beta1.power","beta1.typeIerror","ab.power","ab.typeIerror","ConvergenceRate","posDefRate"
"50","Cond50","0.45","0","0.3","5","1","0.6","1","0","0.3","0.3","0.1","0.0515337887053343","-0.0304367791299388","-0.0146466512939208","0.0114706891880671","-6.40306776740019e-05","0.0515337887053343","-0.0507279652165647","-0.048822170979736","0.0114706891880671","-0.00064030677673993","0.142489073583047","0.0906290370140011","0.133544709007669","0.0949017430910168","0.111655404644687","0.0811782299427051","0.101178112215474","0.0866083906446578","-0.216393216427144","-0.104280122383248","-0.242365250055218","-0.0873888316087627","0.824074074074074","0.91358024691358","0.848765432098765","0.938271604938272","1",NA,"0.175925925925926","0.888888888888889",NA,"0.691358024691358",NA,"0.283950617283951",NA,NA,"0.0524691358024691","1","0.0648"
"51","Cond51","0.45","0.6","0","5","1","0.6","1","0.3","0.3","0","0.1","-0.0754650493540604","-0.0241491072049731","0.00255883622806272","-0.00422630434866119","-0.0130125671474843","-0.125775082256767","-0.0402485120082885","0.00255883622806272","-0.00422630434866119","-0.130125671474843","0.135143319926755","0.0963105349324632","0.158144707639878","0.0979743020675841","0.105220764373314","0.0865570161360637","0.117598053306737","0.085762284729985","-0.221413500642563","-0.101271567053792","-0.25638957470188","-0.124645106725792","0.826229508196721","0.914754098360656","0.842622950819672","0.921311475409836","1","0.632786885245902",NA,"0.875409836065574",NA,NA,"0.157377049180328","0.265573770491803",NA,NA,"0.0459016393442623","1","0.061"
"52","Cond52","0.45","0.6","0.3","5","1","0.6","1","0.3","0.3","0.3","0.1","-0.076781228504798","0.0106543174634011","-0.0304933967322379","-0.0429039406162088","-0.000753352478836705","-0.127968714174663","0.0177571957723351","-0.101644655774126","-0.238355225645605","-0.00753352478836705","0.133885704180462","0.0916844488873487","0.139351094346149","0.095643576096518","0.105110446229679","0.088529253225208","0.105894634400247","0.0854372743852787","-0.214924051278821","-0.0344136404857208","-0.240087529293423","-0.106711837091283","0.853333333333333","0.942222222222222","0.875555555555556","0.928888888888889","0.955555555555556","0.617777777777778",NA,"0.88",NA,"0.688888888888889",NA,"0.306666666666667",NA,"0.248888888888889",NA,"1","0.045"
"53","Cond53","0.9","0","0","5","1","0.6","1","0","0.3","0","0.1","0.0297391742204701","-0.024059858648429","0.00829904747290715","-0.00662054092896737","-0.0048924659698601","0.0297391742204701","-0.0400997644140483","0.00829904747290715","-0.00662054092896737","-0.0489246596986009","0.142190503486867","0.0797032943608461","0.146546574559083","0.0976403906416863","0.112396150040534","0.0789665254716067","0.110184816770623","0.0897106061707881","-0.209538279390678","-0.00924389506290391","-0.248124242397768","-0.0812141821513024","0.834862385321101","0.938837920489297","0.847094801223242","0.926605504587156","1",NA,"0.165137614678899","0.908256880733945",NA,NA,"0.152905198776758","0.308868501529052",NA,NA,"0","1","0.0654"
"54","Cond54","0.9","0","0.3","5","1","0.6","1","0","0.3","0.3","0.1","0.0168091989319083","-0.0357890985542153","-0.023515244306469","-0.00257783921981117","0.0012406742958052","0.0168091989319083","-0.0596484975903587","-0.0783841476882302","-0.00257783921981117","0.012406742958052","0.138511131327857","0.0876067805278656","0.140395268818417","0.103116321631666","0.226821711709545","0.359066258863432","0.220402157600611","0.326361086979584","0.637570277096767","3.0986126496136","0.569868838569426","2.16497991603458","0.87220447284345","0.926517571884984","0.805111821086262","0.913738019169329","1",NA,"0.12779552715655","0.881789137380192",NA,"0.680511182108626",NA,"0.309904153354633",NA,NA,"0.0287539936102236","1","0.0626"
"55","Cond55","0.9","0.6","0","5","1","0.6","1","0.3","0.3","0","0.1","-0.0485052155519593","-0.0241127562960217","0.0123647117732852","0.00177023432343257","-0.00916111369854946","-0.0808420259199322","-0.0401879271600362","0.0123647117732852","0.00177023432343257","-0.0916111369854945","0.132848444040813","0.0916349868043162","0.166958801008667","0.0858456261151867","0.105264434231763","0.0852369552328635","0.119337462935954","0.0845924460921068","-0.20763517411296","-0.0698208380289892","-0.285228078933321","-0.0145980649194457","0.872611464968153","0.914012738853503","0.815286624203822","0.952229299363057","1","0.656050955414013",NA,"0.882165605095541",NA,NA,"0.184713375796178","0.28343949044586",NA,NA,"0.054140127388535","1","0.0628"
"56","Cond56","0.9","0.6","0.3","5","1","0.6","1","0.3","0.3","0.3","0.1","-0.0761507199783513","0.0103316123910816","-0.0381821552914021","-0.0385856188101261","0.00488674241531804","-0.126917866630586","0.017219353985136","-0.12727385097134","-0.214364548945145","0.0488674241531804","0.136048985491973","0.0998675652251459","0.145919391141542","0.0936841997924743","0.102499579774709","0.0845451142848545","0.104086605486807","0.0793927587120585","-0.246597985247331","-0.153427701033341","-0.286684211930117","-0.152549107662483","0.866379310344828","0.900862068965517","0.823275862068966","0.900862068965517","0.931034482758621","0.693965517241379",NA,"0.892241379310345",NA,"0.65948275862069",NA,"0.362068965517241",NA,"0.327586206896552",NA,"1","0.0464"
"57","Cond57","0.45","0","0","10","1","0.6","1","0","0.3","0","0.1","0.0398140062165706","-0.0121810464493722","0.0431695867351921","-0.00440965545616391","0.000782062798877998","0.0398140062165706","-0.0203017440822871","0.0431695867351921","-0.00440965545616391","0.00782062798877992","0.141945527319861","0.0545800272913487","0.124742387587967","0.0528327630802585","0.111623521358005","0.0529575068481169","0.109766929541992","0.051850000985989","-0.213617199036706","-0.0297273659203347","-0.120051077549035","-0.0186013760585744","0.876190476190476","0.936507936507937","0.86984126984127","0.93968253968254","1",NA,"0.123809523809524","0.996825396825397",NA,NA,"0.13015873015873","0.561904761904762",NA,NA,"0.00317460317460317","1","0.063"
"58","Cond58","0.45","0","0.3","10","1","0.6","1","0","0.3","0.3","0.1","0.033357984845551","-0.0143181760953494","-0.00801004912316826","0.00172660478391798","-0.00378973273219069","0.033357984845551","-0.0238636268255823","-0.0267001637438942","0.00172660478391798","-0.037897327321907","0.129054318673688","0.0604099790143595","0.144124424448036","0.0531725219590915","0.111234491041379","0.0586291817242644","0.10041326890303","0.0511884396040654","-0.138080056641625","-0.0294785285337006","-0.303287632976924","-0.0373140539873687","0.87","0.935","0.81","0.9275","1",NA,"0.13","0.9875",NA,"0.715",NA,"0.505",NA,NA,"0.0375","1","0.08"
"59","Cond59","0.45","0.6","0","10","1","0.6","1","0.3","0.3","0","0.1","-0.0381305264632883","-0.0236499991031597","0.0228828642426103","0.00109035689425408","-0.00355454785466074","-0.0635508774388138","-0.0394166651719328","0.0228828642426103","0.00109035689425408","-0.0355454785466074","0.136761654782175","0.070969225137702","0.14500549435362","0.052284704503996","0.103353734018358","0.0633860622908675","0.117853952212776","0.0506198774722921","-0.244278418662213","-0.106851425137035","-0.187244919662355","-0.0318415691070175","0.852852852852853","0.924924924924925","0.873873873873874","0.951951951951952","1","0.714714714714715",NA,"0.987987987987988",NA,NA,"0.126126126126126","0.492492492492492",NA,NA,"0.03003003003003","1","0.0666"
"60","Cond60","0.45","0.6","0.3","10","1","0.6","1","0.3","0.3","0.3","0.1","-0.0798917595408768","0.00843852028590129","-0.0236907462272242","-0.0388439718235785","0.00153556291548618","-0.133152932568128","0.0140642004765022","-0.0789691540907474","-0.215799843464325","0.0153556291548618","0.149469087526885","0.0772202350608718","0.158055520668507","0.0540992331590821","0.100964230047132","0.067220138619408","0.102298958140438","0.0509779424434581","-0.3245143078232","-0.129500984211986","-0.35276567558186","-0.0576956554346279","0.799065420560748","0.91588785046729","0.771028037383178","0.929906542056075","0.948598130841122","0.686915887850467",NA,"0.953271028037383",NA,"0.607476635514019",NA,"0.537383177570093",NA,"0.266355140186916",NA,"1","0.0428"
"61","Cond61","0.9","0","0","10","1","0.6","1","0","0.3","0","0.1","0.0116643875688304","-0.011811959541132","0.0374727291004135","-0.0081142828941541","-0.00777543745592528","0.0116643875688304","-0.0196865992352198","0.0374727291004135","-0.0081142828941541","-0.0777543745592528","0.140589814000969","0.0518663999455727","0.134399664429666","0.0548899227536408","0.178754234837745","0.168768863468619","0.179099539617289","0.180082077543723","0.271459359328216","2.25391512897986","0.332589187460475","2.2807857710417","0.856269113149847","0.948012232415902","0.877675840978593","0.951070336391437","1",NA,"0.143730886850153","0.996941896024465",NA,NA,"0.122324159021407","0.464831804281346",NA,NA,"0","1","0.0654"
"62","Cond62","0.9","0","0.3","10","1","0.6","1","0","0.3","0.3","0.1","0.0107756603368293","-0.0111717921771638","-0.0133409249729579","-0.00434479481794978","0.00355959113978008","0.0107756603368293","-0.0186196536286063","-0.0444697499098597","-0.00434479481794978","0.0355959113978008","0.140102658572282","0.0638206333997004","0.139647263720262","0.0565477882551829","0.111207184956826","0.0588278431618054","0.101464041888539","0.0506066900115798","-0.206245005697366","-0.0782315995929683","-0.273426208394681","-0.105063317716209","0.871391076115486","0.931758530183727","0.83989501312336","0.923884514435696","1",NA,"0.128608923884514","0.989501312335958",NA,"0.713910761154856",NA,"0.593175853018373",NA,NA,"0.0341207349081365","1","0.0762"
"63","Cond63","0.9","0.6","0","10","1","0.6","1","0.3","0.3","0","0.1","-0.0145666451837812","-0.0142168083401081","0.018060601453549","0.00028728703629468","-0.00254061383677721","-0.0242777419729686","-0.0236946805668468","0.018060601453549","0.00028728703629468","-0.025406138367772","0.13386785351156","0.0691046415974165","0.148298182920705","0.0549597711898007","0.103162075182152","0.0644756653370724","0.119203896862307","0.0509308560635038","-0.229373800534992","-0.0669850266688478","-0.196187744754462","-0.0733066211717535","0.857566765578635","0.940652818991098","0.86646884272997","0.934718100890208","1","0.72700296735905",NA,"0.98813056379822",NA,NA,"0.13353115727003","0.543026706231454",NA,NA,"0.0504451038575668","1","0.0674"
"64","Cond64","0.9","0.6","0.3","10","1","0.6","1","0.3","0.3","0.3","0.1","-0.057037591350558","0.0188727328677842","-0.0344921924670626","-0.0446354677317122","0.00442830053498072","-0.09506265225093","0.0314545547796404","-0.114973974890209","-0.247974820731735","0.0442830053498072","0.12281655220034","0.0712368671400252","0.153252995831755","0.0590349328157134","0.102696110764639","0.0657187567376896","0.103845686260011","0.0497928278334663","-0.163825160983842","-0.0774614412996165","-0.322390497514218","-0.156553154910801","0.873831775700935","0.953271028037383","0.813084112149533","0.901869158878505","0.967289719626168","0.710280373831776",NA,"0.967289719626168",NA,"0.630841121495327",NA,"0.626168224299065",NA,"0.275700934579439",NA,"1","0.0428"
"65","Cond65","0.45","0","0","30","1","0.6","1","0","0.3","0","0.1","0.00924444064757345","-0.00443803892305679","0.00064882829004431","-0.00254052033387227","-0.000714274073650893","0.00924444064757345","-0.00739673153842805","0.00064882829004431","-0.00254052033387227","-0.00714274073650892","0.0846430092647308","0.0279025400157829","0.089800540261319","0.0272382439742692","0.0835862255147268","0.0274662301954061","0.0842472176606843","0.0259410811226584","-0.0124851864221739","-0.0156369212311845","-0.0618406368655984","-0.0476228516359632","0.920460230115058","0.940470235117559","0.903451725862931","0.931965982991496","1",NA,"0.0795397698849425","1",NA,NA,"0.0965482741370685","0.942471235617809",NA,NA,"0.00200100050025012","1","0.3998"
"66","Cond66","0.45","0","0.3","30","1","0.6","1","0","0.3","0.3","0.1","-0.00287054391548376","-0.00313069286031947","-0.000429280477596919","-0.00309712064739872","-0.00131274341937307","-0.00287054391548376","-0.00521782143386588","-0.00143093492532313","-0.00309712064739872","-0.0131274341937307","0.0848399847475455","0.0371931023916668","0.0848637043245719","0.0274685938735654","0.0825147432963866","0.0358368206652251","0.0789022206672192","0.0259383741482574","-0.0274073770531438","-0.0364659476953326","-0.0702477425985586","-0.0557079744362413","0.914104882459313","0.93625678119349","0.901898734177215","0.929023508137432","1",NA,"0.0858951175406872","1",NA,"0.912296564195298",NA,"0.94620253164557",NA,NA,"0.0456600361663653","1","0.4424"
"67","Cond67","0.45","0.6","0","30","1","0.6","1","0.3","0.3","0","0.1","-0.0119259104534741","-0.00411861679880427","0.00237801648827303","-0.000594662160168722","-0.0014167048638396","-0.0198765174224569","-0.00686436133134053","0.00237801648827303","-0.000594662160168722","-0.014167048638396","0.0848630606793165","0.0389292036192977","0.0931860881131483","0.0271740937129552","0.0772686860937192","0.0396528831108105","0.0921713379240895","0.02582728953593","-0.0894897559056373","0.0185896300009099","-0.0108895030321119","-0.0495620641943664","0.898242368177613","0.951896392229417","0.913968547641073","0.932007400555042","1","0.914893617021277",NA,"0.999537465309898",NA,NA,"0.0860314523589269","0.950971322849214",NA,NA,"0.0416281221091582","1","0.4324"
"68","Cond68","0.45","0.6","0.3","30","1","0.6","1","0.3","0.3","0.3","0.1","-0.0109909072178922","-0.000205378904782754","-0.00290706503008923","-0.00631980105281049","-0.00115096116652835","-0.018318178696487","-0.000342298174637971","-0.00969021676696417","-0.0351100058489472","-0.0115096116652835","0.0821952006505291","0.042048135596785","0.0858788169614069","0.0256085785695989","0.0777767341277274","0.0426301278735195","0.08249093104899","0.0247070415737956","-0.0537557726951448","0.0138410958886583","-0.0394496108852946","-0.0352044918601408","0.899822695035461","0.942375886524823","0.898049645390071","0.940159574468085","0.990248226950355","0.914893617021277",NA,"0.999556737588652",NA,"0.888297872340426",NA,"0.963652482269504",NA,"0.761081560283688",NA,"1","0.4512"
"69","Cond69","0.9","0","0","30","1","0.6","1","0","0.3","0","0.1","-0.00184230473280926","-0.00447164904063598","-0.0014302288440406","-0.00179802196800702","-0.000552974069623749","-0.00184230473280926","-0.00745274840106003","-0.0014302288440406","-0.00179802196800702","-0.00552974069623749","0.0868468833198864","0.0271473074199294","0.0877046624141789","0.0270654309485414","0.0846209418238507","0.0276009023776694","0.0852414311188676","0.025904223972471","-0.0256306433915061","0.0167086536695349","-0.0280855227932908","-0.0429036943205585","0.913750616067028","0.941843272548053","0.903893543617546","0.939379004435683","1",NA,"0.0862493839329719","1",NA,NA,"0.0961064563824544","0.95219319862001",NA,NA,"0.00147856086742238","1","0.4058"
"70","Cond70","0.9","0","0.3","30","1","0.6","1","0","0.3","0.3","0.1","-0.00348280751855237","-0.00163663558243955","-0.00407683845025959","-0.00288694648203498","-0.00110153217877872","-0.00348280751855237","-0.00272772597073256","-0.0135894615008653","-0.00288694648203498","-0.0110153217877872","0.0864570051691863","0.0358217713456465","0.0830382464912247","0.0270526491064603","0.0826540701780811","0.0357857253212665","0.078723999648555","0.0259741790358474","-0.0439864298290613","-0.0010062602441467","-0.0519549367305773","-0.0398655993492088","0.904288939051919","0.945372460496614","0.904740406320542","0.934537246049661","1",NA,"0.0957110609480813","1",NA,"0.914221218961625",NA,"0.950338600451467",NA,NA,"0.0442437923250564","1","0.443"
"71","Cond71","0.9","0.6","0","30","1","0.6","1","0.3","0.3","0","0.1","-0.00657121487692092","-0.00567274959158855","0.000779871712593508","-0.00163470188961605","-0.00100569718323966","-0.0109520247948682","-0.00945458265264765","0.000779871712593508","-0.00163470188961605","-0.0100569718323966","0.0823237290008763","0.0397672475899421","0.0927010126730982","0.0273014176979051","0.0779484279271708","0.0397593156526771","0.0914328549420406","0.0261337048451973","-0.0531475083406265","-0.000199459045967222","-0.0136800849795427","-0.0427711434486201","0.904896421845574","0.944915254237288","0.910546139359699","0.927024482109228","1","0.926553672316384",NA,"1",NA,NA,"0.0894538606403013","0.945856873822976",NA,NA,"0.0484934086629002","1","0.4248"
"72","Cond72","0.9","0.6","0.3","30","1","0.6","1","0.3","0.3","0.3","0.1","-0.0068550763864391","-0.00369698346074982","-0.00228285964740752","-0.00466340375824424","-0.000981198462746789","-0.0114251273107319","-0.00616163910124978","-0.00760953215802514","-0.0259077986569124","-0.00981198462746788","0.0811945185867989","0.044128270799146","0.0884545127565724","0.0265221547714044","0.0778522998684325","0.0430470094600432","0.082771130374254","0.0248634253494453","-0.0411631077631616","-0.0245026899881072","-0.0642520342400065","-0.0625412767648708","0.907366563740626","0.940891045434495","0.900308778120865","0.931186590207322","0.993824437582708","0.924128804587561",NA,"1",NA,"0.880458756065285",NA,"0.95941773268637",NA,"0.759594177326864",NA,"1","0.4534"
"73","Cond73","0.45","0","0","5","1.5","0.6","1","0","0.3","0","0.1","0.0219652492459144","-9.60337079399484e-05","0.00896656211656382","-0.00486972595424648","-0.0061625575457108","0.0219652492459144","-0.000160056179899966","0.00896656211656382","-0.00486972595424648","-0.0616255754571081","0.137422947300336","0.0803808868696877","0.146263316379924","0.09023036938456","0.165403429974688","0.148826640455326","0.169097426106571","0.146179236943273","0.203608518257156","0.851517770593912","0.156116450055965","0.620066923590434","0.888252148997135","0.911174785100286","0.833810888252149","0.916905444126075","1",NA,"0.111747851002865","0.94269340974212",NA,NA,"0.166189111747851","0.289398280802292",NA,NA,"0","1","0.0698"
"74","Cond74","0.45","0","0.3","5","1.5","0.6","1","0","0.3","0.3","0.1","0.0294857389111409","-0.0147217851487354","-0.0322693262692721","0.00499087387156129","-0.00155113312020778","0.0294857389111409","-0.0245363085812256","-0.107564420897574","0.00499087387156129","-0.0155113312020778","0.135084351082178","0.0839857887316146","0.145873762037929","0.0973190696235205","0.113367251349861","0.0784394160733943","0.103103520008617","0.086011606982714","-0.160766954560899","-0.0660394185966904","-0.293200377036904","-0.116189588377175","0.875","0.904605263157895","0.81578947368421","0.924342105263158","1",NA,"0.125","0.927631578947368",NA,"0.651315789473684",NA,"0.328947368421053",NA,NA,"0.0197368421052632","1","0.0608"
"75","Cond75","0.45","0.6","0","5","1.5","0.6","1","0.3","0.3","0","0.1","-0.0501665926870537","-0.0151418551412757","0.0140059936287476","0.00103731856403706","0.00113026942611087","-0.0836109878117562","-0.0252364252354596","0.0140059936287476","0.00103731856403706","0.0113026942611087","0.127291373669704","0.092721147389039","0.168986903352424","0.108677487003648","0.103678162281436","0.0827116799370862","0.117055942813793","0.0883233658815564","-0.185505197308497","-0.107952368297979","-0.307307604958761","-0.187289214015488","0.870550161812298","0.912621359223301","0.809061488673139","0.883495145631068","1","0.676375404530744",NA,"0.909385113268608",NA,NA,"0.190938511326861","0.323624595469256",NA,NA,"0.0355987055016181","1","0.0618"
"76","Cond76","0.45","0.6","0.3","5","1.5","0.6","1","0.3","0.3","0.3","0.1","-0.0272618335675271","-0.00176281188573668","-0.0278828135529712","-0.0263008739600941","0.00540451177963597","-0.0454363892792118","-0.00293801980956114","-0.0929427118432373","-0.146115966444967","0.0540451177963597","0.127033716893961","0.101310095096974","0.149271135701893","0.10121918157286","0.101948908372383","0.0874374297182268","0.105718446556312","0.082451221987461","-0.197465752675071","-0.136932705131388","-0.2917689943256","-0.185419001554459","0.88477366255144","0.921810699588477","0.835390946502058","0.897119341563786","0.983539094650206","0.720164609053498",NA,"0.88477366255144",NA,"0.654320987654321",NA,"0.329218106995885",NA,"0.320987654320988",NA,"1","0.0486"
"77","Cond77","0.9","0","0","5","1.5","0.6","1","0","0.3","0","0.1","0.0223150602540092","-0.0255802085500017","0.00682252408788356","-0.0071935181436561","-0.00881733369149005","0.0223150602540092","-0.0426336809166696","0.00682252408788356","-0.0071935181436561","-0.0881733369149004","0.140767213853906","0.0773262795953883","0.145875861534502","0.0917566346775492","0.112987580663407","0.0763182055055919","0.110475288442677","0.0843196400452778","-0.197344484059544","-0.0130366299150975","-0.242676017261784","-0.0810513011773643","0.875379939209726","0.917933130699088","0.841945288753799","0.936170212765957","1",NA,"0.124620060790274","0.933130699088146",NA,NA,"0.158054711246201","0.31306990881459",NA,NA,"0","1","0.0658"
"78","Cond78","0.9","0","0.3","5","1.5","0.6","1","0","0.3","0.3","0.1","0.00256323399090437","-0.00893153176884218","-0.0163405198615743","-0.00849107589854832","0.00543476282866045","0.00256323399090437","-0.0148858862814037","-0.054468399538581","-0.00849107589854832","0.0543476282866046","0.137048752456007","0.099215180328227","0.143730227121108","0.103425199342435","0.112349254145487","0.0819033370348397","0.101970512475003","0.0845084088052911","-0.180224174739924","-0.174487847888959","-0.290542326986784","-0.182903109275249","0.836236933797909","0.916376306620209","0.804878048780488","0.923344947735192","1",NA,"0.163763066202091","0.940766550522648",NA,"0.700348432055749",NA,"0.310104529616725",NA,NA,"0.0452961672473868","1","0.0574"
"79","Cond79","0.9","0.6","0","5","1.5","0.6","1","0.3","0.3","0","0.1","-0.0668560382235341","-0.0161114243049655","-0.00526156976835859","-0.0122849141067005","0.0046339937560351","-0.111426730372557","-0.0268523738416091","-0.00526156976835859","-0.0122849141067005","0.046339937560351","0.12868579078848","0.0896309184268783","0.155947025329824","0.0946192950542337","0.103786137410612","0.0840375748942273","0.117208829286789","0.0843492371849581","-0.193491862817978","-0.0624041751531769","-0.248406123560901","-0.108540841097886","0.861486486486487","0.922297297297297","0.881756756756757","0.945945945945946","1","0.668918918918919",NA,"0.885135135135135",NA,NA,"0.118243243243243","0.320945945945946",NA,NA,"0.0439189189189189","1","0.0592"
"80","Cond80","0.9","0.6","0.3","5","1.5","0.6","1","0.3","0.3","0.3","0.1","-0.0814781001872882","0.0168420346060621","-0.0210014663830976","-0.0374722486976962","0.0085622169726761","-0.13579683364548","0.0280700576767701","-0.0700048879436588","-0.208179159431646","0.085622169726761","0.141913583688723","0.0911322805293029","0.144522815006704","0.105640568205725","0.104000593381799","0.0841994728293368","0.104307368809506","0.081387088749432","-0.267155471107568","-0.0760741162154601","-0.278263651281167","-0.229584901598234","0.825757575757576","0.912878787878788","0.81060606060606","0.897727272727273","0.946969696969697","0.621212121212121",NA,"0.909090909090909",NA,"0.674242424242424",NA,"0.367424242424242",NA,"0.268939393939394",NA,"1","0.0528"
"81","Cond81","0.45","0","0","10","1.5","0.6","1","0","0.3","0","0.1","0.0197833858203587","-0.00306924572433053","0.0468395184255666","-0.00760296458392775","0.00402044934807566","0.0197833858203587","-0.0051154095405509","0.0468395184255666","-0.00760296458392775","0.0402044934807566","0.13956339799594","0.0528588324830041","0.134604277679675","0.0609557183583499","0.112325741245819","0.0525870740993945","0.109847690257966","0.0523799783257762","-0.195163324634108","-0.00514121048165347","-0.183921253086942","-0.140688031632376","0.861386138613861","0.920792079207921","0.861386138613861","0.937293729372937","1",NA,"0.138613861386139","0.993399339933993",NA,NA,"0.138613861386139","0.580858085808581",NA,NA,"0.0033003300330033","1","0.0606"
"82","Cond82","0.45","0","0.3","10","1.5","0.6","1","0","0.3","0.3","0.1","0.0311966868911862","-0.0198772615450548","-0.0139032353991662","0.00218065746347103","-0.000966341055794742","0.0311966868911862","-0.0331287692417581","-0.0463441179972207","0.00218065746347103","-0.00966341055794739","0.140224217099956","0.0641584124257655","0.147075541420017","0.0543174137124324","0.111977519998506","0.0590333231496048","0.102285790273772","0.0502191978427512","-0.201439506567646","-0.0798817969832204","-0.304535687673148","-0.0754493925535193","0.881443298969072","0.940721649484536","0.827319587628866","0.927835051546392","1",NA,"0.118556701030928","0.989690721649485",NA,"0.688144329896907",NA,"0.543814432989691",NA,NA,"0.0283505154639175","1","0.0776"
"83","Cond83","0.45","0.6","0","10","1.5","0.6","1","0.3","0.3","0","0.1","-0.0141042190627347","-0.0203068418665393","0.0249050178219136","0.00212628444486375","0.0014766830709561","-0.0235070317712244","-0.0338447364442322","0.0249050178219136","0.00212628444486375","0.0147668307095609","0.1283890549629","0.0728852752809804","0.161334764278469","0.0524747239458298","0.102180219271665","0.0660212616999297","0.117933336372895","0.0526102153878508","-0.204136058940605","-0.0941755869699215","-0.269014729092501","0.00258203248788471","0.859756097560976","0.926829268292683","0.829268292682927","0.951219512195122","1","0.734756097560976",NA,"0.975609756097561",NA,NA,"0.170731707317073","0.557926829268293",NA,NA,"0.0640243902439024","1","0.0656"
"84","Cond84","0.45","0.6","0.3","10","1.5","0.6","1","0.3","0.3","0.3","0.1","-0.0985342643472827","0.0173753789118103","0.00520094867210704","-0.0390778917878135","-0.0104504974648613","-0.164223773912138","0.0289589648530172","0.0173364955736903","-0.217099398821186","-0.104504974648613","0.143139250135443","0.0759859489592287","0.15321686001796","0.0480783267325409","0.101766819082736","0.0670732207512475","0.0997245453043094","0.0503838481968624","-0.289036242774495","-0.117294425220162","-0.349128122762601","0.0479534464072981","0.804761904761905","0.90952380952381","0.814285714285714","0.952380952380952","0.980952380952381","0.647619047619048",NA,"0.961904761904762",NA,"0.766666666666667",NA,"0.452380952380952",NA,"0.342857142857143",NA,"1","0.042"
"85","Cond85","0.9","0","0","10","1.5","0.6","1","0","0.3","0","0.1","0.056555070321687","-0.0079171079832108","0.0372392752278825","-0.00786019609830517","-0.00426061515569512","0.056555070321687","-0.013195179972018","0.0372392752278825","-0.00786019609830517","-0.0426061515569512","0.149901137046838","0.0547368648861056","0.143543835357363","0.0568720998801087","0.113652981917932","0.0548079474058254","0.112107435709641","0.0521901002909239","-0.241813743664796","0.00129862241594753","-0.219002087895023","-0.0823250697451803","0.851851851851852","0.942760942760943","0.848484848484849","0.912457912457912","1",NA,"0.148148148148148","0.996632996632997",NA,NA,"0.151515151515152","0.474747474747475",NA,NA,"0","1","0.0594"
"86","Cond86","0.9","0","0.3","10","1.5","0.6","1","0","0.3","0.3","0.1","0.0221035007454078","-0.012471902754107","-0.00874349097193784","-0.00112813679714144","-0.0023282664693723","0.0221035007454078","-0.0207865045901782","-0.0291449699064594","-0.00112813679714144","-0.023282664693723","0.131709114320294","0.0614177297218114","0.135081276388482","0.0523157018193042","0.108810075636663","0.0586195561733556","0.0988675820214165","0.0519072548485007","-0.173860699024549","-0.0455597033809296","-0.268088186129645","-0.00780734954515607","0.874371859296482","0.942211055276382","0.831658291457286","0.937185929648241","1",NA,"0.125628140703518","0.994974874371859",NA,"0.726130653266332",NA,"0.512562814070352",NA,NA,"0.0326633165829146","1","0.0796"
"87","Cond87","0.9","0.6","0","10","1.5","0.6","1","0.3","0.3","0","0.1","-0.031093318115364","-0.0247087710117866","0.0174813776969234","-0.000574387781217791","-0.00341718474237151","-0.05182219685894","-0.0411812850196443","0.0174813776969234","-0.000574387781217791","-0.0341718474237152","0.133009172674714","0.0752933560339423","0.158931356141852","0.0530133662281589","0.10428666678593","0.0651821569383228","0.119440543426407","0.0513558378344018","-0.215943797793764","-0.134290721362738","-0.24847716444449","-0.0312662355116906","0.863095238095238","0.910714285714286","0.848214285714286","0.943452380952381","1","0.666666666666667",NA,"0.970238095238095",NA,NA,"0.151785714285714","0.511904761904762",NA,NA,"0.0654761904761905","1","0.0672"
"88","Cond88","0.9","0.6","0.3","10","1.5","0.6","1","0.3","0.3","0.3","0.1","-0.0795302513164799","0.0168050721877325","-0.0265459908722717","-0.0409506198513072","0.00429292171499439","-0.1325504188608","0.0280084536462209","-0.0884866362409056","-0.227503443618373","0.0429292171499439","0.137985213930306","0.0721738887243335","0.146543641993848","0.0526414879421097","0.102455465599187","0.0661633546966543","0.102963540131778","0.0507501882205579","-0.25748953325582","-0.0832785115768994","-0.297386507317047","-0.0359279305256659","0.856521739130435","0.908695652173913","0.843478260869565","0.926086956521739","0.960869565217391","0.656521739130435",NA,"0.956521739130435",NA,"0.660869565217391",NA,"0.604347826086956",NA,"0.28695652173913",NA,"1","0.046"
