"","Cond.","Rho","a.ps","b.s","K","postVar","missingRate","Method","a.para","cp.para","b.para","beta1.para","a.bias","cp.bias","b.bias","ab.bias","beta1.bias","a.Ebias","cp.Ebias","b.Ebias","ab.Ebias","beta1.Ebias","a.empSE","cp.empSE","b.empSE","beta1.empSE","a.meanSE","cp.meanSE","b.meanSE","beta1.meanSE","a.seRbias","cp.seRbias","b.seRbias","beta1.seRbias","a.CoverageRate","cp.CoverageRate","b.CoverageRate","beta1.CoverageRate","ab.CoverageRate","a.power","a.typeIerror","cp.power","cp.typeIerror","b.power","b.typeIerror","beta1.power","beta1.typeIerror","ab.power","ab.typeIerror","ConvergenceRate","posDefRate"
"11","Cond11","0.45","0.6","0","10","1","0.4","1","0.3","0.3","0","0.1","-0.00513926860060135","-0.00698503152030529","0.00364707849747745","0.000537561445130721","-0.00106178653993909","-0.00856544766766887","-0.0116417192005088","0.00364707849747745","0.000537561445130721","-0.0106178653993909","0.0605688195777027","0.061207594026558","0.113951163369141","0.0509987827537873","0.0565353898507358","0.0577415456204964","0.109765946725598","0.0477890840922305","-0.0665925100586197","-0.0566277511995919","-0.0367281607295618","-0.0629367700216034","0.90775269872424","0.927379784102061","0.897448478900883","0.925907752698724","1","0.994111874386654",NA,"0.994111874386654",NA,NA,"0.102551521099117","0.583905789990186",NA,NA,"0.0765456329735034","1","0.4076"
"12","Cond12","0.45","0.6","0.3","10","1","0.4","1","0.3","0.3","0.3","0.1","-0.00253286890502112","-0.00902489902517994","0.0015534584037577","-0.000523563620708164","-0.00183513554278102","-0.00422144817503523","-0.0150414983752998","0.00517819467919234","-0.00290868678171198","-0.0183513554278102","0.0576809932011709","0.0604493785572251","0.108523582500661","0.0532939394650031","0.0567167824722206","0.0556766109346454","0.0986341957255757","0.0466553721208551","-0.0167162643262305","-0.0789547839282014","-0.0911266154987523","-0.124565145883191","0.921636274026614","0.928043371118778","0.879250862493839","0.913750616067028","0.994578610152785","0.996057171020207",NA,"0.993592902907836",NA,"0.79694430754066",NA,"0.603745687530803",NA,"0.767373090192213",NA,"1","0.4058"
"13","Cond13","0.9","0","0","10","1","0.4","1","0","0.3","0","0.1","-0.00497200052113202","-0.00883124964203006","0.00317566948381009","-0.00161364872247555","0.00061256414492405","-0.00497200052113202","-0.0147187494033835","0.00317566948381009","-0.00161364872247555","0.00612564144924055","0.061502347533404","0.0476689217347468","0.108694807203919","0.054546368083833","0.0612982302087035","0.0452873917908024","0.102481373106562","0.0487532938359326","-0.00331885420454306","-0.0499598031018298","-0.0571640380731339","-0.106204582475536","0.92647842301545","0.920618007458711","0.887586574320725","0.923814597762387","1",NA,"0.0735215769845498","0.999467234949387",NA,NA,"0.112413425679275","0.580181140117208",NA,NA,"0.00106553010122536","1","0.3754"
"14","Cond14","0.9","0","0.3","10","1","0.4","1","0","0.3","0.3","0.1","0.00283497911665358","-0.00642145612681069","-0.000918120163625976","-0.000606988128998484","-0.00164711588136873","0.00283497911665358","-0.0107024268780178","-0.00306040054541989","-0.000606988128998484","-0.0164711588136873","0.0598738709461984","0.0492245826466641","0.100224462122049","0.0529986571613494","0.0598256928291788","0.0462693018292081","0.0948956940465382","0.0475809230831793","-0.000804660134015327","-0.0600366861141134","-0.053168337975428","-0.102223987707393","0.928034371643394","0.926960257787325","0.903329752953813","0.920515574650913","1",NA,"0.0719656283566058","0.998388829215897",NA,"0.81578947368421",NA,"0.583243823845328",NA,NA,"0.0306122448979592","1","0.3724"
"15","Cond15","0.9","0.6","0","10","1","0.4","1","0.3","0.3","0","0.1","-0.00983956628269089","-0.00498022724887988","-0.000619408318116297","-0.00180217270168798","-0.000423232057700127","-0.0163992771378182","-0.0083003787481332","-0.000619408318116297","-0.00180217270168798","-0.00423232057700132","0.0571662259700148","0.0608382340740564","0.114245151936072","0.0552877802142303","0.0561856259293528","0.0575527473629924","0.109149635233172","0.0483795607598575","-0.0171534857168343","-0.0540036501891989","-0.0446016011756158","-0.124950204685459","0.930020283975659","0.929513184584179","0.902129817444219","0.917342799188641","1","0.994929006085193",NA,"0.995943204868154",NA,NA,"0.0978701825557809","0.585192697768763",NA,NA,"0.0674442190669371","1","0.3944"
"16","Cond16","0.9","0.6","0.3","10","1","0.4","1","0.3","0.3","0.3","0.1","-0.00393289890328397","-0.00626370816933465","-0.00249092009372432","-0.00379527394900032","-0.00289856829602703","-0.00655483150547328","-0.0104395136155577","-0.00830306697908105","-0.0210848552722239","-0.0289856829602703","0.0572289001617765","0.0588278805311094","0.108424886731918","0.051967116642643","0.0562939352443424","0.0552400904165719","0.0978409405887338","0.0459278578109087","-0.016337286140239","-0.0609879207298687","-0.0976154687562894","-0.116213082847444","0.924264351181862","0.920887602508442","0.888567293777135","0.909310178485287","0.99662325132658","0.994693680656054",NA,"0.994211287988423",NA,"0.785817655571635",NA,"0.586589483839846",NA,"0.756874095513748",NA,"1","0.4146"
"17","Cond17","0.45","0","0","30","1","0.4","1","0","0.3","0","0.1","-0.000200346733855442","-0.00378193398427489","0.00105353077887395","-0.000450693134106128","-0.000269613576484417","-0.000200346733855442","-0.00630322330712474","0.00105353077887395","-0.000450693134106128","-0.00269613576484418","0.0352350614318568","0.0257783880936453","0.0612762006181605","0.0267370023053398","0.0345090986605004","0.0254560312341278","0.0593187683333752","0.0259270930633621","-0.0206034200553441","-0.0125049269312875","-0.0319444134107296","-0.0302916995977499","0.932581322140609","0.937303252885624","0.920776495278069","0.937303252885624","1",NA,"0.0674186778593914","1",NA,NA,"0.0792235047219308","0.957240293809024",NA,NA,"0","1","0.7624"
"18","Cond18","0.45","0","0.3","30","1","0.4","1","0","0.3","0.3","0.1","-0.000487574837745754","-0.005340551041617","-0.00168928044778323","-0.000621337621485588","-0.000277185996313815","-0.000487574837745754","-0.00890091840269502","-0.00563093482594405","-0.000621337621485588","-0.00277185996313808","0.035301206622527","0.0273963054626287","0.0596426252242569","0.0270983524883004","0.0342665729590681","0.0262478325384443","0.0560125072535571","0.0259566871625362","-0.0293087336793361","-0.0419207226956577","-0.0608644900698199","-0.0421304330681032","0.935763446342085","0.933979097629365","0.909253122610247","0.935763446342085","0.99974509304104",NA,"0.0642365536579149","1",NA,"0.99413713994392",NA,"0.950038236043844",NA,NA,"0.0446087178179964","1","0.7846"
"19","Cond19","0.45","0.6","0","30","1","0.4","1","0.3","0.3","0","0.1","-0.00607572448399003","-0.00713711359243641","0.00123605704945419","0.000202269038998122","-0.000869581572533779","-0.0101262074733168","-0.0118951893207273","0.00123605704945419","0.000202269038998122","-0.00869581572533779","0.0335296255514981","0.0339637052484441","0.0669606018774072","0.0272191967532106","0.0323205159961095","0.0327347957151847","0.0638580945011304","0.0258347091470642","-0.0360609322502444","-0.0361830231498573","-0.0463333257063146","-0.0508643814400266","0.92797783933518","0.933266179803576","0.915638378242256","0.932510702593805","0.99949634852682","1",NA,"1",NA,NA,"0.0843616217577436","0.949131201208763",NA,NA,"0.0745404180307227","1","0.7942"
"20","Cond20","0.45","0.6","0.3","30","1","0.4","1","0.3","0.3","0.3","0.1","-0.00632757437916374","-0.00321162597339686","-0.00186960676954202","-0.00341615250281084","-0.000850656738988224","-0.0105459572986063","-0.00535270995566143","-0.00623202256514003","-0.0189786250156157","-0.00850656738988223","0.0336968516032051","0.0326743008751317","0.0623549427216111","0.0257427977414068","0.0322041116439321","0.0317011087469176","0.0588299839887587","0.0246914394290427","-0.0442990928900618","-0.0297846350847215","-0.0565305423916419","-0.0408408721897799","0.928519681236416","0.937937696208645","0.903646462207196","0.93552282057474","0.996377686549143","1",NA,"1",NA,"0.991306447717943",NA,"0.959913064477179",NA,"0.991064960154552",NA,"1","0.8282"
"21","Cond21","0.9","0","0","30","1","0.4","1","0","0.3","0","0.1","0.000764031879563761","-0.0055550963371581","0.000944878504524669","-0.00043211414959777","-0.000578925957080182","0.000764031879563761","-0.00925849389526353","0.000944878504524669","-0.00043211414959777","-0.00578925957080187","0.035754157230796","0.0265798283442761","0.0620885373827452","0.0267151763065968","0.0343436645857541","0.0253134371503081","0.0592662148459744","0.0258091885517372","-0.0394497522606136","-0.0476448221397451","-0.0454564184588947","-0.0339128495527055","0.930602661100965","0.930080876597965","0.917297156274459","0.937385859639969","1",NA,"0.0693973388990347","1",NA,NA,"0.0827028437255413","0.949908687711975",NA,NA,"0.00026089225150013","1","0.7666"
"22","Cond22","0.9","0","0.3","30","1","0.4","1","0","0.3","0.3","0.1","7.79076738661854e-05","-0.00430531677341043","-0.0020868079103942","-0.000473600750643676","-0.000911576608719494","7.79076738661854e-05","-0.00717552795568399","-0.00695602636798076","-0.000473600750643676","-0.00911576608719489","0.0349525757899888","0.0271416053712341","0.0581944025414064","0.0270360343969669","0.0342985253603147","0.0261258259143437","0.0560901166912571","0.0257032427574535","-0.0187125101624525","-0.0374251796456763","-0.0361595919582147","-0.0492968613645097","0.93267776096823","0.931417044881493","0.91780131114473","0.929399899142713","1",NA,"0.06732223903177","1",NA,"0.99697428139183",NA,"0.951084215834594",NA,NA,"0.0456379223398891","1","0.7932"
"23","Cond23","0.9","0.6","0","30","1","0.4","1","0.3","0.3","0","0.1","-0.00494318010871035","-0.00482828133866153","-9.49340124247387e-05","-0.000525401919732305","-0.00102809425845747","-0.00823863351451718","-0.00804713556443589","-9.49340124247387e-05","-0.000525401919732305","-0.0102809425845747","0.0329911055215749","0.0333157345237057","0.0670810146748447","0.0272748828802777","0.0324462892379794","0.0327744352094076","0.0641132422281971","0.025723294003158","-0.0165140353735393","-0.0162475575591131","-0.0442416153219061","-0.056887095865101","0.93719806763285","0.938723620645817","0.917365878464277","0.927536231884058","0.998728705822527","1",NA,"1",NA,NA,"0.0826341215357234","0.946605644546148",NA,NA,"0.0750063564708874","1","0.7866"
"24","Cond24","0.9","0.6","0.3","30","1","0.4","1","0.3","0.3","0.3","0.1","-0.00489486646487085","-0.00237928993298267","-0.00233362313668793","-0.00326787481789785","-0.000116964341370813","-0.00815811077478468","-0.00396548322163774","-0.00777874378895982","-0.0181548600994326","-0.00116964341370818","0.0326925614467396","0.0325736325953198","0.0616013849977159","0.0258933087330791","0.032351212231065","0.0316574789566475","0.0585414452860348","0.0246001028698025","-0.0104411890830471","-0.0281256208066885","-0.0496732291294195","-0.0499436312526746","0.932510885341074","0.936865021770682","0.91485244315433","0.93033381712627","0.997822931785196","1",NA,"1",NA,"0.992985002418965",NA,"0.965166908563135",NA,"0.992501209482342",NA,"1","0.8268"
"25","Cond25","0.45","0","0","5","1.5","0.4","1","0","0.3","0","0.1","0.00103095501893838","-0.00696109678660057","0.00290944529430712","-0.00361958366761152","-0.00331862454931649","0.00103095501893838","-0.0116018279776677","0.00290944529430712","-0.00361958366761152","-0.0331862454931649","0.0852043465737434","0.0743892185042603","0.159521099272898","0.0927625477726182","0.0891189157029942","0.0716251258580619","0.114918693615942","0.0842378858245452","0.0459433032076929","-0.0371571674199014","-0.279601920123762","-0.0918976694017594","0.924825174825175","0.923076923076923","0.81993006993007","0.923076923076923","1",NA,"0.0751748251748252","0.944055944055944",NA,NA,"0.18006993006993","0.323426573426573",NA,NA,"0.0034965034965035","1","0.1144"
"26","Cond26","0.45","0","0.3","5","1.5","0.4","1","0","0.3","0.3","0.1","0.00302673703303389","-0.00211607331699437","0.00188885629481102","-0.0038469312768296","-0.000238535994529653","0.00302673703303389","-0.00352678886165729","0.00629618764937001","-0.0038469312768296","-0.00238535994529651","0.0854277090445718","0.0761821880870596","0.155672060950048","0.105900090966035","0.0887318336501801","0.0768151575860607","0.106330379586928","0.0847493799974399","0.0386774343191665","0.00830862849827461","-0.316959132306684","-0.199723255907106","0.932938856015779","0.942800788954635","0.80276134122288","0.927021696252465","1",NA,"0.0670611439842209","0.936883629191322",NA,"0.702169625246548",NA,"0.331360946745562",NA,NA,"0.0236686390532544","1","0.1014"
"27","Cond27","0.45","0.6","0","5","1.5","0.4","1","0.3","0.3","0","0.1","-0.0158816891655793","0.010655355020014","-0.0169568104642734","-0.0132152568895592","-0.0031200896522978","-0.0264694819426322","0.0177589250333567","-0.0169568104642734","-0.0132152568895592","-0.0312008965229779","0.0806595007844923","0.094320779393165","0.159102045520404","0.0893234205924862","0.0833094754340209","0.0841133768934426","0.123411779797854","0.082368145963877","0.0328538439211131","-0.108220082206637","-0.224323110402583","-0.0778661921193178","0.922570016474465","0.907742998352554","0.85337726523888","0.925864909390445","1","0.878088962108731",NA,"0.896210873146623",NA,NA,"0.14662273476112","0.322899505766063",NA,NA,"0.0642504118616145","1","0.1214"
"28","Cond28","0.45","0.6","0.3","5","1.5","0.4","1","0.3","0.3","0.3","0.1","-0.00924837480329973","0.00709181045899287","-0.0190654093586389","-0.0185542426647018","-0.00544283688619014","-0.0154139580054996","0.0118196840983215","-0.0635513645287963","-0.10307912591501","-0.0544283688619014","0.0875926440245673","0.0928454392532401","0.16487683527032","0.0906911545435934","0.0834907668198879","0.0804897670505936","0.109149850510755","0.0788033466874672","-0.046829014586304","-0.133077858234327","-0.337991596382835","-0.131080124803263","0.907721280602637","0.892655367231638","0.783427495291902","0.905838041431262","0.986817325800377","0.87758945386064",NA,"0.905838041431262",NA,"0.64406779661017",NA,"0.340866290018832",NA,"0.508474576271186",NA,"1","0.1062"
"29","Cond29","0.9","0","0","5","1.5","0.4","1","0","0.3","0","0.1","0.00444934814226886","-0.00924158686908675","-0.00165230841565508","-0.00425267445853748","0.00353469097261733","0.00444934814226886","-0.0154026447818112","-0.00165230841565508","-0.00425267445853748","0.0353469097261733","0.0917762678111171","0.0813958240376343","0.149502446470117","0.0944941730637344","0.0875609838290692","0.0709779312350206","0.115507487367277","0.0802770762514098","-0.0459300000161625","-0.127990507200921","-0.22738730974302","-0.150454746058633","0.89763779527559","0.911417322834646","0.862204724409449","0.90748031496063","1",NA,"0.102362204724409","0.93503937007874",NA,NA,"0.137795275590551","0.366141732283465",NA,NA,"0.00590551181102362","1","0.1016"
"30","Cond30","0.9","0","0.3","5","1.5","0.4","1","0","0.3","0.3","0.1","-0.00931505510050048","-0.0184903528126131","-0.00921939475413509","-0.0058324377569989","-0.00839701563381683","-0.00931505510050048","-0.0308172546876886","-0.0307313158471169","-0.0058324377569989","-0.0839701563381683","0.0875522450908529","0.079710654285886","0.149121765288705","0.101866857369239","0.0886993641230671","0.0747737596736287","0.10570880433593","0.0834212906408566","0.013102108701197","-0.0619351911797246","-0.291124242451974","-0.181075250623686","0.906191369606004","0.926829268292683","0.825515947467167","0.900562851782364","1",NA,"0.0938086303939962","0.936210131332083",NA,"0.660412757973734",NA,"0.285178236397749",NA,NA,"0.026266416510319","1","0.1066"
"31","Cond31","0.9","0.6","0","5","1.5","0.4","1","0.3","0.3","0","0.1","-0.00622902584922962","-0.00120438048156003","0.000240911339640422","-0.00338266285310366","-0.00360662842421936","-0.010381709748716","-0.00200730080260003","0.000240911339640422","-0.00338266285310366","-0.0360662842421935","0.0827432629804748","0.100383456022494","0.163574550379755","0.11613664716804","0.0790033514519135","0.0839680253138896","0.122803423630148","0.085330912845104","-0.0451989853173166","-0.163527251989872","-0.249251039693847","-0.265254207643539","0.901993355481728","0.89202657807309","0.837209302325581","0.887043189368771","1","0.911960132890365",NA,"0.890365448504983",NA,NA,"0.162790697674419","0.355481727574751",NA,NA,"0.079734219269103","1","0.1204"
"32","Cond32","0.9","0.6","0.3","5","1.5","0.4","1","0.3","0.3","0.3","0.1","0.00211780986003295","0.00382800679120977","-0.0141149338059488","-0.0109233076767688","-0.00234094294743406","0.00352968310005493","0.00638001131868293","-0.0470497793531627","-0.0606850426487156","-0.0234094294743406","0.0808019049112179","0.0911895971249846","0.160904619513936","0.0933005245605516","0.0829694705177255","0.0806448948721709","0.109609949202576","0.0792360936182447","0.0268256745789493","-0.115634925312381","-0.318789295585871","-0.150743321203722","0.924242424242424","0.90530303030303","0.81439393939394","0.914772727272727","0.986742424242424","0.90530303030303",NA,"0.901515151515151",NA,"0.642045454545455",NA,"0.346590909090909",NA,"0.498106060606061",NA,"1","0.1056"
"33","Cond33","0.45","0","0","10","1.5","0.4","1","0","0.3","0","0.1","-0.00270868843781387","-0.00698825195620546","-0.000730077382184796","-0.00152345614500393","-0.00147915497078765","-0.00270868843781387","-0.0116470865936757","-0.000730077382184796","-0.00152345614500393","-0.0147915497078764","0.0601114484039927","0.0473738308595349","0.108727938582765","0.0538904243178799","0.0605739987844434","0.0453506103228572","0.10185182473791","0.0485072988034177","0.00769487997264811","-0.0427075560487521","-0.0632414624473095","-0.0998902046625035","0.921066956995101","0.923244420250408","0.89493739793141","0.925966249319543","1",NA,"0.0789330430048993","0.998366902558519",NA,NA,"0.10506260206859","0.567229178007621",NA,NA,"0","1","0.3674"
"34","Cond34","0.45","0","0.3","10","1.5","0.4","1","0","0.3","0.3","0.1","-0.00110225118667059","-0.00732928368915768","-0.0021174785824396","-0.00173206868347385","-0.00155803817677228","-0.00110225118667059","-0.0122154728152627","-0.00705826194146534","-0.00173206868347385","-0.0155803817677228","0.0591807753084717","0.0492115006100623","0.105264883485162","0.0521013747575162","0.0606921003426625","0.0465841897438644","0.0946043056802581","0.0478499656199729","0.0255374321528091","-0.053388147762776","-0.10127382895367","-0.0815987899998746","0.937597503900156","0.927197087883515","0.880915236609464","0.922516900676027","1",NA,"0.062402496099844","0.998439937597504",NA,"0.807072282891316",NA,"0.574622984919397",NA,NA,"0.0223608944357774","1","0.3846"
"35","Cond35","0.45","0.6","0","10","1.5","0.4","1","0.3","0.3","0","0.1","-0.00595390427947676","-0.00235922574643889","0.000100416838255047","-0.00144075733288966","-0.0026610449450698","-0.00992317379912788","-0.00393204291073146","0.000100416838255047","-0.00144075733288966","-0.026610449450698","0.056324568348066","0.0610949533844941","0.114468236085908","0.0532441340857609","0.0559068971917007","0.0573451939118675","0.107602079779155","0.0483229617613465","-0.00741543466048939","-0.0613759282051975","-0.0599830707760763","-0.0924265632057756","0.929964982491246","0.926463231615808","0.892946473236618","0.923461730865433","0.999499749874938","0.996498249124562",NA,"0.997498749374687",NA,NA,"0.107053526763382","0.547773886943472",NA,NA,"0.0785392696348174","1","0.3998"
"36","Cond36","0.45","0.6","0.3","10","1.5","0.4","1","0.3","0.3","0.3","0.1","-0.00623303028223569","-0.00978401228396462","0.00191748098437551","-0.00183938738835977","-0.00136368609919388","-0.0103883838037261","-0.0163066871399411","0.00639160328125166","-0.0102188188242209","-0.0136368609919388","0.0568443796708061","0.058466847029177","0.106579766763573","0.0520739385046569","0.0561380866970236","0.0553710428779386","0.098537956385502","0.0461856005177052","-0.0124250273795361","-0.0529497366207124","-0.0754534432028735","-0.113076486166398","0.929563492063492","0.923115079365079","0.878472222222222","0.915674603174603","0.996527777777778","0.99702380952381",NA,"0.99702380952381",NA,"0.787698412698413",NA,"0.59077380952381",NA,"0.757936507936508",NA,"1","0.4032"
"37","Cond37","0.9","0","0","10","1.5","0.4","1","0","0.3","0","0.1","0.00341229951980284","-0.00861242492914227","-0.00203881016230375","-0.00124003325072485","-0.00144424355124328","0.00341229951980284","-0.0143540415485705","-0.00203881016230375","-0.00124003325072485","-0.0144424355124328","0.0611450006424413","0.0481195375107696","0.108937413584086","0.0534615139049981","0.0605867167185102","0.0453970253301525","0.101032374524243","0.0487067580983927","-0.00913049175018957","-0.0565781036446536","-0.0725649600055965","-0.088937919248877","0.928729281767956","0.923204419889503","0.892265193370166","0.918232044198895","1",NA,"0.0712707182320442","0.999447513812155",NA,NA,"0.107734806629834","0.558011049723757",NA,NA,"0.00165745856353591","1","0.362"
"38","Cond38","0.9","0","0.3","10","1.5","0.4","1","0","0.3","0.3","0.1","-0.00192352550235424","-0.00224976011410878","-0.00406453673258649","-0.00186490412714747","-0.000272620853099317","-0.00192352550235424","-0.00374960019018137","-0.0135484557752883","-0.00186490412714747","-0.00272620853099315","0.0604927492726581","0.0509223521509975","0.104995833642368","0.0525322932056864","0.0604289704578296","0.0466176919296233","0.0960888220791919","0.0478833950110355","-0.00105432164342665","-0.0845338056775114","-0.0848320476554793","-0.0884960071407598","0.936656282450675","0.919003115264797","0.876427829698858","0.921079958463136","1",NA,"0.063343717549325","1",NA,"0.793354101765317",NA,"0.574766355140187",NA,NA,"0.0212876427829699","1","0.3852"
"39","Cond39","0.9","0.6","0","10","1.5","0.4","1","0.3","0.3","0","0.1","-0.00440447149311874","0.000127459213436707","-0.00202887050850213","-0.00331999053724088","-0.00180858331348391","-0.00734078582186456","0.000212432022394515","-0.00202887050850213","-0.00331999053724088","-0.0180858331348391","0.056730204081907","0.0604946323594603","0.116368883083265","0.0524784083768121","0.0555609393575091","0.0578548769041427","0.10857845956308","0.0489352627913438","-0.020610973348691","-0.0436361930366342","-0.0669459336016026","-0.067516254685686","0.928251121076233","0.93074240159442","0.897359242650722","0.933731938216243","1","0.996512207274539",NA,"0.997508719481814",NA,NA,"0.102640757349278","0.553064275037369",NA,NA,"0.0727453911310414","1","0.4014"
"40","Cond40","0.9","0.6","0.3","10","1.5","0.4","1","0.3","0.3","0.3","0.1","-0.00336940390572431","-0.0063960737637186","0.00392516997618221","0.00022100732924637","0.000318364517636902","-0.00561567317620711","-0.0106601229395311","0.0130838999206073","0.0012278184958132","0.00318364517636907","0.0572374414555752","0.0609612581754248","0.109790415509299","0.0511402251365995","0.0559638861352219","0.055709620762044","0.098528318337138","0.046542687779622","-0.0222503886960385","-0.0861471296781378","-0.10257814509507","-0.0899006084681312","0.917510853835022","0.907863000482393","0.87698986975398","0.923781958514231","0.99662325132658","0.997105643994211",NA,"0.992281717317897",NA,"0.796912686927159",NA,"0.601543656536421",NA,"0.772793053545586",NA,"1","0.4146"
"41","Cond41","0.45","0","0","30","1.5","0.4","1","0","0.3","0","0.1","0.00160155513099818","-0.00643321135375107","-1.5142362107628e-05","-0.00052473309428907","-0.000820508145489572","0.00160155513099818","-0.0107220189229185","-1.5142362107628e-05","-0.00052473309428907","-0.00820508145489576","0.0346087585683958","0.0258287830520906","0.0606858974267558","0.026502467023306","0.0344132165584432","0.025282103466605","0.0594866841567446","0.0256762489780578","-0.0056500729307067","-0.0211655184986103","-0.0197609876571171","-0.0311751371870981","0.940526315789474","0.93421052631579","0.919736842105263","0.935263157894737","1",NA,"0.0594736842105263","1",NA,NA,"0.0802631578947368","0.953157894736842",NA,NA,"0.000263157894736842","1","0.76"
"42","Cond42","0.45","0","0.3","30","1.5","0.4","1","0","0.3","0.3","0.1","-0.000988727174811646","-0.0046326914282541","-0.00124249461118118","-0.000900892226029466","-0.00110411242819571","-0.000988727174811646","-0.00772115238042344","-0.00414164870393733","-0.000900892226029466","-0.0110411242819571","0.035468333914171","0.0271463690070648","0.0583586982987882","0.0266784458898201","0.0342003591601872","0.0261719915514192","0.0564471995561376","0.0258237444297245","-0.0357494873329019","-0.0358934727289681","-0.0327543073847191","-0.032037153274421","0.928948029123776","0.932462967612352","0.918654280692945","0.936731107205624","1",NA,"0.071051970876224","1",NA,"0.995731860406729",NA,"0.950539794125031",NA,NA,"0.0454431333165955","1","0.7966"
"43","Cond43","0.45","0.6","0","30","1.5","0.4","1","0.3","0.3","0","0.1","-0.00640473311692717","-0.0056751642240891","0.00275954506211364","0.00107601141017449","-0.000954150262189404","-0.0106745551948786","-0.00945860704014849","0.00275954506211364","0.00107601141017449","-0.0095415026218941","0.0334911365771033","0.0334624440877326","0.0676004121684143","0.0270915966637775","0.0324273056533056","0.0327411792849526","0.0639625086943936","0.0258468716123438","-0.0317645512372662","-0.0215544567183744","-0.0538148120303985","-0.0459450606356429","0.932805314256515","0.93382728666326","0.913132345426673","0.93178334184977","0.998722534491569","1",NA,"1",NA,NA,"0.0868676545733265","0.945835462442514",NA,NA,"0.0799693408277976","1","0.7828"
"44","Cond44","0.45","0.6","0.3","30","1.5","0.4","1","0.3","0.3","0.3","0.1","-0.00539649862748048","-0.0040104648518705","-0.000281494945096956","-0.00211066996790051","-0.00111416191536755","-0.00899416437913414","-0.00668410808645085","-0.000938316483656461","-0.011725944266114","-0.0111416191536755","0.0334289927977766","0.0322009221862512","0.0612521246126826","0.0261339242234227","0.032193698908275","0.0317421196218588","0.058756672403538","0.0247222284824672","-0.0369527702187817","-0.014248118787985","-0.0407406636900223","-0.0540177483062496","0.93180169286578","0.937847642079807","0.917533252720677","0.933736396614268","0.998065296251512","1",NA,"1",NA,"0.99081015719468",NA,"0.960338573155985",NA,"0.990084643288996",NA,"1","0.827"
"45","Cond45","0.9","0","0","30","1.5","0.4","1","0","0.3","0","0.1","-0.00035214443996592","-0.00498432248215382","-0.00125011320692146","-0.00050153609592291","-0.000610854254666411","-0.00035214443996592","-0.0083072041369231","-0.00125011320692146","-0.00050153609592291","-0.00610854254666407","0.035124988706559","0.0260530944661374","0.0636174376996261","0.0268677180206829","0.0345100379616217","0.0253643790957899","0.0604182038455981","0.0258610661537236","-0.0175075001468252","-0.0264350697857666","-0.0502886310689425","-0.0374669656047609","0.934340802501303","0.935122459614382","0.919489317352788","0.937206878582595","1",NA,"0.0656591974986972","1",NA,NA,"0.0805106826472121","0.945284002084419",NA,NA,"0","1","0.7676"
"46","Cond46","0.9","0","0.3","30","1.5","0.4","1","0","0.3","0.3","0.1","0.000399390994903674","-0.00493133754568737","-0.0032923699566401","-0.000364172226376918","-0.000750869003188494","0.000399390994903674","-0.00821889590947903","-0.0109745665221337","-0.000364172226376918","-0.00750869003188492","0.035830613215301","0.0274612533915292","0.0603966030720919","0.0261489507698787","0.0341496294011501","0.026150710821806","0.0563283187034909","0.0256756071824775","-0.0469147375192874","-0.0477233340750387","-0.0673594898001961","-0.0181018195172263","0.924943707780836","0.928196147110333","0.906680010007506","0.939704778583938","1",NA,"0.0750562922191644","1",NA,"0.99549662246685",NA,"0.956217162872154",NA,NA,"0.0557918438829122","1","0.7994"
"47","Cond47","0.9","0.6","0","30","1.5","0.4","1","0.3","0.3","0","0.1","-0.00539180467644435","-0.00579564362543069","0.00204966258219911","0.000697647412008078","-0.000250269411654084","-0.00898634112740733","-0.00965940604238454","0.00204966258219911","0.000697647412008078","-0.00250269411654083","0.0327385963136282","0.0340511289759584","0.06771133949202","0.026742270737175","0.0324933711856042","0.0328367533227685","0.0647221693615809","0.0258815939699867","-0.00749039835656874","-0.0356633007395252","-0.0441457834516983","-0.032184131843067","0.940667175961294","0.934300993124523","0.912655971479501","0.93964858670741","0.999236058059587","1",NA,"1",NA,NA,"0.0873440285204991","0.94856124267889",NA,NA,"0.0763941940412529","1","0.7854"
"48","Cond48","0.9","0.6","0.3","30","1.5","0.4","1","0.3","0.3","0.3","0.1","-0.00639075158621275","-0.00394137917414905","-0.000599343847086342","-0.00264987162726774","-0.000342046359958117","-0.0106512526436879","-0.00656896529024842","-0.00199781282362107","-0.0147215090403763","-0.00342046359958117","0.033042151982959","0.0335815192355495","0.0625910426445347","0.0265765924774386","0.0322331927275221","0.0317531190006964","0.0585721358293423","0.0248792119466444","-0.0244826443463505","-0.0544466205363786","-0.0642089769620316","-0.0638675004041644","0.929740134744947","0.926130895091434","0.899422521655438","0.932386910490857","0.99711260827719","1",NA,"1",NA,"0.99181905678537",NA,"0.960538979788258",NA,"0.992059672762271",NA,"1","0.8312"
"49","Cond49","0.45","0","0","5","1","0.6","1","0","0.3","0","0.1","-0.000256010368656394","-0.0265607937217152","0.0183950612111808","-0.000922537706695775","-0.016034249281278","-0.000256010368656394","-0.0442679895361919","0.0183950612111808","-0.000922537706695775","-0.16034249281278","0.143369687067977","0.0933177453933279","0.149252688385931","0.113927140998239","0.112963821036234","0.0792424913899992","0.110334399404913","0.0915469205435787","-0.212080159018038","-0.150831483808385","-0.260754358275847","-0.196443272942364","0.863636363636364","0.906060606060606","0.842424242424242","0.918181818181818","1",NA,"0.136363636363636","0.909090909090909",NA,NA,"0.157575757575758","0.266666666666667",NA,NA,"0.00303030303030303","1","0.066"
