,Cond.,Rho,HetInd,a.p.cs,b.s,K,Nbar,postVar,missingRate,Method,a.para,cp.para,b.para,beta1.para,a.bias,cp.bias,b.bias,ab.bias,beta1.bias,beta2.bias,a.Ebias,cp.Ebias,b.Ebias,ab.Ebias,beta1.Ebias,beta2.Ebias,a.empSE,cp.empSE,b.empSE,beta1.empSE,beta2.empSE,a.meanSE,cp.meanSE,b.meanSE,beta1.meanSE,beta2.meanSE,a.seRbias,cp.seRbias,b.seRbias,beta1.seRbias,beta2.seRbias,a.CoverageRate,cp.CoverageRate,b.CoverageRate,beta1.CoverageRate,beta2.CoverageRate,ab.CoverageRate,a.power,a.typeIerror,cp.power,cp.typeIerror,b.power,b.typeIerror,beta1.power,beta1.typeIerror,beta2.power,beta2.typeIerror,ab.power,ab.typeIerror,ConvergenceRate,posDefRate
306,Cond210,0.45,1,0,0.3,10,80,1,0.6,PSMMA,0.000540254,0.320938595,0.082315025,0.105349516,0.057657135,0.00763716,0.016707308,-0.029744873,0.125167068,0.135735058,0.057657135,0.011898164,0.202967909,-0.029744873,1.188112408,4.869074087,0.984412868,0.072417929,0.945846714,1.0923113,0.879571515,0.902541617,0.063775213,1.082232411,1.418939742,2.579683312,-0.083167595,-0.119344969,0.144194291,0.29902505,1.932886375,0.977653631,0.94972067,0.983240223,0.955307263,0.983240223,1,NA,0.022346369,0.988826816,NA,0.022346369,NA,0.022346369,NA,0.005586592,NA,NA,0.05027933,1,0.0358
307,Cond211,0.45,1,0.6,0,10,80,1,0.6,PSMMA,0.311500807,0.320324942,-0.000727122,0.103238586,-0.09891648,-0.017310997,0.062169127,-0.001267704,0.108418444,0.193518045,-0.158774035,-0.027020995,0.062169127,-0.001267704,1.050173663,7.124167958,0.844884812,0.076599163,0.576141617,0.795291534,0.59447393,1.173957613,0.070591518,0.542739737,1.735718305,0.527236275,0.38948836,-0.078429648,-0.057975121,1.182493125,-0.113104464,0.886227545,0.958083832,0.988023952,0.856287425,0.982035928,0.994011976,0.203592814,NA,0.982035928,NA,NA,0.011976048,0.053892216,NA,0.023952096,NA,NA,0.023952096,1,0.0334
308,Cond212,0.45,1,0.6,0.3,10,80,1,0.6,PSMMA,0.312944722,0.387756332,0.082364066,0.103718308,-0.226183026,-0.01567195,0.071337308,-0.006286838,0.11922208,0.140711775,-0.361378561,-0.020208503,0.866121748,-0.121954235,1.149479606,5.199004818,0.696623943,0.087758765,0.4131884,0.635781879,0.328395123,0.882315784,0.06592828,0.358814333,1.62787741,0.377815481,0.26655966,-0.248755604,-0.131596308,1.560433797,0.150490534,0.952380952,0.857142857,0.94047619,0.886904762,0.94047619,0.994047619,0.291666667,NA,0.994047619,NA,0.05952381,NA,0.047619048,NA,0.053571429,NA,0.101190476,NA,1,0.0336
309,Cond213,0.9,1,0,0,10,80,1,0.6,PSMMA,-0.00012897,0.144135974,0.000525763,0.045090006,0.036620225,-0.011938509,0.122366858,-0.008216058,0.136549575,0.279400403,0.036620225,-0.041414049,0.122366858,-0.008216058,3.028377839,56.61294491,0.729122265,0.061391037,0.698143356,0.742843385,0.864504088,0.893113992,0.062787112,1.129314793,1.442653424,1.861205073,0.224916636,0.0227407,0.61759728,0.942069422,1.152916451,0.980769231,0.957692308,0.988461538,0.980769231,0.996153846,1,NA,0.019230769,0.623076923,NA,NA,0.011538462,0.007692308,NA,0.007692308,NA,NA,0.034615385,1,0.052
310,Cond214,0.9,1,0,0.3,10,80,1,0.6,PSMMA,0.000417325,0.144146863,0.015490918,0.044541146,0.080620807,-0.003150625,0.070714917,-0.011340277,0.056099069,0.147484254,0.080620807,-0.010928525,4.564927528,-0.011340277,1.259488683,28.73980054,0.723741928,0.057631402,0.914877805,0.841560446,0.902670888,0.920434992,0.062146605,1.032720115,1.393867473,1.493729774,0.271772377,0.078346236,0.128806611,0.656289194,0.654788909,0.989473684,0.964912281,0.992982456,0.985964912,0.996491228,1,NA,0.010526316,0.673684211,NA,0.007017544,NA,0.007017544,NA,0.003508772,NA,NA,0.021052632,1,0.057
311,Cond215,0.9,1,0.6,0,10,80,1,0.6,PSMMA,0.140933455,0.143884674,-0.000304041,0.051007246,-0.007483226,-0.012122824,0.026043534,0.00579577,0.167722703,0.160093701,-0.02654879,-0.042126877,0.026043534,0.00579577,3.288213245,31.40847532,0.553380038,0.056700654,0.557734382,0.682757191,0.579482418,0.946371623,0.062576958,0.725119241,1.456204356,0.936686075,0.710165813,0.103637339,0.300115726,1.132829028,0.616418456,0.962406015,0.969924812,0.973684211,0.966165414,0.996240602,1,0.078947368,NA,0.672932331,NA,NA,0.026315789,0.018796992,NA,0.007518797,NA,NA,0.018796992,1,0.0532
312,Cond216,0.9,1,0.6,0.3,10,80,1,0.6,PSMMA,0.141215298,0.190375737,0.015275495,0.050706868,-0.050814549,-0.015865934,0.040504259,-0.014390458,0.24520937,0.315074757,-0.179918712,-0.041670052,2.651584093,-3.335551095,4.835821661,62.7360049,0.705823179,0.065578361,0.794246902,0.819720853,0.875859351,1.118101228,0.062793722,1.131040992,1.609474409,1.47673999,0.584109535,-0.042462777,0.424042057,0.963442071,0.686046953,0.968181818,0.968181818,0.990909091,0.963636364,0.990909091,0.995454545,0.018181818,NA,0.854545455,NA,0.004545455,NA,0.009090909,NA,0.009090909,NA,0.05,NA,1,0.044
313,Cond217,0.45,1,0,0,10,120,1,0.6,PSMMA,3.9949187634105e-05,0.320822544,-4.93E-05,0.104175975,0.248273136,-0.008581056,0.060899817,-0.020529052,0.055026111,0.14448714,0.248273136,-0.013373523,0.060899817,-0.020529052,0.528203468,5.284714377,0.542201475,0.052747432,0.743146578,0.726064419,0.837387108,0.864683383,0.050638123,0.917292459,1.464671645,1.326412076,0.594763981,-0.039988849,0.234335845,1.017275061,0.583989128,0.94795539,0.94795539,0.985130112,0.892193309,0.981412639,1,NA,0.05204461,0.992565056,NA,NA,0.014869888,0.037174721,NA,0.003717472,NA,NA,0.018587361,1,0.0538
314,Cond218,0.45,1,0,0.3,10,120,1,0.6,PSMMA,-0.002172197,0.319892763,0.081681505,0.104495934,0.080641756,0.001237592,0.040192771,-0.027772425,0.218869902,0.221547111,0.080641756,0.001934385,0.492066968,-0.027772425,2.094530314,8.019845943,0.810723263,0.064287339,0.624471461,1.048341572,0.61870929,0.865742162,0.053508901,1.190759735,1.561739857,1.556748644,0.067863969,-0.167660361,0.906828107,0.489724245,1.51612295,0.932,0.9,0.98,0.9,0.952,1,NA,0.064,0.992,NA,0.04,NA,0.044,NA,0.028,NA,NA,0.08,1,0.05
315,Cond219,0.45,1,0.6,0,10,120,1,0.6,PSMMA,0.31373308,0.320572674,0.000698506,0.103199481,-0.188782477,-0.031211154,0.090084217,0.006334822,0.224303489,0.139179193,-0.300864795,-0.048680309,0.090084217,0.006334822,2.173494355,5.04561382,0.5779309,0.063112956,0.328000078,0.612003409,0.370406632,0.785991148,0.055796242,0.336101586,1.08090063,0.358814214,0.360008866,-0.115930466,0.024699714,0.766167662,-0.031296464,0.875739645,0.905325444,0.964497041,0.875739645,0.98816568,1,0.266272189,NA,0.99408284,NA,NA,0.035502959,0.082840237,NA,0.035502959,NA,NA,0.076923077,1,0.0338
316,Cond220,0.45,1,0.6,0.3,10,120,1,0.6,PSMMA,0.312237414,0.387002873,0.082181406,0.103264446,-0.239827982,-0.024336525,0.129141799,0.008115657,0.184644108,0.187949481,-0.384047478,-0.031442305,1.571423588,0.158137619,1.788070494,6.924055303,0.808894816,0.079235281,0.382716028,0.643049035,0.32219004,1.163831131,0.056557725,0.445634456,1.136153628,0.413211805,0.438791679,-0.28620529,0.16439977,0.766822694,0.282509555,0.921787709,0.854748603,0.966480447,0.860335196,0.927374302,0.994413408,0.346368715,NA,0.977653631,NA,0.078212291,NA,0.061452514,NA,0.083798883,NA,0.167597765,NA,1,0.0358
317,Cond221,0.9,1,0,0,10,120,1,0.6,PSMMA,-0.000170996,0.144213469,-0.00032293,0.045971647,0.153688127,-0.002897071,0.063709063,-0.002429411,0.170876967,0.191621252,0.153688127,-0.010044384,0.063709063,-0.002429411,3.717007753,39.06474385,0.632571668,0.047101489,0.748474201,0.657805038,0.953336605,0.873740922,0.0500139,1.019811221,1.201536375,1.619325125,0.381252065,0.061832676,0.362520205,0.826584331,0.698586958,0.991666667,0.9625,0.991666667,0.983333333,0.995833333,1,NA,0.008333333,0.8125,NA,NA,0.008333333,0.008333333,NA,0.008333333,NA,NA,0.029166667,1,0.048
318,Cond222,0.9,1,0,0.3,10,120,1,0.6,PSMMA,0.000532823,0.145019343,0.015462403,0.045642535,0.108602029,0.001664056,0.084239413,-0.0168434,0.176952517,0.226453634,0.108602029,0.005737359,5.448015473,-0.0168434,3.876921296,46.42567219,0.802098832,0.054051174,0.775225668,0.894116463,0.8546313,1.256593467,0.052322711,0.846906481,1.728050123,1.452283683,0.566631712,-0.031978269,0.092464447,0.932690196,0.699310198,0.983193277,0.949579832,0.995798319,0.962184874,0.995798319,1,NA,0.016806723,0.806722689,NA,0.008403361,NA,0.016806723,NA,0.004201681,NA,NA,0.042016807,1,0.0476
319,Cond223,0.9,1,0.6,0,10,120,1,0.6,PSMMA,0.140708277,0.144189666,-0.000177263,0.050805786,0.049094034,0.003131672,0.073318121,-0.001503563,0.036367971,0.192251619,0.174453257,0.010859557,0.073318121,-0.001503563,0.715823404,42.07119008,0.600030596,0.058211111,0.414961637,0.595624541,0.644129096,0.90863422,0.051717398,0.539618742,1.322101064,0.78437401,0.514313147,-0.111554534,0.300406338,1.219688702,0.217727959,0.97008547,0.923076923,0.987179487,0.931623932,0.995726496,1,0.064102564,NA,0.799145299,NA,NA,0.012820513,0.008547009,NA,0.004273504,NA,NA,0.021367521,1,0.0468
320,Cond224,0.9,1,0.6,0.3,10,120,1,0.6,PSMMA,0.140417903,0.190588775,0.015320808,0.050274123,0.134646532,-0.034664046,0.097759329,0.016339143,0.080464602,0.178063146,0.479449305,-0.090939369,6.380820922,3.797476774,1.600517272,32.58936218,0.480496402,0.054858907,0.584502877,0.688545462,0.557546291,0.774823221,0.05040572,0.614487391,1.454788039,0.80722232,0.612547393,-0.081175273,0.051299172,1.112842388,0.447812196,0.957446809,0.89787234,1,0.940425532,0.995744681,1,0.076595745,NA,0.880851064,NA,0.008510638,NA,0.021276596,NA,0.004255319,NA,0.055319149,NA,1,0.047
321,Cond225,0.45,1,0,0,30,80,1,0.6,PSMMA,-0.001249876,0.320713036,-0.000333927,0.104998959,0.015774429,-0.015974798,0.00613534,-0.002071831,0.025252527,0.033530803,0.015774429,-0.024905127,0.00613534,-0.002071831,0.240502646,1.231116671,0.12466702,0.023940117,0.101102581,0.404493033,0.119976861,0.134577563,0.156331285,1.467113435,0.112364747,2.490427234,0.079496112,5.53009702,13.51113733,-0.72220845,19.75756288,0.931343284,0.953731343,0.958208955,0.910447761,0.952238806,1,NA,0.070149254,0.998507463,NA,NA,0.040298507,0.265671642,NA,0.064179104,NA,NA,0,1,0.134
322,Cond226,0.45,1,0,0.3,30,80,1,0.6,PSMMA,-0.001405399,0.320477937,0.081961137,0.104836216,0.027899024,-0.01667762,0.018227979,-0.002193669,0.052431811,0.035735395,0.027899024,-0.026019918,0.222397825,-0.002193669,0.500130708,1.304422005,0.137486014,0.029863785,0.108342558,0.210891434,0.139859374,0.094205859,0.027965631,0.081469076,0.108073479,0.086698084,-0.314796781,-0.063560409,-0.248041795,-0.48753974,-0.380105303,0.906291834,0.926372155,0.921017403,0.886211513,0.922356091,1,NA,0.093708166,1,NA,0.341365462,NA,0.396251673,NA,0.108433735,NA,NA,0.020080321,1,0.1494
323,Cond227,0.45,1,0.6,0,30,80,1,0.6,PSMMA,0.315138397,0.322124748,0.000539122,0.103582455,-0.014650981,-0.03122283,0.021039712,0.009968132,0.02253518,0.048640634,-0.023245313,-0.048463879,0.021039712,0.009968132,0.217557882,1.742502734,0.101065002,0.034114218,0.084964235,0.184263626,0.07611007,0.087075439,0.034242037,0.081146496,0.11092208,0.065155601,-0.138421434,0.003746801,-0.044933484,-0.39802509,-0.143929296,0.9238653,0.919472914,0.926793558,0.901903367,0.906295754,1,0.909224012,NA,1,NA,NA,0.074670571,0.313323572,NA,0.224011713,NA,NA,0.043923865,1,0.1366
324,Cond228,0.45,1,0.6,0.3,30,80,1,0.6,PSMMA,0.315072111,0.387934774,0.082438433,0.103042364,-0.005469601,-0.037323478,0.029998805,0.013285745,0.021332828,0.093628347,-0.008679919,-0.048105352,0.363893441,0.255750352,0.207029681,3.4176627,0.104948986,0.039320267,0.098071939,0.12003635,0.083879939,0.079186236,0.036344784,0.089023301,0.084068877,0.070338336,-0.245478789,-0.075673021,-0.092265305,-0.299638175,-0.161440305,0.927429274,0.870848708,0.912669127,0.86100861,0.72201722,0.998769988,0.928659287,NA,1,NA,0.360393604,NA,0.386223862,NA,0.441574416,NA,0.292742927,NA,1,0.1626
325,Cond229,0.9,1,0,0,30,80,1,0.6,PSMMA,0.000354377,0.144448681,0.000127102,0.045411955,0.013810616,-0.008722667,0.00529518,-0.001611377,0.016901263,0.021073656,0.013810616,-0.030192963,0.00529518,-0.001611377,0.372176505,3.902962792,0.118690962,0.024579419,0.111281586,0.197924688,0.163826398,0.090777983,0.026331435,0.085816022,0.112837904,0.104898289,-0.235173588,0.071279809,-0.228838978,-0.42989475,-0.359698495,0.944206009,0.969957082,0.942060086,0.907725322,0.944206009,1,NA,0.055793991,1,NA,NA,0.057939914,0.122317597,NA,0.055793991,NA,NA,0,1,0.0932
326,Cond230,0.9,1,0,0.3,30,80,1,0.6,PSMMA,6.61990942981163e-06,0.144466132,0.015606063,0.045063136,0.011753515,-0.006385985,0.014185762,-0.001927631,0.009679174,0.016348764,0.011753515,-0.022102014,0.908990431,-0.001927631,0.214791395,2.954075108,0.106142003,0.024890476,0.14170807,0.13671202,0.167462228,0.095103885,0.027308537,0.098527173,0.106976172,0.115450897,-0.103993871,0.097148028,-0.304717274,-0.217507199,-0.310585451,0.936708861,0.955696203,0.949367089,0.926160338,0.947257384,1,NA,0.063291139,0.997890295,NA,0.056962025,NA,0.103375527,NA,0.054852321,NA,NA,0,1,0.0948
327,Cond231,0.9,1,0.6,0,30,80,1,0.6,PSMMA,0.141657492,0.144447776,-0.000507836,0.050741282,-0.018021328,-0.006691551,0.016684012,0.002640782,0.024850193,0.041463412,-0.063608808,-0.023162527,0.016684012,0.002640782,0.48974311,7.758191411,0.092614333,0.027515109,0.102255182,0.12335983,0.122179611,0.087892967,0.028337133,0.088525504,0.102595386,0.094479004,-0.050978786,0.029875347,-0.134268775,-0.16832419,-0.22672037,0.943661972,0.949698189,0.93360161,0.937625755,0.93360161,1,0.384305835,NA,0.997987928,NA,NA,0.06639839,0.116700201,NA,0.076458753,NA,NA,0.012072435,1,0.0994
328,Cond232,0.9,1,0.6,0.3,30,80,1,0.6,PSMMA,0.141046785,0.19080151,0.01514391,0.05108047,0.035531663,-0.017259852,0.02497845,0.006097327,0.023611121,0.075631145,0.125957011,-0.045229863,1.64940558,1.427276927,0.462233829,16.32038178,0.110536565,0.030412338,0.121194233,0.142912316,0.116252994,0.087626772,0.030074723,0.092163043,0.098576604,0.091630767,-0.207259859,-0.011101242,-0.239542669,-0.310230169,-0.211798651,0.923599321,0.94057725,0.913412564,0.947368421,0.893039049,0.998302207,0.522920204,NA,1,NA,0.113752122,NA,0.13582343,NA,0.118845501,NA,0.039049236,NA,1,0.1178
329,Cond233,0.45,1,0,0,30,120,1,0.6,PSMMA,6.63571349242412e-05,0.320870816,-0.000275904,0.104583699,0.01472225,-0.010596574,0.002677166,-0.001171977,0.022385616,0.02793129,0.01472225,-0.016512212,0.002677166,-0.001171977,0.214044983,1.011372331,0.099392889,0.020602256,0.084388668,0.144538194,0.113074478,0.080861857,0.021386223,0.071970516,0.094972143,0.080477272,-0.186442233,0.03805249,-0.147154269,-0.342927011,-0.288280847,0.924760602,0.95622435,0.949384405,0.894664843,0.949384405,1,NA,0.075239398,1,NA,NA,0.050615595,0.373461012,NA,0.112175103,NA,NA,0.002735978,1,0.1462
330,Cond234,0.45,1,0,0.3,30,120,1,0.6,PSMMA,0.001828317,0.321090143,0.08275176,0.104641174,0.008259905,-0.012874722,0.023363835,-0.001970892,0.048408122,0.034800982,0.008259905,-0.020048454,0.282336407,-0.001970892,0.462610661,1.271600544,0.101037589,0.025503811,0.098972361,0.122383195,0.145980898,0.077527481,0.023254269,0.072485749,0.090829511,0.081921996,-0.232686751,-0.088204161,-0.267616244,-0.257826937,-0.438817011,0.889534884,0.919767442,0.924418605,0.853488372,0.930232558,1,NA,0.111627907,1,NA,0.424418605,NA,0.487209302,NA,0.115116279,NA,NA,0.036046512,1,0.172
331,Cond235,0.45,1,0.6,0,30,120,1,0.6,PSMMA,0.3124811,0.32008814,5.71281767226707e-05,0.102910604,0.005490376,-0.018118942,0.009635354,0.003820603,0.009026817,0.049847408,0.008785133,-0.028303051,0.009635354,0.003820603,0.087715129,1.8053366,0.093240367,0.029053549,0.076191843,0.118721921,0.061712751,0.070284157,0.029450726,0.071382686,0.086675771,0.054686907,-0.246204631,0.013670526,-0.063119058,-0.26992614,-0.113847528,0.924967658,0.944372574,0.937904269,0.915912031,0.857697283,1,0.946959897,NA,1,NA,NA,0.062095731,0.376455369,NA,0.336351876,NA,NA,0.043984476,1,0.1546
332,Cond236,0.45,1,0.6,0.3,30,120,1,0.6,PSMMA,0.31372799,0.387312898,0.081992041,0.103567479,0.009976498,-0.032210501,0.024474757,0.012235253,0.012402721,0.097911613,0.015899917,-0.041582014,0.298501621,0.237825264,0.119754974,3.55328866,0.090515464,0.035164532,0.090052375,0.120211439,0.078423575,0.066754541,0.031604272,0.078730673,0.072286162,0.059903864,-0.262506779,-0.101245745,-0.125723524,-0.398674849,-0.236149792,0.894632207,0.865805169,0.894632207,0.845924453,0.591451292,1,0.952286282,NA,1,NA,0.378727634,NA,0.429423459,NA,0.589463221,NA,0.35387674,NA,1,0.2012
333,Cond237,0.9,1,0,0,30,120,1,0.6,PSMMA,-0.000214844,0.144195011,5.67636050587449e-05,0.04504755,0.003303708,-0.005863621,0.006020819,-0.000618043,0.013466093,0.018528196,0.003303708,-0.020332259,0.006020819,-0.000618043,0.298930646,3.844252737,0.093555036,0.020445549,0.093336648,0.125376889,0.116620071,0.074160703,0.021338409,0.0748649,0.090326976,0.087502738,-0.207304005,0.043670135,-0.19790456,-0.27955641,-0.249676857,0.932377049,0.956967213,0.930327869,0.928278689,0.942622951,1,NA,0.067622951,1,NA,NA,0.067622951,0.114754098,NA,0.05942623,NA,NA,0.00204918,1,0.0976
334,Cond238,0.9,1,0,0.3,30,120,1,0.6,PSMMA,-1.55E-05,0.143838989,0.015371937,0.0452705,0.028301335,-0.005768661,0.022286458,0.000117307,0.019801725,0.029055115,0.028301335,-0.020052494,1.449814621,0.000117307,0.437409013,6.012515897,0.081331353,0.020363304,0.091284209,0.136133267,0.123032075,0.076114668,0.02151391,0.07679605,0.092406425,0.09079334,-0.064141131,0.056503919,-0.158714841,-0.32120615,-0.262035205,0.951582868,0.96461825,0.947858473,0.929236499,0.94972067,1,NA,0.048417132,1,NA,0.068901304,NA,0.156424581,NA,0.057728119,NA,NA,0.005586592,1,0.1074
335,Cond239,0.9,1,0.6,0,30,120,1,0.6,PSMMA,0.141607763,0.144242459,-0.000398858,0.051718299,-0.001181097,-0.008678448,0.009691053,0.002514555,0.017531676,0.045123123,-0.00417031,-0.030082848,0.009691053,0.002514555,0.338984008,9.507934486,0.079992682,0.021696163,0.079856961,0.11738653,0.093866933,0.072572056,0.023458814,0.07359262,0.088491956,0.076999264,-0.09276632,0.081242497,-0.078444514,-0.24614898,-0.179697674,0.935294118,0.960784314,0.954901961,0.92745098,0.935294118,1,0.582352941,NA,1,NA,NA,0.045098039,0.156862745,NA,0.074509804,NA,NA,0.011764706,1,0.102
336,Cond240,0.9,1,0.6,0.3,30,120,1,0.6,PSMMA,0.141536258,0.190612159,0.015599428,0.051395576,0.021384785,-0.014737478,0.016576617,0.002452028,0.017247011,0.084041674,0.075545253,-0.038658285,1.06264262,0.555288965,0.335573836,16.57959274,0.093196808,0.027033172,0.101624183,0.133384617,0.110955091,0.071487544,0.025041534,0.079001641,0.084055354,0.084296995,-0.232939988,-0.073673873,-0.222609823,-0.369827226,-0.240260236,0.927469136,0.915123457,0.88117284,0.898148148,0.844135802,1,0.674382716,NA,1,NA,0.13117284,NA,0.202160494,NA,0.174382716,NA,0.047839506,NA,1,0.1296
337,Cond241,0.45,1,0,0,5,80,1.5,0.6,PSMMA,-0.00205903,0.306377429,-0.000396989,0.100085222,0.100639453,-0.018422275,0.198237772,-0.008958866,0.200801976,0.139713951,0.100639453,-0.030064674,0.198237772,-0.008958866,2.006309929,3.849671372,0.841376789,0.080157754,1.15936911,1.004208815,1.499016513,1.147536835,0.088591807,1.420782526,2.424958928,2.048760379,0.363879834,0.105218174,0.225479024,1.414795501,0.366736364,0.968871595,0.968871595,0.976653696,0.918287938,0.980544747,1,NA,0.035019455,0.898832685,NA,NA,0.023346304,0.023346304,NA,0.015564202,NA,NA,0.011673152,1,0.0514
338,Cond242,0.45,1,0,0.3,5,80,1.5,0.6,PSMMA,0.00090052,0.306306477,0.111305384,0.099948966,0.099706902,-0.026645011,0.12614924,0.001121603,0.249151984,0.228450611,0.099706902,-0.043494037,1.133361531,0.001121603,2.492792019,6.241596293,0.886265125,0.080571796,1.10265316,0.984834089,1.371903366,1.035183167,0.082286573,1.263978265,1.395526608,2.241794556,0.168028773,0.021282592,0.146306301,0.417016961,0.634076139,0.983673469,0.942857143,0.975510204,0.946938776,0.942857143,0.995918367,NA,0.016326531,0.902040816,NA,0.065306122,NA,0.024489796,NA,0.024489796,NA,NA,0.032653061,1,0.049
339,Cond243,0.45,1,0.6,0,5,80,1.5,0.6,PSMMA,0.301263132,0.306320962,0.00032001,0.099964318,0.005003299,-0.044542695,0.153579445,0.010383389,0.140355249,0.267356984,0.008303868,-0.072705921,0.153579445,0.010383389,1.404053486,7.41682226,0.829985187,0.083263669,0.873166634,1.152221816,1.073702347,1.511930366,0.088497035,0.664375391,2.54171899,0.896453663,0.821635363,0.062852943,-0.239119585,1.205928542,-0.165081771,0.887640449,0.943820225,0.994382022,0.887640449,0.988764045,1,0.157303371,NA,0.837078652,NA,NA,0.005617978,0.06741573,NA,0.005617978,NA,NA,0.02247191,1,0.0356
340,Cond244,0.45,1,0.6,0.3,5,80,1.5,0.6,PSMMA,0.299731668,0.363027921,0.110037068,0.099727796,0.047780606,-0.069132741,0.176713707,0.017180132,0.236082153,0.231239331,0.079705636,-0.095216838,1.605947066,0.260450291,2.367265332,6.378292694,0.835470861,0.089001926,0.828568174,1.288498878,0.907673791,1.13881891,0.082923972,0.763876057,4.186527223,1.17836782,0.363086331,-0.068290136,-0.078077,2.24915085,0.298228319,0.89119171,0.901554404,0.968911917,0.849740933,0.974093264,0.979274611,0.191709845,NA,0.943005181,NA,0.051813472,NA,0.062176166,NA,0.015544041,NA,0.129533679,NA,1,0.0386
341,Cond245,0.9,1,0,0,5,80,1.5,0.6,PSMMA,-0.000556896,0.142790753,-0.000634798,0.045179192,0.203450904,-0.005021891,0.054357267,5.9569418840929e-05,0.215948423,0.22898151,0.203450904,-0.017584791,0.054357267,5.9569418840929e-05,4.779820426,9.533015506,0.911614025,0.07991336,1.046162574,1.363128031,1.325310072,1.520956669,0.086194199,1.943191908,2.333553334,2.609779641,0.668421752,0.078595614,0.857447357,0.711910607,0.96918419,0.987951807,0.9437751,0.983935743,0.991967871,0.995983936,1,NA,0.012048193,0.40562249,NA,NA,0.016064257,0.012048193,NA,0.012048193,NA,NA,0.016064257,1,0.0498
342,Cond246,0.9,1,0,0.3,5,80,1.5,0.6,PSMMA,-0.000619865,0.143007967,0.072573583,0.045481879,0.114785535,-0.004363291,0.037236146,0.005346324,0.185570935,0.272654521,0.114785535,-0.015255411,0.513081273,0.005346324,4.080107079,10.97229127,1.328493088,0.080037439,1.140439182,1.660025964,1.471315593,1.644877817,0.089168598,1.640264855,2.40884682,2.252232392,0.238153086,0.114086096,0.438274728,0.451089846,0.530760908,0.965277778,0.982638889,0.965277778,0.975694444,0.986111111,1,NA,0.034722222,0.375,NA,0.020833333,NA,0.017361111,NA,0.006944444,NA,NA,0.006944444,1,0.0576
343,Cond247,0.9,1,0.6,0,5,80,1.5,0.6,PSMMA,0.139787899,0.142681906,-0.000974417,0.051036834,-0.024723149,-0.003658645,0.005503225,-0.005131047,0.204037163,0.176809545,-0.088430935,-0.012820986,0.005503225,-0.005131047,3.997841325,7.671658616,1.001410073,0.08260436,0.860353351,1.367563342,1.324833708,1.407941255,0.089385259,1.107697175,2.161631563,1.792954329,0.40595875,0.082088875,0.287490976,0.580644565,0.353342927,0.98156682,0.98156682,0.98156682,0.944700461,0.986175115,1,0.036866359,NA,0.423963134,NA,NA,0.013824885,0.00921659,NA,0.00921659,NA,NA,0.013824885,1,0.0434
344,Cond248,0.9,1,0.6,0.3,5,80,1.5,0.6,PSMMA,0.140639287,0.180966752,0.071911204,0.050846835,-0.043933322,-0.002003199,0.067730913,-0.004486982,0.119702689,0.268876742,-0.156191498,-0.005534716,0.941868706,-0.221830436,2.35418174,11.236049,0.911742978,0.089358675,0.769302244,1.242643025,1.148431629,1.191318971,0.085216293,0.979327126,2.117976654,1.497647157,0.306639041,-0.046356801,0.27300698,0.704412781,0.304080382,0.956521739,0.956521739,0.972332016,0.976284585,0.980237154,1,0.051383399,NA,0.596837945,NA,0.035573123,NA,0.019762846,NA,0.015810277,NA,0.031620553,NA,1,0.0506
345,Cond249,0.45,1,0,0,5,120,1.5,0.6,PSMMA,-0.000635887,0.306433184,0.00040175,0.099861061,0.317596771,0.003231338,0.11398886,-0.016715617,0.123450781,0.356882416,0.317596771,0.005272501,0.11398886,-0.016715617,1.236225412,9.603002058,0.614241094,0.064570928,0.93216095,1.216131564,1.398194308,1.066637786,0.067520334,1.067678408,1.767544254,1.706159484,0.73651323,0.045676997,0.145379892,0.453415326,0.220259212,0.942622951,0.967213115,0.975409836,0.913934426,0.979508197,1,NA,0.057377049,0.987704918,NA,NA,0.024590164,0.057377049,NA,0.020491803,NA,NA,0.016393443,1,0.0488
346,Cond250,0.45,1,0,0.3,5,120,1.5,0.6,PSMMA,9.21100828209379e-05,0.307109848,0.110160379,0.099781886,0.264961724,-0.002073058,0.068501329,-0.004001313,0.335666026,0.082220427,0.264961724,-0.003375108,0.62183273,-0.004001313,3.363997606,2.248852314,0.988900312,0.073081899,0.915777972,1.256308708,1.404485906,1.00974541,0.068157505,0.892922045,1.610869989,1.719279945,0.021079069,-0.067381857,-0.024957934,0.282224646,0.224134709,0.967871486,0.919678715,0.963855422,0.939759036,0.963855422,1,NA,0.032128514,0.975903614,NA,0.072289157,NA,0.040160643,NA,0.016064257,NA,NA,0.040160643,1,0.0498
347,Cond251,0.45,1,0.6,0,5,120,1.5,0.6,PSMMA,0.299974004,0.306124281,-6.57E-05,0.099673034,0.220500336,0.000879209,0.036174149,-0.005701336,0.235430896,0.069464256,0.367532407,0.001436032,0.036174149,-0.005701336,2.362031991,1.918007579,0.951674192,0.08477754,0.565559924,1.242460964,0.566801797,1.635553303,0.070859023,0.459630373,2.540716921,0.558325587,0.718606343,-0.164176934,-0.187300312,1.044906838,-0.014954452,0.911111111,0.911111111,0.972222222,0.9,0.966666667,1,0.205555556,NA,0.955555556,NA,NA,0.027777778,0.088888889,NA,0.044444444,NA,NA,0.066666667,1,0.036
