,Cond.,Rho,HetInd,a.p.cs,b.s,K,Nbar,postVar,missingRate,Method,a.para,cp.para,b.para,beta1.para,a.bias,cp.bias,b.bias,ab.bias,beta1.bias,beta2.bias,a.Ebias,cp.Ebias,b.Ebias,ab.Ebias,beta1.Ebias,beta2.Ebias,a.empSE,cp.empSE,b.empSE,beta1.empSE,beta2.empSE,a.meanSE,cp.meanSE,b.meanSE,beta1.meanSE,beta2.meanSE,a.seRbias,cp.seRbias,b.seRbias,beta1.seRbias,beta2.seRbias,a.CoverageRate,cp.CoverageRate,b.CoverageRate,beta1.CoverageRate,beta2.CoverageRate,ab.CoverageRate,a.power,a.typeIerror,cp.power,cp.typeIerror,b.power,b.typeIerror,beta1.power,beta1.typeIerror,beta2.power,beta2.typeIerror,ab.power,ab.typeIerror,ConvergenceRate,posDefRate
103,Cond199,0.9,1,0.6,0,5,80,1,0.6,CSMMA,0.3,0.3,0,0.1,0.180044281,-0.0318021,0.202972378,0.017447428,0.419016268,0.191255987,0.300073802,-0.053003499,0.202972378,0.017447428,4.190162679,1.912559873,0.885046347,0.095194178,0.823068085,1.505854854,0.783513014,1.866693085,0.089468683,0.651558727,4.417551051,0.855895203,1.109147268,-0.060145433,-0.208378093,1.933583565,0.092381604,0.916666667,0.950980392,0.985294118,0.857843137,0.980392157,1,0.181372549,NA,0.828431373,NA,NA,NA,0.058823529,NA,0.029411765,NA,NA,NA,1,0.0408
104,Cond200,0.9,1,0.6,0.3,5,80,1,0.6,CSMMA,0.3,0.3,0.3,0.1,0.046512004,0.014987532,0.04042855,-0.04478768,0.05854735,0.032270299,0.077520007,0.024979219,0.134761832,-0.248820444,0.5854735,0.322702987,0.591683624,0.089046599,0.690190848,0.773647076,0.689638872,0.892994994,0.083776879,0.612591931,1.002094063,0.849342449,0.509244058,-0.059179342,-0.112431102,0.295285789,0.23157566,0.922155689,0.934131737,0.862275449,0.904191617,0.856287425,0.982035928,0.275449102,NA,0.928143713,NA,0.251497006,NA,0.095808383,NA,0.107784431,NA,0.233532934,NA,1,0.0334
105,Cond201,0.45,1,0,0,5,120,1,0.6,CSMMA,0,0.3,0,0.1,0.161413258,-0.007081737,0.003919657,-0.034023447,0.000601578,0.198907579,0.161413258,-0.011802895,0.003919657,-0.034023447,0.006015785,1.989075787,1.023317991,0.067191288,1.042705006,1.526245435,1.517162309,1.288865511,0.068683193,1.061129431,2.142887882,1.870805346,0.259496581,0.022203843,0.017669834,0.404025743,0.233095059,0.972972973,0.959459459,0.977477477,0.954954955,0.923423423,1,NA,NA,0.972972973,NA,NA,NA,0.036036036,NA,0.022522523,NA,NA,NA,1,0.0444
106,Cond202,0.45,1,0,0.3,5,120,1,0.6,CSMMA,0,0.3,0.3,0.1,0.205740952,-0.000613647,0.017997575,-0.005364768,0.12198333,0.032241514,0.205740952,-0.001022745,0.059991917,-0.005364768,1.219833296,0.322415136,0.681372214,0.077408581,0.934807991,0.844087104,1.315985147,0.567771786,0.069344922,1.380932249,0.698960345,2.634503109,-0.166723012,-0.104170089,0.477236247,-0.171933393,1.001924652,0.958333333,0.9375,0.838541667,0.958333333,0.796875,1,NA,NA,0.989583333,NA,0.255208333,NA,0.052083333,NA,0.098958333,NA,NA,NA,1,0.0384
107,Cond203,0.45,1,0.6,0,5,120,1,0.6,CSMMA,0.3,0.3,0,0.1,0.319030317,-0.020676987,0.181985642,0.024091095,0.344761754,0.073700895,0.531717195,-0.034461645,0.181985642,0.024091095,3.447617545,0.737008946,0.923541524,0.087594901,0.641614325,1.247134342,0.673787304,1.211739527,0.074269424,0.555875631,1.910822528,0.651315035,0.31205744,-0.152126178,-0.133629644,0.532170563,-0.033352171,0.860335196,0.905027933,0.94972067,0.837988827,0.955307263,1,0.212290503,NA,0.899441341,NA,NA,NA,0.078212291,NA,0.022346369,NA,NA,NA,1,0.0358
108,Cond204,0.45,1,0.6,0.3,5,120,1,0.6,CSMMA,0.3,0.3,0.3,0.1,0.030581132,0.010014672,0.176785048,-0.014971991,0.060867862,0.279280009,0.050968553,0.016691119,0.589283493,-0.083177726,0.608678616,2.792800093,0.551369966,0.083809268,1.095018452,0.641628161,1.053610627,0.471599348,0.070962007,0.800756121,0.598965158,0.996137371,-0.14467712,-0.153291649,-0.268728195,-0.066491787,-0.054548857,0.812903226,0.922580645,0.877419355,0.84516129,0.870967742,0.987096774,0.309677419,NA,0.948387097,NA,0.238709677,NA,0.090322581,NA,0.109677419,NA,0.322580645,NA,1,0.031
109,Cond205,0.9,1,0,0,5,120,1,0.6,CSMMA,0,0.3,0,0.1,0.043031103,0.001284043,0.13538507,-0.026128007,0.144691518,0.085906791,0.043031103,0.002140072,0.13538507,-0.026128007,1.446915176,0.859067913,0.908843252,0.06848755,1.227729586,1.213279509,1.647163369,0.876425141,0.068846623,1.021399505,1.524227962,1.969715816,-0.03566964,0.005242893,-0.168058246,0.256287567,0.195822985,0.961832061,0.946564885,0.954198473,0.935114504,0.950381679,0.996183206,NA,NA,0.977099237,NA,NA,NA,0.045801527,NA,0.053435115,NA,NA,NA,1,0.0524
110,Cond206,0.9,1,0,0.3,5,120,1,0.6,CSMMA,0,0.3,0.3,0.1,-0.000424353,0.002752283,0.032929631,-0.013190443,0.102822262,0.155429918,-0.000424353,0.004587138,0.109765437,-0.013190443,1.028222624,1.554299176,0.718049018,0.076239212,1.043126245,0.733549821,1.113099924,0.597491257,0.067879026,1.106843074,0.637924588,1.633096467,-0.167896282,-0.109657298,0.061082568,-0.130359562,0.467160704,0.978021978,0.895604396,0.884615385,0.967032967,0.862637363,1,NA,NA,0.967032967,NA,0.214285714,NA,0.038461538,NA,0.087912088,NA,NA,NA,1,0.0364
111,Cond207,0.9,1,0.6,0,5,120,1,0.6,CSMMA,0.3,0.3,0,0.1,0.220341706,-0.02371037,0.149116131,0.014396556,0.38810739,0.142271116,0.367236176,-0.039517284,0.149116131,0.014396556,3.881073903,1.422711162,1.048392161,0.072417545,0.530459241,1.504228924,0.722669736,1.363660214,0.073370168,0.55155484,2.392135641,0.677857158,0.300715767,0.013154586,0.039768558,0.590273663,-0.062009761,0.881443299,0.922680412,0.943298969,0.855670103,0.927835052,1,0.216494845,NA,0.963917526,NA,NA,NA,0.087628866,NA,0.056701031,NA,NA,NA,1,0.0388
112,Cond208,0.9,1,0.6,0.3,5,120,1,0.6,CSMMA,0.3,0.3,0.3,0.1,-0.064250087,0.015200783,0.094448652,-0.016879233,0.035396115,0.219427643,-0.107083479,0.025334638,0.31482884,-0.093773515,0.353961146,2.194276429,0.833101177,0.072790018,0.593302744,1.19139626,0.901187639,0.761646828,0.070888677,0.582094874,1.144057792,0.769688691,-0.085769113,-0.026120903,-0.018890643,-0.039733604,-0.145917389,0.853503185,0.942675159,0.859872611,0.859872611,0.847133758,0.98089172,0.21656051,NA,0.961783439,NA,0.23566879,NA,0.063694268,NA,0.063694268,NA,0.21656051,NA,1,0.0314
113,Cond209,0.45,1,0,0,10,80,1,0.6,CSMMA,0,0.3,0,0.1,0.167976764,-0.010738729,0.104352289,-0.008802666,0.034651921,0.094154232,0.167976764,-0.017897882,0.104352289,-0.008802666,0.346519212,0.941542317,0.586448394,0.064829566,0.629186417,0.812352624,0.799231526,0.764398019,0.063328291,0.809748664,1.055102058,1.295876699,0.303436121,-0.023157264,0.286977345,0.298822735,0.621403381,0.969543147,0.939086294,0.954314721,0.92893401,0.964467005,1,NA,NA,0.974619289,NA,NA,NA,0.025380711,NA,0.025380711,NA,NA,NA,1,0.0394
114,Cond210,0.45,1,0,0.3,10,80,1,0.6,CSMMA,0,0.3,0.3,0.1,0.214015557,-0.038691442,0.056753367,0.023084638,0.098047172,0.260532795,0.214015557,-0.064485737,0.189177889,0.023084638,0.980471725,2.605327954,0.485717409,0.068269956,1.226062017,0.513659211,1.331854422,0.464279346,0.066346693,2.291402533,0.588748706,2.820994889,-0.044136905,-0.02817143,0.868912421,0.146185435,1.118095523,0.963855422,0.939759036,0.927710843,0.93373494,0.897590361,1,NA,NA,0.939759036,NA,0.168674699,NA,0.042168675,NA,0.060240964,NA,NA,NA,1,0.0332
115,Cond211,0.45,1,0.6,0,10,80,1,0.6,CSMMA,0.3,0.3,0,0.1,0.102192204,-0.000947548,0.092456181,-0.001689829,0.18390383,0.027648186,0.17032034,-0.001579247,0.092456181,-0.001689829,1.839038304,0.276481857,0.742515856,0.070628568,0.405101496,0.738334586,0.440635486,1.021167475,0.072277743,0.398933389,1.4234034,0.471381184,0.375280362,0.023349964,-0.015226079,0.927856864,0.069775811,0.884615385,0.974358974,0.942307692,0.91025641,0.967948718,1,0.224358974,NA,0.948717949,NA,NA,NA,0.057692308,NA,0.051282051,NA,NA,NA,1,0.0312
116,Cond212,0.45,1,0.6,0.3,10,80,1,0.6,CSMMA,0.3,0.3,0.3,0.1,-0.018756135,0.021886439,0.090433536,-0.009161506,0.068572913,0.114221312,-0.031260225,0.036477399,0.30144512,-0.050897253,0.685729127,1.142213117,0.310725425,0.064343875,0.485485784,0.436158883,0.361900555,0.37707679,0.065379885,0.48727351,0.491400775,0.488308177,0.213536968,0.016101151,0.003682345,0.126655434,0.349288281,0.893129771,0.93129771,0.908396947,0.877862595,0.916030534,0.916030534,0.190839695,NA,0.977099237,NA,0.213740458,NA,0.053435115,NA,0.053435115,NA,0.267175573,NA,1,0.0262
117,Cond213,0.9,1,0,0,10,80,1,0.6,CSMMA,0,0.3,0,0.1,0.157670945,-0.012027547,0.055192739,-0.000707196,0.117044833,-0.084284172,0.157670945,-0.020045912,0.055192739,-0.000707196,1.170448329,-0.842841722,0.546088654,0.062906719,0.531140858,0.634011956,0.644920394,0.804407305,0.063210859,0.611773379,1.238983208,0.921822845,0.473034277,0.004834778,0.151810051,0.954195337,0.429359118,0.962962963,0.952380952,0.968253968,0.947089947,0.941798942,1,NA,NA,0.968253968,NA,NA,NA,0.026455026,NA,0.010582011,NA,NA,NA,1,0.0378
118,Cond214,0.9,1,0,0.3,10,80,1,0.6,CSMMA,0,0.3,0.3,0.1,0.067497255,-0.01099567,0.031543145,-0.009531767,0.05268522,0.112995793,0.067497255,-0.018326116,0.105143818,-0.009531767,0.5268522,1.12995793,0.511212709,0.071018162,0.774506989,0.418368798,0.81833263,0.411837801,0.065019632,1.121175101,0.402536751,1.45693039,-0.194390526,-0.084464724,0.44759843,-0.037842322,0.780364531,0.944785276,0.932515337,0.90797546,0.950920245,0.901840491,1,NA,NA,0.981595092,NA,0.208588957,NA,0.042944785,NA,0.049079755,NA,NA,NA,1,0.0326
119,Cond215,0.9,1,0.6,0,10,80,1,0.6,CSMMA,0.3,0.3,0,0.1,-0.045735726,-0.008203758,0.017758372,-0.004353567,0.142441846,0.018575138,-0.07622621,-0.013672929,0.017758372,-0.004353567,1.424418464,0.185751382,0.371794444,0.062817214,0.234289127,0.660446012,0.303713392,0.912520995,0.06779358,0.290053688,1.537786175,0.381701244,1.454369638,0.07921977,0.238016001,1.328405574,0.256781079,0.928143713,0.94011976,0.982035928,0.910179641,0.97005988,1,0.19760479,NA,0.97005988,NA,NA,NA,0.035928144,NA,0.041916168,NA,NA,NA,1,0.0334
120,Cond216,0.9,1,0.6,0.3,10,80,1,0.6,CSMMA,0.3,0.3,0.3,0.1,0.109938377,0.009452936,0.016708205,-0.0208565,0.125458198,0.130245622,0.183230629,0.015754894,0.055694017,-0.115869442,1.254581979,1.302456221,0.46733016,0.06210954,0.348064543,0.404852779,0.490948846,0.43683906,0.06714346,0.451124865,0.462767202,0.762502638,-0.065245309,0.081049068,0.296095435,0.143050575,0.553120339,0.887218045,0.962406015,0.909774436,0.887218045,0.879699248,0.954887218,0.323308271,NA,0.962406015,NA,0.315789474,NA,0.112781955,NA,0.105263158,NA,0.233082707,NA,1,0.0266
121,Cond217,0.45,1,0,0,10,120,1,0.6,CSMMA,0,0.3,0,0.1,0.119169732,0.014822777,0.054329651,-0.01960099,0.057026931,0.111628247,0.119169732,0.024704628,0.054329651,-0.01960099,0.570269315,1.116282472,0.605926932,0.048481813,0.555666594,0.716109843,0.630481454,0.821446682,0.052416474,0.584997316,1.155191032,0.855374617,0.355686038,0.081157479,0.052784749,0.61314782,0.356700679,0.959183673,0.963265306,0.942857143,0.906122449,0.926530612,1,NA,NA,0.995918367,NA,NA,NA,0.020408163,NA,0.06122449,NA,NA,NA,1,0.049
122,Cond218,0.45,1,0,0.3,10,120,1,0.6,CSMMA,0,0.3,0.3,0.1,0.164196682,-0.015927104,-0.017768611,-0.000695236,0.06052387,0.201272862,0.164196682,-0.026545173,-0.059228703,-0.000695236,0.605238703,2.012728616,0.441316005,0.056485736,0.63272884,0.450104044,0.83435493,0.372868531,0.050856761,1.067651315,0.436493912,1.983921143,-0.155098554,-0.099653039,0.687375773,-0.030237749,1.377790401,0.942408377,0.926701571,0.910994764,0.958115183,0.905759162,1,NA,NA,0.989528796,NA,0.209424084,NA,0.036649215,NA,0.057591623,NA,NA,NA,1,0.0382
123,Cond219,0.45,1,0.6,0,10,120,1,0.6,CSMMA,0.3,0.3,0,0.1,-0.047425795,-0.008134313,0.11992371,-0.000226569,0.157284718,0.076694076,-0.079042992,-0.013557188,0.11992371,-0.000226569,1.572847177,0.766940763,0.588216746,0.059404469,0.477836444,0.873742705,0.379048529,0.699229643,0.056571773,0.412599351,1.090902552,0.423865954,0.188727876,-0.0476849,-0.136525989,0.248539812,0.118236639,0.879120879,0.93956044,0.923076923,0.89010989,0.945054945,1,0.236263736,NA,0.978021978,NA,NA,NA,0.06043956,NA,0.065934066,NA,NA,NA,1,0.0364
124,Cond220,0.45,1,0.6,0.3,10,120,1,0.6,CSMMA,0.3,0.3,0.3,0.1,0.038705853,0.009291287,0.007981966,-0.021352866,0.09444668,-0.006693751,0.064509755,0.015485479,0.026606554,-0.118627033,0.9444668,-0.066937508,0.317686913,0.055750083,0.289210223,0.3619426,0.679807548,0.48737056,0.05524163,0.534486627,0.586606182,1.197175892,0.534122248,-0.00912021,0.848090367,0.620716055,0.761051192,0.927152318,0.940397351,0.913907285,0.927152318,0.920529801,0.940397351,0.304635762,NA,0.993377483,NA,0.357615894,NA,0.092715232,NA,0.059602649,NA,0.417218543,NA,1,0.0302
125,Cond221,0.9,1,0,0,10,120,1,0.6,CSMMA,0,0.3,0,0.1,-0.029197279,0.000617382,0.096477999,-0.017378422,0.092048176,0.112150232,-0.029197279,0.001028969,0.096477999,-0.017378422,0.920481759,1.121502321,0.607301784,0.055506371,0.570962931,0.900608916,0.642411253,0.867842447,0.052114822,0.79063376,1.689478293,1.173253358,0.4290135,-0.061101975,0.384737461,0.875928898,0.826327533,0.954545455,0.954545455,0.93006993,0.93006993,0.954545455,1,NA,NA,0.996503497,NA,NA,NA,0.034965035,NA,0.055944056,NA,NA,NA,1,0.0572
126,Cond222,0.9,1,0,0.3,10,120,1,0.6,CSMMA,0,0.3,0.3,0.1,0.115036464,-0.003787309,0.017702062,-0.012482073,0.026086152,0.224480735,0.115036464,-0.006312182,0.059006872,-0.012482073,0.260861519,2.244807349,0.31505379,0.052679147,0.782109363,0.294605546,0.876957699,0.324374772,0.053409831,1.911360987,0.363368006,3.483503377,0.029585365,0.013870472,1.443853862,0.233405182,2.972259302,0.974489796,0.928571429,0.918367347,0.933673469,0.93877551,1,NA,NA,0.994897959,NA,0.219387755,NA,0.045918367,NA,0.051020408,NA,NA,NA,1,0.0392
127,Cond223,0.9,1,0.6,0,10,120,1,0.6,CSMMA,0.3,0.3,0,0.1,-0.041614347,-0.024516804,0.172392174,0.01576448,0.148703478,0.106026289,-0.069357245,-0.04086134,0.172392174,0.01576448,1.487034781,1.060262887,0.518372197,0.062797167,0.523391302,0.616862277,0.436170066,0.762513371,0.058484531,0.434455436,1.072860901,0.431761795,0.470976597,-0.068675652,-0.169922323,0.739222742,-0.010106771,0.86407767,0.936893204,0.898058252,0.854368932,0.922330097,1,0.291262136,NA,0.975728155,NA,NA,NA,0.077669903,NA,0.077669903,NA,NA,NA,1,0.0412
128,Cond224,0.9,1,0.6,0.3,10,120,1,0.6,CSMMA,0.3,0.3,0.3,0.1,0.060024942,0.006561128,-0.007563406,-0.019876047,0.080268094,0.074635458,0.100041569,0.010935214,-0.025211353,-0.110422484,0.80268094,0.746354582,0.3114323,0.055644308,0.236718813,0.256349243,0.35389477,0.488525325,0.055557451,0.399140068,0.483353334,0.501372958,0.568640519,-0.001560934,0.686135815,0.885526671,0.416728928,0.912751678,0.912751678,0.879194631,0.912751678,0.906040268,0.926174497,0.382550336,NA,0.979865772,NA,0.395973154,NA,0.073825503,NA,0.093959732,NA,0.416107383,NA,1,0.0298
129,Cond225,0.45,1,0,0,30,80,1,0.6,CSMMA,0,0.3,0,0.1,-0.005370358,-0.005965584,0.007439219,-0.000365829,0.007540253,0.012336083,-0.005370358,-0.00994264,0.007439219,-0.000365829,0.075402529,0.123360831,0.097381395,0.02523862,0.10738552,0.13627978,0.154641593,0.084882327,0.02593524,0.085225155,0.100846128,0.101005806,-0.128351701,0.027601332,-0.206362695,-0.260006671,-0.346839333,0.939169139,0.954005935,0.934718101,0.896142433,0.887240356,1,NA,NA,1,NA,NA,NA,0.255192878,NA,0.267062315,NA,NA,NA,1,0.1348
130,Cond226,0.45,1,0,0.3,30,80,1,0.6,CSMMA,0,0.3,0.3,0.1,0.003397075,-0.006077675,-0.006597661,-0.000841222,-0.000849842,0.010527102,0.003397075,-0.010129458,-0.021992204,-0.000841222,-0.008498418,0.105271022,0.08710604,0.029297606,0.107802128,0.07285215,0.13878262,0.079152398,0.03158956,0.084248275,0.067814128,0.099097276,-0.091309878,0.078230074,-0.218491537,-0.069154071,-0.285953267,0.925770308,0.960784314,0.917366947,0.927170868,0.897759104,1,NA,NA,1,NA,0.87394958,NA,0.368347339,NA,0.303921569,NA,NA,NA,1,0.1428
131,Cond227,0.45,1,0.6,0,30,80,1,0.6,CSMMA,0.3,0.3,0,0.1,-0.023343621,-0.005741932,0.008368026,0.002144436,0.009080418,0.001214006,-0.038906035,-0.009569886,0.008368026,0.002144436,0.090804182,0.012140061,0.088813157,0.031837007,0.090280489,0.142652188,0.085043693,0.08201901,0.033966235,0.084832187,0.09753833,0.070246132,-0.076499324,0.066879047,-0.060348603,-0.316250727,-0.173999508,0.949315068,0.956164384,0.935616438,0.917808219,0.910958904,1,0.906849315,NA,1,NA,NA,NA,0.291780822,NA,0.353424658,NA,NA,NA,1,0.146
132,Cond228,0.45,1,0.6,0.3,30,80,1,0.6,CSMMA,0.3,0.3,0.3,0.1,0.002120303,0.004188552,-0.005137918,-0.005846981,0.008591487,0.009040627,0.003533839,0.006980921,-0.017126394,-0.032483229,0.085914867,0.090406268,0.098795081,0.03713646,0.092415838,0.101210662,0.083494037,0.077736686,0.035519613,0.077945608,0.075586339,0.071975949,-0.21315226,-0.043538001,-0.15657738,-0.253178096,-0.137951026,0.914705882,0.920588235,0.914705882,0.904411765,0.891176471,0.985294118,0.929411765,NA,0.998529412,NA,0.933823529,NA,0.345588235,NA,0.397058824,NA,0.879411765,NA,1,0.136
133,Cond229,0.9,1,0,0,30,80,1,0.6,CSMMA,0,0.3,0,0.1,0.007487425,-0.008246114,0.004218315,-0.000749159,0.019078434,0.019409027,0.007487425,-0.013743524,0.004218315,-0.000749159,0.190784337,0.194090266,0.140042678,0.025794826,0.111956271,0.179313045,0.149723387,0.088057165,0.025944008,0.085393821,0.110084894,0.101719601,-0.371211929,0.005783408,-0.237257373,-0.386074258,-0.320616484,0.932664756,0.948424069,0.938395415,0.888252149,0.905444126,1,NA,NA,1,NA,NA,NA,0.26217765,NA,0.293696275,NA,NA,NA,1,0.1396
134,Cond230,0.9,1,0,0.3,30,80,1,0.6,CSMMA,0,0.3,0.3,0.1,0.006163106,-0.002692462,-0.007696851,-0.001082983,0.001112587,0.011212099,0.006163106,-0.004487436,-0.025656169,-0.001082983,0.011125869,0.112120989,0.08155019,0.029360041,0.101913709,0.080355357,0.146031453,0.078629688,0.031358092,0.083980478,0.068538,0.100441627,-0.035812326,0.068053402,-0.175964862,-0.147063704,-0.312191826,0.944687045,0.96069869,0.918486172,0.906841339,0.905385735,1,NA,NA,1,NA,0.896652111,NA,0.372634643,NA,0.304221252,NA,NA,NA,1,0.1374
135,Cond231,0.9,1,0.6,0,30,80,1,0.6,CSMMA,0.3,0.3,0,0.1,-0.023152359,-0.006005304,0.004942162,6.8537335164697e-05,0.010320304,0.00259495,-0.038587265,-0.010008839,0.004942162,6.8537335164697e-05,0.103203038,0.0259495,0.10107611,0.033200927,0.093231731,0.126839249,0.083521763,0.086109067,0.034156661,0.087951391,0.099091606,0.072019497,-0.148076958,0.028786359,-0.056636732,-0.218762281,-0.137715795,0.911680912,0.955840456,0.93019943,0.918803419,0.915954416,1,0.87037037,NA,1,NA,NA,NA,0.317663818,NA,0.354700855,NA,NA,NA,1,0.1404
136,Cond232,0.9,1,0.6,0.3,30,80,1,0.6,CSMMA,0.3,0.3,0.3,0.1,-0.004384463,0.005886357,-0.002504511,-0.005446879,0.009767263,0.005477262,-0.007307438,0.009810594,-0.00834837,-0.030260441,0.097672632,0.054772616,0.08292734,0.036910382,0.089481164,0.088991259,0.092863273,0.07611883,0.035655567,0.081788311,0.074027844,0.073897939,-0.082102108,-0.03399626,-0.085971756,-0.168144771,-0.204228571,0.93258427,0.933988764,0.922752809,0.887640449,0.894662921,1,0.946629213,NA,1,NA,0.925561798,NA,0.377808989,NA,0.370786517,NA,0.863764045,NA,1,0.1424
137,Cond233,0.45,1,0,0,30,120,1,0.6,CSMMA,0,0.3,0,0.1,0.011271326,-0.001611898,0.003416669,-0.001625769,0.010205019,0.015442401,0.011271326,-0.002686496,0.003416669,-0.001625769,0.102050187,0.154424012,0.090223411,0.020406491,0.099621075,0.128880731,0.132558265,0.073492688,0.021515154,0.072225034,0.084994011,0.084510823,-0.185436598,0.054328945,-0.275002468,-0.340521971,-0.362462814,0.924848485,0.955151515,0.924848485,0.858181818,0.883636364,1,NA,NA,1,NA,NA,NA,0.327272727,NA,0.343030303,NA,NA,NA,1,0.165
138,Cond234,0.45,1,0,0.3,30,120,1,0.6,CSMMA,0,0.3,0.3,0.1,0.002082008,6.86877139959122e-05,-0.00858036,-0.002163539,0.002625448,0.005890234,0.002082008,0.00011448,-0.028601199,-0.002163539,0.026254481,0.058902336,0.071490453,0.026804204,0.093025723,0.067315798,0.115146913,0.065095713,0.025978421,0.071614515,0.056812796,0.086177992,-0.089448866,-0.030807974,-0.230164387,-0.156025807,-0.251582259,0.925707547,0.941037736,0.924528302,0.900943396,0.909198113,1,NA,NA,1,NA,0.926886792,NA,0.495283019,NA,0.341981132,NA,NA,NA,1,0.1696
139,Cond235,0.45,1,0.6,0,30,120,1,0.6,CSMMA,0.3,0.3,0,0.1,-0.012731826,-0.001908325,0.003329363,-0.000954058,0.007348991,0.003075804,-0.021219709,-0.003180541,0.003329363,-0.000954058,0.073489908,0.030758045,0.091758215,0.029057883,0.078927895,0.12508875,0.068622154,0.07184752,0.02879788,0.072250165,0.086019776,0.058293138,-0.216990869,-0.00894776,-0.084605458,-0.31233004,-0.150520133,0.911164466,0.949579832,0.912364946,0.920768307,0.917166867,1,0.930372149,NA,1,NA,NA,NA,0.363745498,NA,0.488595438,NA,NA,NA,1,0.1666
140,Cond236,0.45,1,0.6,0.3,30,120,1,0.6,CSMMA,0.3,0.3,0.3,0.1,-0.001072215,0.005499456,-0.004706254,-0.006911419,0.005791492,0.007168187,-0.001787025,0.00916576,-0.015687515,-0.038396775,0.057914915,0.071681874,0.088339583,0.030976039,0.076902116,0.091383285,0.080734577,0.065936108,0.029879605,0.066968537,0.065397411,0.063778395,-0.253606311,-0.035396196,-0.129171726,-0.284361347,-0.210023786,0.916565901,0.937122128,0.894800484,0.866989117,0.873035067,0.993954051,0.956469166,NA,1,NA,0.957678356,NA,0.424425635,NA,0.472793229,NA,0.92623942,NA,1,0.1654
141,Cond237,0.9,1,0,0,30,120,1,0.6,CSMMA,0,0.3,0,0.1,0.001431209,-0.00235221,0.005934932,-0.002682497,0.024838544,0.014324021,0.001431209,-0.00392035,0.005934932,-0.002682497,0.24838544,0.143240212,0.106989962,0.019911434,0.090565035,0.173090353,0.136887052,0.075813306,0.021473329,0.073435488,0.086192632,0.086338976,-0.29139795,0.078442096,-0.189140841,-0.502036766,-0.369268497,0.9325,0.96625,0.91625,0.90375,0.885,1,NA,NA,1,NA,NA,NA,0.365,NA,0.35125,NA,NA,NA,1,0.16
142,Cond238,0.9,1,0,0.3,30,120,1,0.6,CSMMA,0,0.3,0.3,0.1,0.006650102,-0.003643616,-0.006211247,0.000357681,0.00064422,0.004639073,0.006650102,-0.006072694,-0.020704156,0.000357681,0.006442197,0.046390731,0.067482876,0.025048123,0.099419164,0.066760109,0.177543579,0.066015502,0.026236753,0.072569678,0.057268306,0.09130877,-0.021744398,0.047453873,-0.270063484,-0.142177752,-0.485710663,0.939467312,0.957627119,0.886198547,0.909200969,0.899515738,1,NA,NA,1,NA,0.92251816,NA,0.486682809,NA,0.331719128,NA,NA,NA,1,0.1652
143,Cond239,0.9,1,0.6,0,30,120,1,0.6,CSMMA,0.3,0.3,0,0.1,-0.015409688,-0.004607363,0.004509509,0.001265321,0.008153832,0.00378092,-0.025682813,-0.007678938,0.004509509,0.001265321,0.08153832,0.037809202,0.084631856,0.028854425,0.084270356,0.13930261,0.077094346,0.069777278,0.028700088,0.07252374,0.083232692,0.057885911,-0.17551994,-0.005348819,-0.13939203,-0.402504437,-0.249154913,0.910138249,0.955069124,0.926267281,0.90437788,0.917050691,1,0.934331797,NA,0.998847926,NA,NA,NA,0.367511521,NA,0.494239631,NA,NA,NA,1,0.1736
144,Cond240,0.9,1,0.6,0.3,30,120,1,0.6,CSMMA,0.3,0.3,0.3,0.1,-0.001994721,0.005100576,-0.002579487,-0.00501125,0.009457007,0.002009575,-0.003324535,0.00850096,-0.008598288,-0.027840279,0.094570069,0.020095753,0.07732953,0.030596092,0.070892436,0.085136277,0.075662046,0.065959051,0.02979107,0.065676911,0.066721868,0.063630242,-0.147039282,-0.02631127,-0.07356956,-0.21629333,-0.159020341,0.90781797,0.935822637,0.915985998,0.885647608,0.884480747,0.996499417,0.962660443,NA,1,NA,0.964994166,NA,0.424737456,NA,0.430571762,NA,0.936989498,NA,1,0.1714
145,Cond241,0.45,1,0,0,5,80,1.5,0.6,CSMMA,0,0.3,0,0.1,0.161671962,0.00408876,0.190071878,-0.028612848,0.215771407,0.207686504,0.161671962,0.006814599,0.190071878,-0.028612848,2.157714069,2.076865037,1.151177129,0.079377312,0.839617714,1.439976937,1.448535844,1.215331165,0.082654542,0.982084309,1.88933427,1.899899112,0.055729075,0.041286733,0.16968031,0.312058701,0.311599654,0.987951807,0.963855422,0.955823293,0.959839357,0.939759036,1,NA,NA,0.923694779,NA,NA,NA,0.020080321,NA,0.02811245,NA,NA,NA,1,0.0498
146,Cond242,0.45,1,0,0.3,5,80,1.5,0.6,CSMMA,0,0.3,0.3,0.1,0.283238967,-0.007788893,0.066000268,0.004726133,0.129241812,0.175377621,0.283238967,-0.012981488,0.220000893,0.004726133,1.292418123,1.753776206,0.900550125,0.085743863,0.978315092,1.102675659,1.16358637,0.802114809,0.085171101,1.254709431,1.054722334,1.85981086,-0.109305761,-0.006679918,0.282520775,-0.043488151,0.598343628,0.960784314,0.93627451,0.848039216,0.946078431,0.848039216,1,NA,NA,0.897058824,NA,0.18627451,NA,0.024509804,NA,0.112745098,NA,NA,NA,1,0.0408
