,Cond.,Rho,HetInd,a.p.cs,b.s,K,Nbar,postVar,missingRate,Method,a.para,cp.para,b.para,beta1.para,a.bias,cp.bias,b.bias,ab.bias,beta1.bias,a.Ebias,cp.Ebias,b.Ebias,ab.Ebias,beta1.Ebias,a.empSE,cp.empSE,b.empSE,beta1.empSE,a.meanSE,cp.meanSE,b.meanSE,beta1.meanSE,a.seRbias,cp.seRbias,b.seRbias,beta1.seRbias,a.CoverageRate,cp.CoverageRate,b.CoverageRate,beta1.CoverageRate,ab.CoverageRate,a.power,a.typeIerror,cp.power,cp.typeIerror,b.power,b.typeIerror,beta1.power,beta1.typeIerror,ab.power,ab.typeIerror,ConvergenceRate,posDefRate
201,Cond105,0.45,0,0,0,5,120,1,0.4,PSMMA,0.000211629,0.312433358,-6.96E-05,0.1031817,0.010494419,-0.010685173,0.006371798,-0.000539337,-0.001770704,0.010494419,-0.017099923,0.006371798,-0.000539337,-0.017161027,0.057564093,0.0557653,0.094264322,0.073906637,0.051048646,0.093814329,0.060613512,0.014926021,0.144803034,-0.08458044,-0.004773733,-0.179863745,0.962264151,0.938679245,0.948113208,0.941037736,1,NA,0.037735849,0.995283019,NA,NA,0.051886792,0.497641509,NA,NA,0,1,0.0848
202,Cond106,0.45,0,0,0.3,5,120,1,0.4,PSMMA,-0.000355735,0.313166108,0.081524394,0.103305131,-0.003024111,-0.007332025,-0.000631232,-0.001741113,-0.007400109,-0.003024111,-0.011706288,-0.007742865,-0.001741113,-0.071633509,0.058893537,0.051181541,0.091800596,0.065093979,0.051511403,0.091966129,0.06035301,0.017337545,0.093454101,0.006444938,0.001803178,-0.072832681,0.943157895,0.941052632,0.949473684,0.943157895,1,NA,0.056842105,0.993684211,NA,0.151578947,NA,0.517894737,NA,NA,0.002105263,1,0.095
203,Cond107,0.45,0,0.6,0,5,120,1,0.4,PSMMA,0.312599483,0.312592857,-0.000267912,0.103459204,-0.013144021,-0.009546035,0.010285824,0.005167846,-0.00681967,-0.021023742,-0.015269119,0.010285824,0.005167846,-0.065916515,0.055720828,0.059171705,0.094683898,0.067943247,0.060546152,0.099390353,0.059497199,0.062271873,0.072266579,0.023228107,0.049707027,-0.124310334,0.949438202,0.95505618,0.963483146,0.938202247,1,0.994382022,NA,0.994382022,NA,NA,0.036516854,0.505617978,NA,NA,0.025280899,1,0.0712
204,Cond108,0.45,0,0.6,0.3,5,120,1,0.4,PSMMA,0.312928801,0.380532674,0.082144499,0.10237171,-0.002712276,-0.015977997,0.007924629,0.00364577,-0.002930155,-0.004333695,-0.020994251,0.096471811,0.070914533,-0.028622698,0.054270913,0.060263667,0.102056199,0.061180919,0.056253319,0.09751453,0.053905913,0.062335274,0.113386096,-0.066546707,-0.044501644,-0.118909724,0.955431755,0.919220056,0.935933148,0.938718663,1,0.991643454,NA,0.997214485,NA,0.189415042,NA,0.551532033,NA,0.169916435,NA,1,0.0718
205,Cond109,0.9,0,0,0,5,120,1,0.4,PSMMA,-0.00093591,0.14016314,0.000241182,0.051205814,0.013724202,0.010928329,-0.005333624,0.001126774,-0.005900831,0.013724202,0.038984317,-0.005333624,0.001126774,-0.115237511,0.05397285,0.050651152,0.09448176,0.073531503,0.056231049,0.095440628,0.068562625,0.014358768,0.178346032,0.110163264,0.01014871,-0.06757481,0.959839357,0.955823293,0.947791165,0.955823293,1,NA,0.040160643,0.759036145,NA,NA,0.052208835,0.148594378,NA,NA,0,1,0.0498
206,Cond110,0.9,0,0,0.3,5,120,1,0.4,PSMMA,-0.000119315,0.141154586,0.015546798,0.051110699,-0.003887513,-0.004783695,0.007041686,-0.000644205,-0.01416975,-0.003887513,-0.016944882,0.452934831,-0.000644205,-0.277236471,0.05564356,0.053961713,0.093504881,0.070935407,0.054742262,0.093245866,0.064854745,0.01398372,0.103385031,0.014464875,-0.00277007,-0.08572112,0.949640288,0.964028777,0.938848921,0.949640288,1,NA,0.050359712,0.741007194,NA,0.057553957,NA,0.115107914,NA,NA,0,1,0.0556
207,Cond111,0.9,0,0.6,0,5,120,1,0.4,PSMMA,0.139678294,0.142048259,-0.000400617,0.051137142,0.003084348,0.010209021,0.000164154,0.000257615,-0.007776567,0.011040899,0.035935043,0.000164154,0.000257615,-0.152072766,0.059877609,0.056435766,0.099989854,0.060700271,0.058109936,0.095044243,0.063297688,0.030245736,0.018307251,0.029665045,-0.049461127,0.042790866,0.959276018,0.936651584,0.945701357,0.963800905,1,0.63800905,NA,0.7239819,NA,NA,0.063348416,0.140271493,NA,NA,0.004524887,1,0.0442
208,Cond112,0.9,0,0.6,0.3,5,120,1,0.4,PSMMA,0.138548907,0.18626289,0.015299583,0.055750876,-0.011756483,-0.001834424,-0.005447606,-0.001251308,0.002919394,-0.042427194,-0.004924287,-0.356062386,-0.295155899,0.052364993,0.055688609,0.051736347,0.092786717,0.070404107,0.055556313,0.094779625,0.0638573,0.028166503,0.11300722,0.073835256,0.021478367,-0.092988996,0.953068592,0.971119134,0.949458484,0.953068592,1,0.577617329,NA,0.902527076,NA,0.061371841,NA,0.198555957,NA,0.007220217,NA,1,0.0554
209,Cond113,0.45,0,0,0,10,80,1,0.4,PSMMA,-3.88E-05,0.311038005,0.000179869,0.10306366,0.000331844,-0.00696292,0.000644342,-0.000515786,0.00159618,0.000331844,-0.011193037,0.000644342,-0.000515786,0.015487326,0.048679536,0.037534653,0.081365565,0.042725039,0.039055921,0.090041931,0.042311628,0.010983482,0.098716356,0.040529703,0.106634382,-0.009676084,0.959183673,0.947845805,0.951247166,0.947845805,1,NA,0.040816327,1,NA,NA,0.048752834,0.702947846,NA,NA,0,1,0.1764
210,Cond114,0.45,0,0,0.3,10,80,1,0.4,PSMMA,-0.000100268,0.314134364,0.082351077,0.104035466,0.000246082,-0.012917448,-0.001961185,-0.000644501,-0.002613272,0.000246082,-0.020560386,-0.023814923,-0.000644501,-0.025119049,0.051787467,0.037402163,0.080003694,0.042405177,0.039561012,0.091400796,0.042562833,0.014034678,0.046029826,0.05771989,0.142457194,0.003717847,0.939393939,0.951739618,0.95959596,0.952861953,1,NA,0.060606061,1,NA,0.139169473,NA,0.692480359,NA,NA,0,1,0.1782
211,Cond115,0.45,0,0.6,0,10,80,1,0.4,PSMMA,0.313116579,0.312844744,-0.000343713,0.103364024,-0.008560512,-0.014067006,0.006111173,0.002791557,-0.00014095,-0.013669848,-0.022482408,0.006111173,0.002791557,-0.001363626,0.046605899,0.047244413,0.084208856,0.040569618,0.050292933,0.096203503,0.041756723,0.060340873,0.054598237,0.064526563,0.142439255,0.029260937,0.950661853,0.959085439,0.966305656,0.9566787,1,0.998796631,NA,1,NA,NA,0.033694344,0.734055355,NA,NA,0.024067389,1,0.1662
212,Cond116,0.45,0,0.6,0.3,10,80,1,0.4,PSMMA,0.313389031,0.379798969,0.082404254,0.102726217,-0.013000738,-0.014513291,0.009852995,0.00452901,-0.000666364,-0.020742171,-0.019106543,0.119569008,0.087687941,-0.006486792,0.04530356,0.043844487,0.083373529,0.037557378,0.047953688,0.094544332,0.039030668,0.05872012,0.074575937,0.093722164,0.133985007,0.039227702,0.95256917,0.956521739,0.955204216,0.961791831,1,1,NA,1,NA,0.17654809,NA,0.760210804,NA,0.166007905,NA,1,0.1518
213,Cond117,0.9,0,0,0,10,80,1,0.4,PSMMA,-0.000570526,0.141208298,-0.000476802,0.051133842,0.005388438,-7.04E-05,-0.004535276,0.000355864,-0.002892468,0.005388438,-0.000249368,-0.004535276,0.000355864,-0.056566616,0.045324576,0.03836607,0.084532311,0.044474543,0.041533809,0.093261463,0.044187365,0.01103774,0.155150597,0.082566173,0.103264083,-0.006457149,0.972932331,0.968421053,0.954887218,0.951879699,1,NA,0.027067669,0.927819549,NA,NA,0.045112782,0.230075188,NA,NA,0,1,0.133
214,Cond118,0.9,0,0,0.3,10,80,1,0.4,PSMMA,-0.000352252,0.141745988,0.015314971,0.051285492,-0.002713775,0.005087399,0.006085219,-0.000390352,0.001210661,-0.002713775,0.017945479,0.397337905,-0.000390352,0.023606305,0.046413002,0.040347772,0.08152598,0.041773723,0.041432041,0.09178679,0.044869216,0.011060397,0.127292955,0.026873081,0.125859393,0.074101447,0.974512744,0.953523238,0.95952024,0.967016492,1,NA,0.026986507,0.931034483,NA,0.046476762,NA,0.24137931,NA,NA,0,1,0.1334
215,Cond119,0.9,0,0.6,0,10,80,1,0.4,PSMMA,0.139460674,0.142013467,0.000188754,0.050457627,-0.003912018,-0.000134469,0.002595512,0.000617409,-0.001737194,-0.014025522,-0.000473438,0.002595512,0.000617409,-0.03442877,0.04885918,0.040013176,0.081830402,0.040995201,0.043715477,0.0942106,0.043906418,0.027373735,0.054608348,0.09252704,0.151290943,0.071013607,0.961077844,0.967065868,0.968562874,0.967065868,1,0.738023952,NA,0.905688623,NA,NA,0.031437126,0.208083832,NA,NA,0.008982036,1,0.1336
216,Cond120,0.9,0,0.6,0.3,10,80,1,0.4,PSMMA,0.138934722,0.186309865,0.015053256,0.055193365,0.003180627,0.00345867,0.001266544,0.000330339,-0.002776652,0.011446479,0.009282037,0.084137573,0.078974859,-0.050307717,0.045821353,0.03811556,0.079491967,0.041186641,0.042866943,0.092634422,0.043732883,0.027460197,0.121354133,0.124657306,0.165330611,0.061822028,0.969870875,0.981348637,0.961262554,0.956958393,1,0.780487805,NA,0.992826399,NA,0.045911047,NA,0.253945481,NA,0.011477762,NA,1,0.1394
217,Cond121,0.45,0,0,0,10,120,1,0.4,PSMMA,0.000207122,0.313897629,-0.000145786,0.103615614,-0.004330304,-0.0082547,-0.001009885,-0.000763918,-0.002357119,-0.004330304,-0.013148714,-0.001009885,-0.000763918,-0.022748685,0.044779969,0.032041478,0.066309817,0.036552457,0.032733161,0.074108172,0.035534069,0.00805459,0.010741232,0.021587109,0.117604841,-0.027860991,0.932419197,0.952987267,0.958863859,0.938295788,1,NA,0.066601371,1,NA,NA,0.041136141,0.805093046,NA,NA,0,1,0.2042
218,Cond122,0.45,0,0,0.3,10,120,1,0.4,PSMMA,-9.51E-05,0.312187234,0.082485961,0.103518016,-0.008001921,-0.006523678,0.00018431,-0.001307531,-0.001344578,-0.008001921,-0.010448343,0.002234438,-0.001307531,-0.012988828,0.042711528,0.031837499,0.065160767,0.035398685,0.109952279,0.102715401,0.141746979,0.023191522,1.291521869,2.453546331,0.576338113,3.004300703,0.942744324,0.942744324,0.963474827,0.946692991,1,NA,0.057255676,0.999012833,NA,0.209279368,NA,0.817374136,NA,NA,0,1,0.2026
219,Cond123,0.45,0,0.6,0,10,120,1,0.4,PSMMA,0.313495963,0.31382496,-0.000232811,0.102624298,-0.005455477,-0.010063954,0.006203107,0.003400932,-0.000948221,-0.008701033,-0.016034343,0.006203107,0.003400932,-0.009239733,0.038881679,0.040937106,0.072229548,0.036822916,0.041925642,0.079117379,0.035002598,0.049832137,0.055758176,0.024147683,0.095360295,-0.049434397,0.946843854,0.950166113,0.955703212,0.930232558,1,1,NA,1,NA,NA,0.044296788,0.813953488,NA,NA,0.03654485,1,0.1806
220,Cond124,0.45,0,0.6,0.3,10,120,1,0.4,PSMMA,0.313441306,0.37979348,0.082479027,0.102640606,-0.005988431,-0.008660265,0.001869522,0.000243987,-0.001233088,-0.009552715,-0.011401282,0.02266663,0.004718865,-0.01201365,0.039494145,0.038036528,0.065772606,0.032872795,0.039858247,0.077456221,0.03261981,0.04815615,0.039772397,0.047893939,0.177636492,-0.007695858,0.949044586,0.959660297,0.966029724,0.956475584,1,1,NA,1,NA,0.195329087,NA,0.848195329,NA,0.190021231,NA,1,0.1884
221,Cond125,0.9,0,0,0,10,120,1,0.4,PSMMA,4.26202615399197e-05,0.139953351,0.000330314,0.051028682,0.001016767,0.003002461,0.00470827,-8.52E-05,-0.001665042,0.001016767,0.010726647,0.00470827,-8.52E-05,-0.032629533,0.037259949,0.03190935,0.065087743,0.035085072,0.034068336,0.075396928,0.036467087,0.006970895,0.1679513,0.067659969,0.158389032,0.039390394,0.968703428,0.967213115,0.964232489,0.961251863,1,NA,0.031296572,0.982116244,NA,NA,0.037257824,0.318926975,NA,NA,0,1,0.1342
222,Cond126,0.9,0,0,0.3,10,120,1,0.4,PSMMA,0.000588512,0.141310771,0.01609109,0.051191945,-0.003095216,0.000506387,9.698726093205e-05,4.01228068458837e-05,-0.000862091,-0.003095216,0.001791748,0.006027389,4.01228068458837e-05,-0.016840365,0.039666306,0.030628092,0.064221219,0.035757511,0.033850679,0.07471014,0.036772851,0.007375433,0.078980191,0.10521673,0.16332486,0.028395138,0.948562784,0.960665658,0.954614221,0.965204236,1,NA,0.052950076,0.980332829,NA,0.040847201,NA,0.308623298,NA,NA,0.001512859,1,0.1322
223,Cond127,0.9,0,0.6,0,10,120,1,0.4,PSMMA,0.139383733,0.141724587,0.000309249,0.050955264,0.001472067,0.006832988,-0.004391548,-0.001074805,-0.000438383,0.005280625,0.024106572,-0.004391548,-0.001074805,-0.008603285,0.039657541,0.034099944,0.066407703,0.034502067,0.03571996,0.077436781,0.035518297,0.022588127,0.067673426,0.047507864,0.166081306,0.029454173,0.956661316,0.959871589,0.966292135,0.972712681,1,0.894060995,NA,0.971107544,NA,NA,0.033707865,0.34670947,NA,NA,0.012841091,1,0.1246
224,Cond128,0.9,0,0.6,0.3,10,120,1,0.4,PSMMA,0.139456971,0.186828454,0.015403957,0.055996546,-0.000894397,0.001374471,0.007130662,0.001907236,0.000687704,-0.003206713,0.003678429,0.462911072,0.443917152,0.012281191,0.039512019,0.033231095,0.068240075,0.035294789,0.035615082,0.0768811,0.036315955,0.022376148,0.09584101,0.071739652,0.126626831,0.028932487,0.949618321,0.957251908,0.954198473,0.955725191,1,0.899236641,NA,0.998473282,NA,0.054961832,NA,0.422900763,NA,0.015267176,NA,1,0.131
225,Cond129,0.45,0,0,0,30,80,1,0.4,PSMMA,8.09369969398469e-08,0.313696899,-3.02E-05,0.103199329,0.000666458,-0.008816195,0.000244122,-0.000185324,-0.000412784,0.000666458,-0.014052092,0.000244122,-0.000185324,-0.003999871,0.028910525,0.020647763,0.046516376,0.021861034,0.020966826,0.050464439,0.021513464,0.003616255,0.036630018,0.015452667,0.084874695,-0.015899085,0.956184138,0.947310039,0.960621187,0.947310039,1,NA,0.043815862,1,NA,NA,0.039378813,0.990016639,NA,NA,0,1,0.3606
226,Cond130,0.45,0,0,0.3,30,80,1,0.4,PSMMA,-0.000124847,0.313788376,0.081932957,0.103410936,-0.001327849,-0.00836272,0.000691689,-0.000269777,-0.001006987,-0.001327849,-0.013325413,0.008442131,-0.000269777,-0.009737723,0.028584518,0.02115929,0.045633658,0.021054712,0.020939484,0.050535916,0.021381164,0.005885025,0.047680226,-0.010388149,0.107426352,0.015504969,0.955445545,0.933443344,0.965346535,0.952145215,1,NA,0.044554455,1,NA,0.369636964,NA,0.992849285,NA,NA,0.00110011,1,0.3636
227,Cond131,0.45,0,0.6,0,30,80,1,0.4,PSMMA,0.31294733,0.312887597,1.47052063927293e-05,0.103238827,-0.006541935,-0.007779482,0.002517084,0.001395404,-0.000615111,-0.010452135,-0.012431753,0.002517084,0.001395404,-0.00595814,0.025779326,0.025359475,0.047735681,0.020989719,0.0271824,0.053605823,0.021558677,0.033347527,0.061503439,0.071883361,0.122971782,0.027106511,0.953545232,0.960880196,0.96393643,0.951100244,1,1,NA,1,NA,NA,0.03606357,0.992665037,NA,NA,0.034229829,1,0.3272
228,Cond132,0.45,0,0.6,0.3,30,80,1,0.4,PSMMA,0.313019534,0.378740557,0.082509556,0.102950405,-0.004188504,-0.006124445,0.003234477,0.00136923,-0.00192377,-0.006690483,-0.008085277,0.03920124,0.026507623,-0.018686376,0.026234534,0.024419293,0.047757757,0.019672355,0.025829916,0.051827028,0.020149116,0.032250197,0.028371676,0.05776674,0.085206504,0.024235105,0.953245325,0.958745875,0.957645765,0.946644664,1,1,NA,1,NA,0.387788779,NA,0.996149615,NA,0.389988999,NA,1,0.3636
229,Cond133,0.9,0,0,0,30,80,1,0.4,PSMMA,-0.000264776,0.14106685,-0.000160904,0.050737835,-0.004200782,-5.23E-05,0.003669807,3.09291161435941e-05,-0.001141341,-0.004200782,-0.000185386,0.003669807,3.09291161435941e-05,-0.022494875,0.027057914,0.020418954,0.045852256,0.021164826,0.022156855,0.052009411,0.022674522,0.003434892,0.067074899,0.085112141,0.134282477,0.07133041,0.963793103,0.959482759,0.95862069,0.971551724,1,NA,0.036206897,1,NA,NA,0.039655172,0.6,NA,NA,0,1,0.232
230,Cond134,0.9,0,0,0.3,30,80,1,0.4,PSMMA,-0.000343817,0.141825977,0.015543811,0.050998044,-0.002609752,-0.004073346,0.003158819,3.02604452668375e-05,-0.000896307,-0.002609752,-0.014360365,0.203220358,3.02604452668375e-05,-0.017575326,0.026957114,0.020930738,0.044586281,0.020495134,0.021977977,0.05188456,0.022283995,0.003515721,0.076379444,0.05003358,0.163688875,0.087282267,0.960236887,0.952622673,0.969543147,0.966159052,1,NA,0.040609137,1,NA,0.044839255,NA,0.612521151,NA,NA,0,1,0.2364
231,Cond135,0.9,0,0.6,0,30,80,1,0.4,PSMMA,0.139478407,0.141341769,-0.000202007,0.051262122,-0.004525323,-0.001261673,0.000320406,9.06571205086256e-05,-0.001449405,-0.016222307,-0.004463199,0.000320406,9.06571205086256e-05,-0.028274391,0.026580103,0.021988646,0.047564717,0.021206619,0.023388222,0.052757964,0.022637432,0.014754434,0.077563462,0.063649913,0.109182775,0.067470103,0.961165049,0.965578111,0.962047661,0.957634598,1,1,NA,1,NA,NA,0.037952339,0.624889673,NA,NA,0.022947926,1,0.2266
232,Cond136,0.9,0,0.6,0.3,30,80,1,0.4,PSMMA,0.139323773,0.186420911,0.015530666,0.055466592,-0.002048083,-0.001889846,0.000507795,0.000106477,-0.000876948,-0.007350085,-0.00506876,0.032696305,0.024604206,-0.015810391,0.026212442,0.021008969,0.04746594,0.020644815,0.02296575,0.052827451,0.02207982,0.01487082,0.087049584,0.093140271,0.112954924,0.069509227,0.952931462,0.966143683,0.9611891,0.962840628,1,0.999174236,NA,1,NA,0.050371594,NA,0.697770438,NA,0.031379026,NA,1,0.2422
233,Cond137,0.45,0,0,0,30,120,1,0.4,PSMMA,-0.000298571,0.313840186,0.000284165,0.103181571,-0.002172753,-0.006713197,0.000431736,-0.000160185,-0.000233942,-0.002172753,-0.010695248,0.000431736,-0.000160185,-0.002267289,0.024622395,0.017696594,0.037086904,0.017927463,0.017725975,0.041386776,0.018110592,0.00246215,0.019999405,0.001660257,0.115940462,0.010214994,0.94364852,0.942215855,0.964660936,0.954154728,1,NA,0.057784145,1,NA,NA,0.035816619,0.999522445,NA,NA,0,1,0.4188
234,Cond138,0.45,0,0,0.3,30,120,1,0.4,PSMMA,0.000399613,0.313583289,0.082591047,0.103061341,0.000514499,-0.006585459,-0.000554214,-0.000117819,-0.000543747,0.000514499,-0.010500334,-0.006710334,-0.000117819,-0.005275956,0.025092108,0.017380346,0.036246028,0.018063738,0.017727309,0.041041036,0.018041661,0.004667238,-5.77E-05,0.01996294,0.132290561,-0.001222162,0.941397093,0.942803563,0.969526489,0.946554149,1,NA,0.058602907,1,NA,0.516643226,NA,0.99859353,NA,NA,0.004219409,1,0.4266
235,Cond139,0.45,0,0.6,0,30,120,1,0.4,PSMMA,0.313234485,0.314450722,0.000311803,0.103257199,-0.003442389,-0.008520195,0.001823177,0.000996747,-2.56E-05,-0.005494907,-0.013547742,0.001823177,0.000996747,-0.000247632,0.022504912,0.02257324,0.03937879,0.017801853,0.022872995,0.044024284,0.018052602,0.027512737,0.018560274,0.013279222,0.117969449,0.014085567,0.953762912,0.948844073,0.963108706,0.945892769,0.999508116,1,NA,1,NA,NA,0.03639941,0.998524348,NA,NA,0.034431874,1,0.4066
236,Cond140,0.45,0,0.6,0.3,30,120,1,0.4,PSMMA,0.313176577,0.379206397,0.081529897,0.102294683,-0.005165071,-0.003966652,0.001637353,0.000423892,-0.000402145,-0.00824626,-0.005230202,0.020082853,0.00830079,-0.003931243,0.02271786,0.020118341,0.037639272,0.01728718,0.021683516,0.042663425,0.016954936,0.026422611,0.010861693,0.077798422,0.133481678,-0.019219096,0.951185495,0.955369596,0.963737796,0.938633194,1,1,NA,1,NA,0.50255695,NA,0.9995351,NA,0.50488145,NA,1,0.4302
237,Cond141,0.9,0,0,0,30,120,1,0.4,PSMMA,-0.000387764,0.140888135,0.000161185,0.050675507,0.000746042,0.000380852,0.002162481,-2.82E-05,-0.001019975,0.000746042,0.001351613,0.002162481,-2.82E-05,-0.02012757,0.021669089,0.016494598,0.037300524,0.017684633,0.017965198,0.042500524,0.018446426,0.002266923,0.084746459,0.089156492,0.139408229,0.043076607,0.964733542,0.955329154,0.964733542,0.960031348,1,NA,0.035266458,1,NA,NA,0.035266458,0.774294671,NA,NA,0,1,0.2552
238,Cond142,0.9,0,0,0.3,30,120,1,0.4,PSMMA,-0.000204905,0.14168126,0.016100718,0.051240554,0.001457864,-0.001173962,0.000200339,8.3556261781593e-06,-0.001257508,0.001457864,-0.004142969,0.012442872,8.3556261781593e-06,-0.024541257,0.021637133,0.017633748,0.037649305,0.018421553,0.01804211,0.042156844,0.018484253,0.002357137,0.091717724,0.023157965,0.119724385,0.00340364,0.96329588,0.94906367,0.96329588,0.947565543,1,NA,0.03670412,1,NA,0.055430712,NA,0.761797753,NA,NA,0,1,0.267
239,Cond143,0.9,0,0.6,0,30,120,1,0.4,PSMMA,0.13910197,0.140456511,0.000403527,0.050546124,0.000180072,0.001231294,0.001702173,0.00039606,0.000588906,0.000647266,0.004383185,0.001702173,0.00039606,0.011650861,0.022110262,0.017778228,0.039045036,0.017428157,0.019050838,0.042617283,0.018547039,0.012026993,0.059290296,0.0715825,0.091490435,0.064199653,0.958771221,0.96200485,0.961196443,0.966046888,1,1,NA,1,NA,NA,0.039611964,0.798706548,NA,NA,0.03152789,1,0.2474
240,Cond144,0.9,0,0.6,0.3,30,120,1,0.4,PSMMA,0.1388049,0.186993108,0.015757248,0.055749594,0.000823313,-0.002364371,0.00233764,0.000617682,0.000308117,0.002965719,-0.006322082,0.148353309,0.141204897,0.005526796,0.022271368,0.018290317,0.037286187,0.018262157,0.018766346,0.042481802,0.018173952,0.011978833,0.054175333,0.026026275,0.139344236,-0.004829922,0.960708783,0.948382126,0.962249615,0.954545455,1,1,NA,1,NA,0.053158706,NA,0.865947612,NA,0.043143297,NA,1,0.2596
241,Cond145,0.45,0,0,0,5,80,1.5,0.4,PSMMA,2.80138310133032e-05,0.300564982,0.000403288,0.100320133,-0.001431804,-0.022957879,0.005023432,0.000725531,-0.005967328,-0.001431804,-0.038191208,0.005023432,0.000725531,-0.05948286,0.070037874,0.059970643,0.109138894,0.078096515,0.062965521,0.113357277,0.074280716,0.020544472,0.100592225,0.049939058,0.038651509,-0.048860037,0.954761905,0.969047619,0.95952381,0.954761905,1,NA,0.045238095,0.980952381,NA,NA,0.04047619,0.357142857,NA,NA,0,1,0.084
242,Cond146,0.45,0,0,0.3,5,80,1.5,0.4,PSMMA,-0.000123037,0.300731152,0.109545844,0.099732929,0.008125141,-0.011341699,0.005558579,-0.000783038,-0.005202762,0.008125141,-0.018856874,0.050742035,-0.000783038,-0.05216694,0.0674212,0.063502975,0.111576044,0.084370448,0.061662621,0.111767455,0.075796615,0.025467974,0.13829443,-0.028980604,0.001715519,-0.101621284,0.952479339,0.938016529,0.950413223,0.954545455,1,NA,0.047520661,0.975206612,NA,0.196280992,NA,0.382231405,NA,NA,0.006198347,1,0.0968
243,Cond147,0.45,0,0.6,0,5,80,1.5,0.4,PSMMA,0.299283469,0.29782925,-0.000211426,0.099596037,-0.056575822,-0.008083958,0.014536863,0.007295451,-0.00371735,-0.094518788,-0.013571464,0.014536863,0.007295451,-0.037324274,0.064255755,0.069561677,0.124479008,0.07783135,0.073402406,0.119676864,0.073815061,0.068241994,0.116509737,0.05521329,-0.038577942,-0.051602461,0.93129771,0.969465649,0.946564885,0.938931298,1,0.935114504,NA,0.969465649,NA,NA,0.053435115,0.393129771,NA,NA,0.022900763,1,0.0524
244,Cond148,0.45,0,0.6,0.3,5,80,1.5,0.4,PSMMA,0.300453837,0.357742256,0.110244499,0.099972991,-0.028497381,-0.015742638,0.008218835,0.000808818,-0.007178445,-0.047423893,-0.022002765,0.07455098,0.012209166,-0.071803842,0.059503985,0.069512021,0.118554117,0.070162053,0.070065899,0.113445201,0.071436023,0.068709436,0.188325961,0.007968098,-0.043093533,0.018157542,0.97704918,0.957377049,0.924590164,0.960655738,1,0.963934426,NA,0.986885246,NA,0.209836066,NA,0.344262295,NA,0.154098361,NA,1,0.061
245,Cond149,0.9,0,0,0,5,80,1.5,0.4,PSMMA,5.83400012979137e-05,0.140280817,0.000161279,0.050532366,-0.001263238,0.003069551,0.000914561,-0.001223963,0.002424877,-0.001263238,0.010940735,0.000914561,-0.001223963,0.047986618,0.06903699,0.06580701,0.121383554,0.08259341,0.066949554,0.115777863,0.079932852,0.021973488,0.093958789,0.017362042,-0.046181631,-0.03221271,0.939726027,0.945205479,0.926027397,0.95890411,1,NA,0.060273973,0.594520548,NA,NA,0.073972603,0.117808219,NA,NA,0,1,0.073
246,Cond150,0.9,0,0,0.3,5,80,1.5,0.4,PSMMA,0.000224362,0.141315593,0.072748446,0.050756576,-0.002966698,0.009374156,0.008438336,-0.001371866,-0.001254797,-0.002966698,0.033167452,0.115993355,-0.001371866,-0.024721861,0.06508584,0.062603861,0.11510987,0.079330947,0.066700925,0.114329187,0.079501506,0.023520105,0.145539464,0.06544426,-0.006782067,0.00214996,0.983333333,0.958333333,0.936111111,0.952777778,1,NA,0.016666667,0.663888889,NA,0.119444444,NA,0.127777778,NA,NA,0,1,0.072
247,Cond151,0.9,0,0.6,0,5,80,1.5,0.4,PSMMA,0.138462507,0.140245469,0.000290603,0.051112652,-0.01065899,-0.008825396,0.007136787,0.001591711,-0.005226175,-0.038490528,-0.031464105,0.007136787,0.001591711,-0.10224816,0.064689371,0.062702732,0.120364207,0.078851628,0.067636395,0.11517424,0.076041423,0.036207838,0.109700878,0.078683395,-0.043118854,-0.035639148,0.974789916,0.946778711,0.946778711,0.960784314,1,0.450980392,NA,0.532212885,NA,NA,0.053221289,0.1232493,NA,NA,0.00280112,1,0.0714
248,Cond152,0.9,0,0.6,0.3,5,80,1.5,0.4,PSMMA,0.13890559,0.178279895,0.072801202,0.054391698,-0.017882272,0.004243146,-0.00205263,-0.002109879,-0.005375701,-0.064368437,0.011900237,-0.028195002,-0.104320386,-0.098833116,0.064103431,0.060053986,0.118645261,0.073396426,0.06529725,0.115713617,0.072356896,0.036452152,0.127180617,0.087309171,-0.024709317,-0.014163228,0.969273743,0.963687151,0.944134078,0.944134078,0.991620112,0.446927374,NA,0.826815642,NA,0.106145251,NA,0.142458101,NA,0.022346369,NA,1,0.0716
249,Cond153,0.45,0,0,0,5,120,1.5,0.4,PSMMA,-9.96E-05,0.299077793,-0.000308747,0.099997802,-0.005533796,-0.001406754,0.010873987,-0.00016324,-0.006640566,-0.005533796,-0.00235182,0.010873987,-0.00016324,-0.066407119,0.063920356,0.049435724,0.093288329,0.070764554,0.051524046,0.0929522,0.061870441,0.01497915,0.000868739,0.042243183,-0.003603115,-0.125685985,0.93287037,0.956018519,0.939814815,0.953703704,1,NA,0.06712963,1,NA,NA,0.060185185,0.462962963,NA,NA,0,1,0.0864
